排名,證券代號,證券名稱,外資買賣超股數
1,2408,南亞科,30133530
2,2344,華邦電,30131889
3,1301,台塑,21638583
4,2889,國票金,19029494
5,2317,鴻海,18248973
6,1314,中石化,14070653
7,2801,彰銀,13000441
8,2371,大同,12343831
9,2634,漢翔,11938599
10,1717,長興,11851510
11,2892,第一金,11490477
12,1326,台化,11401247
13,6116,彩晶,10679972
14,2354,鴻準,9540587
15,2883,凱基金,9279077
16,1504,東元,8977437
17,2603,長榮,8084773
18,2337,旺宏,7632375
19,2886,兆豐金,7301735
20,2609,陽明,7193616
21,2313,華通,7049398
22,6505,台塑化,6864076
23,1605,華新,6838422
24,6269,台郡,6524878
25,2890,永豐金,6435398
26,5880,合庫金,5932342
27,2421,建準,5005486
28,2330,台積電,4500595
29,2426,鼎元,4310616
30,9907,統一實,4299380
