排名,證券代號,證券名稱,外資買賣超股數
1,2610,華航,52784372
2,3481,群創,42096430
3,2409,友達,39607620
4,2618,長榮航,34341534
5,1101,台泥,17795221
6,2412,中華電,9689548
7,6116,彩晶,7971482
8,2313,華通,7221991
9,5876,上海商銀,7220018
10,2002,中鋼,7059431
11,4958,臻鼎-KY,6886010
12,6505,台塑化,6353120
13,3045,台灣大,5641691
14,2646,星宇航空,5311400
15,5871,中租-KY,5122722
16,2812,台中銀,5088817
17,2887I,台新新光辛特,4705000
18,4904,遠傳,4086530
19,2489,瑞軒,3967389
20,2481,強茂,3751761
21,2845,遠東銀,3319000
22,2705,六福,3160000
23,3042,晶技,3157893
24,2867,三商壽,3056000
25,1402,遠東新,2833230
26,8046,南電,2813137
27,4919,新唐,2687830
28,2609,陽明,2571089
29,2382,廣達,2487994
30,2356,英業達,2465435
