排名,證券代號,證券名稱,外資買賣超股數
1,2303,聯電,79930463
2,2609,陽明,40555487
3,2887,台新新光金,15793236
4,1718,中纖,15061740
5,6770,力積電,13159351
6,3481,群創,12947050
7,2882,國泰金,10810614
8,2027,大成鋼,10403327
9,2312,金寶,10036062
10,2356,英業達,9677913
11,2615,萬海,9605790
12,2890,永豐金,9106873
13,2481,強茂,8380315
14,3702,大聯大,8343663
15,2353,宏碁,7797557
16,2885,元大金,7575857
17,6005,群益證,7202747
18,2834,臺企銀,6604249
19,2002,中鋼,5924112
20,2637,慧洋-KY,5605901
21,2474,可成,5452040
22,2376,技嘉,5346355
23,8070,長華*,5115916
24,2501,國建,5065000
25,3036,文曄,4752516
26,6176,瑞儀,4399585
27,3231,緯創,4079787
28,3312,弘憶股,3776470
29,8422,可寧衛*,3604921
30,2867,三商壽,3583050
