排名,證券代號,證券名稱,外資買賣超股數
1,2883,凱基金,55069724
2,2317,鴻海,49858145
3,2887,台新新光金,48157669
4,2618,長榮航,40012546
5,2610,華航,37781188
6,5880,合庫金,25973950
7,2890,永豐金,22905111
8,2885,元大金,21574290
9,2324,仁寶,21202376
10,2834,臺企銀,20791001
11,2867,三商壽,19288100
12,3231,緯創,18281364
13,2884,玉山金,17607359
14,2891,中信金,17300604
15,2882,國泰金,16253308
16,1402,遠東新,13943097
17,2330,台積電,13780099
18,1605,華新,13470110
19,2892,第一金,13217976
20,2409,友達,12925267
21,2845,遠東銀,11975800
22,1216,統一,11772272
23,2353,宏碁,11597172
24,2002,中鋼,8568856
25,2881,富邦金,7426191
26,9945,潤泰新,7356583
27,2347,聯強,7153411
28,2886,兆豐金,6829692
29,2412,中華電,6775171
30,5876,上海商銀,6486283
