排名,證券代號,證券名稱,外資買賣超股數
1,5880,合庫金,42650495
2,2344,華邦電,36320840
3,2618,長榮航,30788518
4,2884,玉山金,28515494
5,2834,臺企銀,27497714
6,1216,統一,25435437
7,2867,三商壽,19092512
8,2892,第一金,14858671
9,2002,中鋼,13814222
10,2887,台新新光金,10702247
11,2886,兆豐金,10567419
12,5876,上海商銀,9201814
13,2845,遠東銀,9162830
14,2801,彰銀,8945413
15,9904,寶成,8263208
16,2412,中華電,7429768
17,4904,遠傳,6464012
18,2327,國巨*,6347077
19,2812,台中銀,5685679
20,2633,台灣高鐵,5648700
21,2889,國票金,5630841
22,3045,台灣大,5458950
23,2891,中信金,5404129
24,2883,凱基金,4864009
25,1102,亞泥,4695879
26,9945,潤泰新,4156689
27,2882,國泰金,3984802
28,2912,統一超,3809526
29,2609,陽明,3709681
30,2881,富邦金,3371624
