排名,證券代號,證券名稱,外資買賣超股數
1,2887,台新新光金,-51063595
2,2892,第一金,-46851794
3,2880,華南金,-26168910
4,2382,廣達,-19827857
5,2883,凱基金,-19478990
6,3714,富采,-18951813
7,1102,亞泥,-18189472
8,2801,彰銀,-18038824
9,2884,玉山金,-17643266
10,2618,長榮航,-17135700
11,8112,至上,-15532469
12,2834,臺企銀,-14609936
13,2356,英業達,-14575023
14,2377,微星,-13959311
15,2633,台灣高鐵,-13896200
16,2886,兆豐金,-13579020
17,3033,威健,-10329335
18,2353,宏碁,-10180510
19,3045,台灣大,-7556132
20,2412,中華電,-7508212
21,9904,寶成,-7014000
22,2363,矽統,-6957393
23,1216,統一,-6954170
24,2609,陽明,-6815291
25,4958,臻鼎-KY,-6679933
26,5880,合庫金,-6408744
27,4938,和碩,-6385403
28,8046,南電,-6227050
29,2388,威盛,-5976436
30,2867,三商壽,-5250000
