排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,43775659
2,2834,臺企銀,29798187
3,8150,南茂,28682916
4,2891,中信金,16718152
5,9904,寶成,15812739
6,2002,中鋼,15591468
7,1101,台泥,13805006
8,2883,凱基金,13739001
9,2412,中華電,13608833
10,1402,遠東新,12663761
11,3045,台灣大,12363083
12,2105,正新,11282519
13,3231,緯創,10652932
14,2356,英業達,9820927
15,2610,華航,9697222
16,2886,兆豐金,8552378
17,4904,遠傳,8485730
18,2353,宏碁,8451510
19,2867,三商壽,8266000
20,2618,長榮航,7953394
21,2880,華南金,7865984
22,2812,台中銀,7660000
23,2884,玉山金,7519608
24,1102,亞泥,6956088
25,5880,合庫金,6926612
26,2317,鴻海,6698538
27,3576,聯合再生,6481599
28,2014,中鴻,5032000
29,1301,台塑,4671924
30,5876,上海商銀,4194366
