排名,證券代號,證券名稱,外資買賣超股數
1,3481,群創,-113940857
2,2409,友達,-73957349
3,2891,中信金,-21422034
4,2002,中鋼,-18837180
5,2317,鴻海,-17933596
6,1714,和桐,-17637475
7,1802,台玻,-17292023
8,1717,長興,-14571758
9,2449,京元電子,-12117362
10,3037,欣興,-11837734
11,2369,菱生,-11482750
12,2609,陽明,-11451783
13,2412,中華電,-11361064
14,1402,遠東新,-11160354
15,2352,佳世達,-10231105
16,2347,聯強,-10107542
17,1605,華新,-10058251
18,3231,緯創,-8749895
19,3045,台灣大,-8257473
20,6282,康舒,-8108047
21,4904,遠傳,-7499383
22,2603,長榮,-7081198
23,1101,台泥,-6810679
24,1326,台化,-6657226
25,1102,亞泥,-6499973
26,2313,華通,-6141473
27,3576,聯合再生,-5882468
28,3715,定穎投控,-5125712
29,2356,英業達,-5012970
30,2382,廣達,-4991425
