排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,-24381639
2,1303,南亞,-22778115
3,8150,南茂,-20430643
4,2834,臺企銀,-17376335
5,1102,亞泥,-16788166
6,2634,漢翔,-16215017
7,2330,台積電,-12416209
8,6770,力積電,-11710678
9,2313,華通,-11473831
10,2885,元大金,-10693908
11,2449,京元電子,-10616191
12,2332,友訊,-9964532
13,1802,台玻,-8967455
14,2609,陽明,-7509437
15,6282,康舒,-7338504
16,2317,鴻海,-7038187
17,1314,中石化,-6527216
18,9904,寶成,-6283434
19,2301,光寶科,-6270160
20,2382,廣達,-6230793
21,1101,台泥,-5518730
22,1216,統一,-5150364
23,1409,新纖,-4825945
24,1717,長興,-4516448
25,2356,英業達,-4419450
26,6005,群益證,-4419306
27,3037,欣興,-4335957
28,2886,兆豐金,-4302202
29,1605,華新,-4243009
30,2337,旺宏,-4002630
