排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,156969558
2,3481,群創,98088949
3,2324,仁寶,52078977
4,2312,金寶,46559800
5,2303,聯電,43788367
6,1303,南亞,32941181
7,6116,彩晶,31811000
8,2891,中信金,28023474
9,3231,緯創,27614851
10,2353,宏碁,27395229
11,1717,長興,26671865
12,2882,國泰金,25763577
13,1605,華新,25462824
14,2489,瑞軒,25149050
15,2317,鴻海,24043286
16,6282,康舒,18682924
17,3714,富采,18345664
18,1402,遠東新,18254094
19,9105,泰金寶-DR,17714700
20,2610,華航,15748776
21,2027,大成鋼,14884403
22,2356,英業達,13755227
23,3189,景碩,11919116
24,2609,陽明,10962180
25,6257,矽格,8029686
26,2881,富邦金,7991033
27,3035,智原,7839823
28,8112,至上,7382000
29,2377,微星,6864879
30,3037,欣興,6819681
