排名,證券代號,證券名稱,外資買賣超股數
1,3481,群創,59977392
2,2884,玉山金,53198585
3,2867,三商壽,24279000
4,2002,中鋼,22834174
5,2324,仁寶,22238354
6,2891,中信金,21940191
7,2812,台中銀,17703124
8,2412,中華電,17038876
9,2618,長榮航,16608429
10,2886,兆豐金,15667186
11,2105,正新,15438095
12,2834,臺企銀,14738357
13,3045,台灣大,14731552
14,1402,遠東新,13671993
15,1102,亞泥,13589278
16,9904,寶成,13262801
17,1101,台泥,12409763
18,5876,上海商銀,12019824
19,2603,長榮,9613680
20,2356,英業達,8131996
21,5880,合庫金,8093071
22,2882,國泰金,8077522
23,1714,和桐,7786000
24,2332,友訊,7731837
25,2892,第一金,7607939
26,2845,遠東銀,6340477
27,2881,富邦金,6338170
28,2634,漢翔,6041455
29,2610,華航,5908640
30,6505,台塑化,5813702
