排名,證券代號,證券名稱,外資買賣超股數
1,3481,群創,-152253028
2,2409,友達,-60943790
3,2317,鴻海,-30327761
4,9904,寶成,-24806337
5,1301,台塑,-23336273
6,3231,緯創,-22367854
7,2344,華邦電,-18445690
8,1326,台化,-18102782
9,2884,玉山金,-17608559
10,2892,第一金,-16829237
11,2303,聯電,-16701027
12,2324,仁寶,-16040413
13,1605,華新,-15861545
14,1802,台玻,-14391016
15,2330,台積電,-14281155
16,2312,金寶,-12506811
17,1402,遠東新,-11792861
18,2633,台灣高鐵,-11286018
19,6770,力積電,-10378752
20,2882,國泰金,-9845916
21,2845,遠東銀,-9810628
22,1504,東元,-9712320
23,3037,欣興,-9034529
24,2301,光寶科,-8736103
25,1717,長興,-8433939
26,2412,中華電,-8061422
27,2371,大同,-8056285
28,6282,康舒,-8047799
29,6116,彩晶,-7791528
30,1101,台泥,-7605644
