排名,證券代號,證券名稱,外資買賣超股數
1,2634,漢翔,-27578912
2,1718,中纖,-22087651
3,8150,南茂,-15132458
4,1216,統一,-13799365
5,2880,華南金,-10805003
6,6770,力積電,-8589887
7,2409,友達,-8152551
8,2344,華邦電,-7758281
9,2892,第一金,-7109913
10,1314,中石化,-6855450
11,2542,興富發,-6758219
12,2886,兆豐金,-6247595
13,2303,聯電,-6005980
14,2887,台新新光金,-5983582
15,2313,華通,-5133586
16,2801,彰銀,-4741484
17,2481,強茂,-4182852
18,3481,群創,-4005697
19,2327,國巨*,-3628994
20,2330,台積電,-3538579
21,6226,光鼎,-3371734
22,2646,星宇航空,-3331969
23,2890,永豐金,-3056183
24,1101,台泥,-2953783
25,1714,和桐,-2825599
26,2208,台船,-2824067
27,5880,合庫金,-2809968
28,1717,長興,-2713225
29,2912,統一超,-2645369
30,3042,晶技,-2583718
