排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,77685143
2,2344,華邦電,42774232
3,2408,南亞科,32233006
4,2303,聯電,28365568
5,2449,京元電子,21780880
6,8150,南茂,13540649
7,6257,矽格,13229168
8,2337,旺宏,9853099
9,2885,元大金,9335275
10,2412,中華電,7428946
11,3711,日月光投控,7214976
12,2892,第一金,6709988
13,4763,材料*-KY,6423582
14,2330,台積電,6039352
15,2426,鼎元,5263810
16,6239,力成,5113233
17,3605,宏致,4964719
18,3717,聯嘉投控,4855298
19,3714,富采,4644423
20,3576,聯合再生,4541628
21,2492,華新科,4413898
22,6168,宏齊,4171919
23,2464,盟立,4138089
24,3042,晶技,4047573
25,2880,華南金,3931048
26,1314,中石化,3440796
27,8422,可寧衛*,3430104
28,2481,強茂,3262230
29,3037,欣興,3073914
30,3006,晶豪科,2924740
