排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,-34064142
2,2303,聯電,-24057874
3,2609,陽明,-21278798
4,2301,光寶科,-19376392
5,2313,華通,-15079868
6,6239,力成,-14468781
7,2409,友達,-12857790
8,8112,至上,-11988758
9,8150,南茂,-11541609
10,8105,凌巨,-11398792
11,2406,國碩,-10242354
12,9904,寶成,-8800900
13,3231,緯創,-8264618
14,2105,正新,-7404762
15,2449,京元電子,-7140375
16,6443,元晶,-6792266
17,2408,南亞科,-6507054
18,2355,敬鵬,-5972789
19,2886,兆豐金,-5873618
20,3706,神達,-5823815
21,4958,臻鼎-KY,-5804216
22,6176,瑞儀,-5505128
23,2606,裕民,-5355391
24,2481,強茂,-4988210
25,2495,普安,-4748404
26,2603,長榮,-4676324
27,3036,文曄,-4006873
28,2382,廣達,-3702120
29,2834,臺企銀,-3662486
30,9945,潤泰新,-3656496
