排名,證券代號,證券名稱,外資買賣超股數
1,3231,緯創,32435090
2,2002,中鋼,30430942
3,2883,凱基金,16826009
4,2618,長榮航,16212814
5,1402,遠東新,13889300
6,2609,陽明,11649098
7,2887,台新新光金,11564565
8,2834,臺企銀,10819933
9,2634,漢翔,10622609
10,2890,永豐金,9501039
11,3045,台灣大,8958524
12,2615,萬海,8900254
13,2303,聯電,8442607
14,2324,仁寶,7427442
15,8112,至上,7405633
16,4904,遠傳,7382054
17,2884,玉山金,6869198
18,2412,中華電,6764328
19,8039,台虹,6418629
20,4938,和碩,6347205
21,5876,上海商銀,5005537
22,2845,遠東銀,4906315
23,2409,友達,4516359
24,2867,三商壽,4020000
25,2356,英業達,3765735
26,2889,國票金,3668722
27,5880,合庫金,3656925
28,1303,南亞,3280167
29,2603,長榮,2823444
30,2481,強茂,2719226
