排名,證券代號,證券名稱,外資買賣超股數
1,1303,南亞,17802257
2,8150,南茂,14649145
3,3016,嘉晶,8256099
4,3231,緯創,7873084
5,3189,景碩,6834210
6,9105,泰金寶-DR,4314000
7,2492,華新科,3144533
8,3026,禾伸堂,2929696
9,4566,時碩工業,2891414
10,2412,中華電,2862663
11,3702,大聯大,2858239
12,6672,騰輝電子-KY,2855913
13,2030,彰源,2496645
14,2034,允強,2434639
15,2027,大成鋼,2145473
16,2327,國巨*,2132480
17,2014,中鴻,1927000
18,3711,日月光投控,1906308
19,3037,欣興,1807376
20,2351,順德,1755034
21,6168,宏齊,1744169
22,1708,東鹼,1637247
23,2892,第一金,1571309
24,1301,台塑,1468187
25,3045,台灣大,1434392
26,8046,南電,1331474
27,1409,新纖,1326973
28,6533,晶心科,1265827
29,2615,萬海,1240906
30,6285,啟碁,1219953
