排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,74224476
2,2881,富邦金,45956407
3,1303,南亞,45684302
4,3481,群創,31655712
5,2882,國泰金,23092038
6,2303,聯電,21529967
7,2324,仁寶,20055072
8,2317,鴻海,19616089
9,2344,華邦電,14773809
10,2609,陽明,14528646
11,2883,凱基金,12515158
12,2885,元大金,12316811
13,8150,南茂,10507678
14,9105,泰金寶-DR,10252051
15,2834,臺企銀,9403556
16,2027,大成鋼,8995645
17,2330,台積電,8810922
18,2353,宏碁,8428700
19,1717,長興,6832946
20,3576,聯合再生,6690344
21,6005,群益證,6624469
22,1326,台化,6360514
23,3033,威健,6261327
24,1605,華新,6246221
25,2855,統一證,6009000
26,2408,南亞科,5746977
27,4906,正文,5646900
28,3006,晶豪科,5617049
29,6213,聯茂,5101526
30,6285,啟碁,4211577
