排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,156579623
2,6770,力積電,112644189
3,2344,華邦電,47386632
4,3481,群創,44175133
5,2303,聯電,38568009
6,3711,日月光投控,18355617
7,2330,台積電,16135314
8,2408,南亞科,13693266
9,4958,臻鼎-KY,9974569
10,3006,晶豪科,9409456
11,1326,台化,8559103
12,2492,華新科,8312240
13,9105,泰金寶-DR,8152800
14,2337,旺宏,7691316
15,2449,京元電子,6996163
16,2327,國巨*,6448279
17,2886,兆豐金,6344973
18,1802,台玻,5993804
19,2436,偉詮電,5950205
20,2845,遠東銀,5219336
21,1301,台塑,4911152
22,5876,上海商銀,4823815
23,2885,元大金,3640352
24,8021,尖點,3583716
25,2880,華南金,3458094
26,5880,合庫金,3338139
27,8150,南茂,3203633
28,2454,聯發科,2913002
29,6116,彩晶,2529725
30,2897,王道銀行,2295521
