排名,證券代號,證券名稱,外資買賣超股數
1,2408,南亞科,46936671
2,2344,華邦電,35104807
3,2884,玉山金,32521362
4,5880,合庫金,30094869
5,2303,聯電,28997764
6,2887,台新新光金,20774321
7,2883,凱基金,18823839
8,2890,永豐金,13679725
9,1326,台化,12642731
10,2834,臺企銀,12334275
11,1303,南亞,11392303
12,2880,華南金,10929904
13,2812,台中銀,10134685
14,2317,鴻海,9643710
15,1402,遠東新,8115653
16,1802,台玻,7533563
17,6005,群益證,7296173
18,2801,彰銀,6658215
19,2618,長榮航,5898020
20,2867,三商壽,5768000
21,4958,臻鼎-KY,5567014
22,2892,第一金,5557516
23,4904,遠傳,5473190
24,2489,瑞軒,5415910
25,2337,旺宏,5048246
26,6209,今國光,5011577
27,1301,台塑,5010079
28,2889,國票金,4933401
29,6239,力成,4910281
30,2881,富邦金,4720379
