排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,83295842
2,2610,華航,61356527
3,2618,長榮航,25400553
4,1301,台塑,20646302
5,1326,台化,20604701
6,2834,臺企銀,15294058
7,2002,中鋼,14041692
8,8105,凌巨,10154053
9,2006,東和鋼鐵,7741337
10,4938,和碩,7649206
11,2303,聯電,7332865
12,1314,中石化,6079266
13,1319,東陽,5723260
14,9105,泰金寶-DR,5414070
15,2542,興富發,5257336
16,6176,瑞儀,4710985
17,2369,菱生,4288173
18,2441,超豐,4023110
19,6505,台塑化,3879657
20,2449,京元電子,3806129
21,1477,聚陽,3796405
22,2399,映泰,3792431
23,6213,聯茂,3765337
24,1304,台聚,3588356
25,2356,英業達,3461381
26,1714,和桐,3383568
27,2353,宏碁,3344697
28,8046,南電,3229117
29,2401,凌陽,3139671
30,2603,長榮,3138623
