排名,證券代號,證券名稱,外資買賣超股數
1,3481,群創,-61131261
2,6770,力積電,-48520819
3,2887,台新新光金,-29823211
4,2884,玉山金,-25211898
5,2324,仁寶,-20436250
6,2885,元大金,-19453031
7,2891,中信金,-16472475
8,2883,凱基金,-15105393
9,2634,漢翔,-14474452
10,2408,南亞科,-13747190
11,2610,華航,-12355421
12,2890,永豐金,-11297163
13,1301,台塑,-10292784
14,2317,鴻海,-10064384
15,1326,台化,-9988710
16,5880,合庫金,-9964193
17,8070,長華*,-9652787
18,2330,台積電,-7417943
19,2880,華南金,-5691385
20,2481,強茂,-5642997
21,2377,微星,-5244462
22,2344,華邦電,-4640893
23,6505,台塑化,-4262618
24,2834,臺企銀,-4202870
25,2337,旺宏,-4119706
26,2359,所羅門,-3987631
27,4938,和碩,-3756644
28,2409,友達,-3698673
29,2327,國巨*,-3422361
30,2332,友訊,-3359466
