排名,證券代號,證券名稱,外資買賣超股數
1,2834,臺企銀,22685447
2,2481,強茂,16628668
3,2303,聯電,13698740
4,2412,中華電,11848698
5,2892,第一金,11783281
6,2887,台新新光金,8494102
7,2889,國票金,8192020
8,5880,合庫金,7776695
9,6770,力積電,7338220
10,2897,王道銀行,5949053
11,2891,中信金,5212832
12,2881,富邦金,4519729
13,2353,宏碁,4348853
14,2449,京元電子,4106950
15,2886,兆豐金,3940636
16,2327,國巨*,3710640
17,5876,上海商銀,3123390
18,1718,中纖,2633591
19,2880,華南金,2490065
20,1314,中石化,2355097
21,1714,和桐,2296622
22,6226,光鼎,2114120
23,5871,中租-KY,2055108
24,3045,台灣大,1956373
25,2885,元大金,1904398
26,3042,晶技,1872151
27,3034,聯詠,1861407
28,2855,統一證,1854587
29,2845,遠東銀,1702907
30,2312,金寶,1687233
