排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,-106993369
2,2834,臺企銀,-31523328
3,2408,南亞科,-29028546
4,2356,英業達,-26602157
5,1402,遠東新,-18748811
6,2887,台新新光金,-18594138
7,2002,中鋼,-16914824
8,1102,亞泥,-16143597
9,2609,陽明,-14536520
10,2344,華邦電,-13660490
11,3481,群創,-13494028
12,6770,力積電,-11988880
13,1101,台泥,-11780279
14,2353,宏碁,-9317322
15,1409,新纖,-8484144
16,8150,南茂,-8155908
17,2495,普安,-7720271
18,1303,南亞,-6699972
19,1802,台玻,-5740964
20,2399,映泰,-5632899
21,8422,可寧衛*,-5505155
22,2027,大成鋼,-5461416
23,2337,旺宏,-4537624
24,2406,國碩,-4501626
25,2352,佳世達,-4166301
26,8926,台汽電,-4033223
27,6278,台表科,-3852604
28,8046,南電,-3481879
29,1504,東元,-3425751
30,2501,國建,-3382743
