排名,證券代號,證券名稱,外資買賣超股數
1,2303,聯電,-45119850
2,1101,台泥,-24368396
3,2324,仁寶,-17613253
4,2327,國巨*,-16718319
5,1714,和桐,-15776502
6,2330,台積電,-11986983
7,3036,文曄,-9984360
8,2449,京元電子,-9948994
9,2481,強茂,-8710501
10,6505,台塑化,-8426299
11,2317,鴻海,-8419195
12,4958,臻鼎-KY,-7550438
13,2002,中鋼,-7542033
14,2308,台達電,-7029725
15,2883,凱基金,-6524137
16,2882,國泰金,-6385677
17,2489,瑞軒,-6108798
18,8150,南茂,-5440090
19,6257,矽格,-5215407
20,1717,長興,-4843969
21,6919,康霈*,-4539899
22,8112,至上,-3467122
23,3706,神達,-3272020
24,3715,定穎投控,-3251932
25,2634,漢翔,-3197027
26,1709,和益,-3184154
27,4906,正文,-3076068
28,6669,緯穎,-3014199
29,1312,國喬,-2971350
30,2609,陽明,-2914480
