排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,85499281
2,1802,台玻,53989045
3,2882,國泰金,49061944
4,2303,聯電,35205538
5,1314,中石化,22423649
6,2883,凱基金,21210129
7,2634,漢翔,18919407
8,2353,宏碁,15836459
9,2449,京元電子,15739155
10,3481,群創,14820618
11,2324,仁寶,12351027
12,2406,國碩,8345647
13,1710,東聯,8230305
14,1301,台塑,7914255
15,8150,南茂,7554896
16,2301,光寶科,6668574
17,2312,金寶,6494288
18,8033,雷虎,6037590
19,3711,日月光投控,5971523
20,6239,力成,4883262
21,6271,同欣電,4713601
22,4958,臻鼎-KY,4265153
23,2323,中環,4225910
24,3413,京鼎,4200498
25,1303,南亞,4065227
26,6282,康舒,3837360
27,2812,台中銀,3675249
28,3037,欣興,3620829
29,2515,中工,3484063
30,3005,神基,3299500
