排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,38628520
2,3481,群創,37748203
3,2317,鴻海,21743362
4,2002,中鋼,16223402
5,2027,大成鋼,14914131
6,1402,遠東新,14490477
7,2303,聯電,14462884
8,1101,台泥,14353331
9,2337,旺宏,13592952
10,1216,統一,9684719
11,2408,南亞科,9183766
12,3006,晶豪科,7835095
13,3706,神達,7494432
14,2006,東和鋼鐵,5811392
15,2867,三商壽,5655000
16,2313,華通,5562581
17,2421,建準,5465328
18,9904,寶成,5286944
19,2362,藍天,4358015
20,2377,微星,4224482
21,8112,至上,3952644
22,2451,創見,3467551
23,9939,宏全,3241161
24,2455,全新,3230475
25,8271,宇瞻,2922331
26,1303,南亞,2719153
27,3450,聯鈞,2657250
28,6239,力成,2608229
29,3033,威健,2427400
30,1313,聯成,2364790
