排名,證券代號,證券名稱,外資買賣超股數
1,2409,友達,52472596
2,6770,力積電,42640791
3,3481,群創,20867981
4,2344,華邦電,18474026
5,2609,陽明,13282855
6,2834,臺企銀,11140556
7,2889,國票金,9670315
8,2481,強茂,9276631
9,2887,台新新光金,7598667
10,2303,聯電,6968509
11,2884,玉山金,6518233
12,2408,南亞科,6507978
13,2489,瑞軒,6108900
14,2353,宏碁,5967010
15,2412,中華電,5858787
16,6116,彩晶,5426269
17,2305,全友,4869912
18,1709,和益,4542390
19,2337,旺宏,4067604
20,1314,中石化,3962934
21,3714,富采,3812929
22,1312,國喬,3302996
23,2637,慧洋-KY,3167013
24,2615,萬海,3038414
25,3711,日月光投控,2606164
26,8150,南茂,2600224
27,6168,宏齊,2518692
28,2426,鼎元,2442990
29,2880,華南金,2310385
30,3045,台灣大,2247997
