排名,證券代號,證券名稱,外資買賣超股數
1,6770,力積電,-158205128
2,2409,友達,-110354526
3,2880,華南金,-27362721
4,1605,華新,-26095103
5,2618,長榮航,-24438582
6,1504,東元,-19515804
7,2355,敬鵬,-14830000
8,2481,強茂,-14261566
9,2313,華通,-13708813
10,8150,南茂,-12338372
11,2356,英業達,-10745062
12,8039,台虹,-9266515
13,1301,台塑,-8080808
14,2002,中鋼,-7595418
15,2344,華邦電,-6767657
16,2317,鴻海,-6575097
17,5876,上海商銀,-6507279
18,2312,金寶,-6375791
19,2633,台灣高鐵,-6145000
20,2352,佳世達,-5151167
21,2489,瑞軒,-4771987
22,2367,燿華,-4747679
23,2376,技嘉,-4462178
24,2891,中信金,-4346422
25,2369,菱生,-4202352
26,6116,彩晶,-3854960
27,6257,矽格,-3371094
28,2330,台積電,-3311663
29,2485,兆赫,-3281171
30,2338,光罩,-3219650
