排名,證券代號,證券名稱,外資買賣超股數
1,2891,中信金,13796579
2,2412,中華電,11835598
3,6226,光鼎,4727975
4,2880,華南金,3528163
5,2609,陽明,2547014
6,3045,台灣大,2396812
7,2354,鴻準,2185499
8,3042,晶技,1992635
9,2308,台達電,1846904
10,2049,上銀,1641970
11,9945,潤泰新,1607431
12,2492,華新科,1482191
13,2820,華票,1383073
14,9904,寶成,1381146
15,9933,中鼎,1371249
16,4904,遠傳,1246799
17,5876,上海商銀,1222179
18,2441,超豐,1199272
19,2371,大同,1101219
20,6214,精誠,1020537
21,6108,競國,980141
22,2615,萬海,920976
23,3702,大聯大,906969
24,2395,研華,881674
25,6139,亞翔,814584
26,3229,晟鈦,769205
27,6213,聯茂,733544
28,2351,順德,730753
29,1102,亞泥,710351
30,2472,立隆電,703312
