排名,證券代號,證券名稱,外資買賣超股數
1,2303,聯電,-35485588
2,2317,鴻海,-33608017
3,2409,友達,-32703722
4,2382,廣達,-27311038
5,2332,友訊,-11160864
6,2337,旺宏,-10175291
7,1314,中石化,-9009928
8,2324,仁寶,-8647108
9,1303,南亞,-8245339
10,1326,台化,-8106611
11,6239,力成,-6582485
12,1301,台塑,-6415835
13,2027,大成鋼,-5172499
14,4958,臻鼎-KY,-5153037
15,6505,台塑化,-5136876
16,1310,台苯,-4679020
17,2353,宏碁,-4603154
18,2330,台積電,-3957455
19,2356,英業達,-3455222
20,3711,日月光投控,-3065746
21,1718,中纖,-3003292
22,3481,群創,-2891806
23,6770,力積電,-2867994
24,2449,京元電子,-2857390
25,1710,東聯,-2804176
26,2454,聯發科,-2585805
27,1605,華新,-2513468
28,1409,新纖,-2423362
29,6153,嘉聯益,-2331812
30,3576,聯合再生,-2310757
