證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
3481,群創,52057799,17462394,34595405,0,0,0,153000,41000,112000,-1677272,366164,2702655,-2336491,1935603,1276384,659219,33030133
2892,第一金,31551423,12137000,19414423,0,0,0,548254,130000,418254,1700650,300000,13371,286629,1472021,58000,1414021,21533327
2890,永豐金,34350053,20742000,13608053,0,0,0,1020634,143000,877634,1847706,408000,36000,372000,1484706,9000,1475706,16333393
2344,華邦電,92612807,86013612,6599195,0,0,0,4009221,113585,3895636,1783664,2170000,1303001,866999,2293592,1376927,916665,12278495
2801,彰銀,22976195,11579551,11396644,0,0,0,263000,29000,234000,297000,277000,26000,251000,54000,8000,46000,11927644
3045,台灣大,13818664,2269168,11549496,0,0,0,329304,100000,229304,-10628,85000,160000,-75000,169372,105000,64372,11768172
2313,華通,35533500,24886951,10646549,0,0,0,90000,0,90000,353058,96000,81000,15000,1011688,673630,338058,11089607
6116,彩晶,8516247,887050,7629197,0,0,0,0,0,0,510000,397000,1000,396000,990000,876000,114000,8139197
2887,台新新光金,35409969,38144248,-2734279,0,0,0,7028776,238000,6790776,4022331,515000,23552,491448,3650882,119999,3530883,8078828
1216,統一,12489019,5822353,6666666,0,0,0,351023,56000,295023,734307,153000,0,153000,597175,15868,581307,7695996
2542,興富發,13053543,15062516,-2008973,0,0,0,9551000,0,9551000,49382,192000,14695,177305,149100,277023,-127923,7591409
2356,英業達,23463187,16380472,7082715,0,0,0,133000,16000,117000,108770,108084,133813,-25729,690760,556261,134499,7308485
8150,南茂,23370787,17432295,5938492,0,0,0,2262847,0,2262847,-998577,318555,737598,-419043,524318,1103852,-579534,7202762
2412,中華電,13546443,7693218,5853225,0,0,0,467793,193000,274793,710130,254000,0,254000,501130,45000,456130,6838148
2881,富邦金,16894168,31292620,-14398452,0,0,0,19662733,433500,19229233,1494275,322000,42000,280000,1397698,183423,1214275,6325056
2884,玉山金,29633895,26774639,2859256,0,0,0,1876188,129000,1747188,1709783,290000,296219,-6219,1802718,86716,1716002,6316227
2355,敬鵬,10167044,4565542,5601502,0,0,0,0,0,0,69945,143000,253000,-110000,496322,316377,179945,5671447
5871,中租-KY,7902544,10099374,-2196830,0,0,0,7659000,15000,7644000,-89675,40080,71297,-31217,41464,99922,-58458,5357495
2382,廣達,10491377,23364626,-12873249,0,0,0,18603548,557000,18046548,181023,419399,591496,-172097,401470,48350,353120,5354322
3042,晶技,15319069,10389290,4929779,0,0,0,393000,2000,391000,-395564,327171,726618,-399447,404789,400906,3883,4925215
2406,國碩,21087741,16631938,4455803,0,0,0,0,0,0,8509,12000,18000,-6000,127509,113000,14509,4464312
3550,聯穎,8861000,5276650,3584350,0,0,0,0,0,0,-16616,18000,34616,-16616,0,0,0,3567734
2337,旺宏,9807621,2588139,7219482,0,0,0,56000,2530000,-2474000,-1408061,91500,1410000,-1318500,62000,151561,-89561,3337421
9105,泰金寶-DR,26221119,22803000,3418119,0,0,0,0,0,0,-156195,4114,3896,218,34303,190716,-156413,3261924
2880,華南金,14612953,19142289,-4529336,0,0,0,6080933,149000,5931933,1718148,283000,6000,277000,1558708,117560,1441148,3120745
2897,王道銀行,3882609,952000,2930609,0,0,0,0,0,0,66000,66000,0,66000,0,0,0,2996609
3576,聯合再生,8754820,5818000,2936820,0,0,0,0,0,0,3075,37000,34000,3000,32000,31925,75,2939895
2883,凱基金,36444508,117864505,-81419997,0,0,0,82092276,365000,81727276,2562219,726000,47644,678356,2207564,323701,1883863,2869498
4938,和碩,6956835,15236597,-8279762,0,0,0,11574000,74000,11500000,-353180,183380,207296,-23916,121157,450421,-329264,2867058
2312,金寶,15469409,12362633,3106776,0,0,0,12000,0,12000,-282462,48000,58000,-10000,282710,555172,-272462,2836314
4958,臻鼎-KY,17645388,15897046,1748342,0,0,0,2119000,644000,1475000,-428079,159049,751035,-591986,1154079,990172,163907,2795263
2501,國建,10250999,7600451,2650548,0,0,0,0,0,0,20676,85189,64513,20676,0,0,0,2671224
1711,永光,5437980,2919000,2518980,0,0,0,0,0,0,-77387,13000,59000,-46000,25729,57116,-31387,2441593
2489,瑞軒,7626345,5273600,2352745,0,0,0,22000,0,22000,9125,221000,213192,7808,62939,61622,1317,2383870
3702,大聯大,13270287,5299464,7970823,0,0,0,16000,5560000,-5544000,-69037,404000,528000,-124000,131947,76984,54963,2357786
6155,鈞寶,9386885,7043050,2343835,0,0,0,0,0,0,11804,0,2000,-2000,22314,8510,13804,2355639
2637,慧洋-KY,6273632,1617200,4656432,0,0,0,32000,2501000,-2469000,45054,49001,5000,44001,3053,2000,1053,2232486
4989,榮科,3779213,1638010,2141203,0,0,0,0,0,0,109,2000,2000,0,52214,52105,109,2141312
2867,三商壽,5646900,4865000,781900,0,0,0,0,0,0,1316000,1346000,30000,1316000,0,0,0,2097900
9910,豐泰,3203148,5722883,-2519735,0,0,0,5930000,4000,5926000,-1355353,71286,1435639,-1364353,64000,55000,9000,2050912
3714,富采,5412824,3280776,2132048,0,0,0,0,0,0,-117289,187000,303540,-116540,30882,31631,-749,2014759
2618,長榮航,22880392,17192909,5687483,0,0,0,316000,4527000,-4211000,495459,526000,0,526000,452948,483489,-30541,1971942
5388,中磊,2810205,953264,1856941,0,0,0,0,0,0,46706,29326,32489,-3163,75630,25761,49869,1903647
1319,東陽,2242247,3057907,-815660,0,0,0,2930000,281000,2649000,39162,75024,6547,68477,27000,56315,-29315,1872502
4967,十銓,3909935,2199420,1710515,0,0,0,0,0,0,25362,17100,45660,-28560,109685,55763,53922,1735877
4904,遠傳,7496023,5946583,1549440,0,0,0,169368,100000,69368,108542,72000,32000,40000,154542,86000,68542,1727350
9933,中鼎,5747882,4063580,1684302,0,0,0,78000,0,78000,-53285,52001,105286,-53285,0,0,0,1709017
2426,鼎元,6010900,4326300,1684600,0,0,0,8000,0,8000,8714,12000,4000,8000,44115,43401,714,1701314
3048,益登,11738647,10186320,1552327,0,0,0,0,0,0,137063,44050,14157,29893,138290,31120,107170,1689390
2413,環科,6894000,5183000,1711000,0,0,0,0,0,0,-40000,2000,42000,-40000,0,0,0,1671000
2915,潤泰全,2786267,1192785,1593482,0,0,0,0,0,0,46000,42000,0,42000,8000,4000,4000,1639482
2603,長榮,7729663,9828906,-2099243,0,0,0,3300226,1083000,2217226,1462082,1201000,27000,1174000,323165,35083,288082,1580065
1727,中華化,2784107,1215020,1569087,0,0,0,0,0,0,4691,10000,5000,5000,67521,67830,-309,1573778
2405,輔信,2707478,1181000,1526478,0,0,0,0,0,0,2000,5000,3000,2000,0,0,0,1528478
3049,精金,2909000,1354450,1554550,0,0,0,0,0,0,-53507,3000,1000,2000,0,55507,-55507,1501043
3312,弘憶股,3025174,1515315,1509859,0,0,0,0,0,0,-17227,24000,11227,12773,5000,35000,-30000,1492632
2027,大成鋼,15413909,5090010,10323899,0,0,0,85000,8979000,-8894000,28720,131892,88000,43892,158414,173586,-15172,1458619
1717,長興,5309417,3548899,1760518,0,0,0,616,4000,-3384,-312665,37000,124000,-87000,153082,378747,-225665,1444469
6451,訊芯-KY,2989171,1542002,1447169,0,0,0,2000,0,2000,-10766,29337,46446,-17109,55907,49564,6343,1438403
6005,群益證,13887860,8269094,5618766,0,0,0,0,4214000,-4214000,0,0,0,0,0,0,0,1404766
1597,直得,2709547,976000,1733547,0,0,0,0,0,0,-332338,4000,330347,-326347,25007,30998,-5991,1401209
9921,巨大,2751757,1396631,1355126,0,0,0,0,2000,-2000,1564,15058,4892,10166,18516,27118,-8602,1354690
2464,盟立,4634096,3164737,1469359,0,0,0,4000,0,4000,-141202,81000,174203,-93203,37130,85129,-47999,1332157
4526,東台,2743160,1460374,1282786,0,0,0,0,0,0,10346,9000,9000,0,15242,4896,10346,1293132
2377,微星,5698134,4471675,1226459,0,0,0,54000,38000,16000,46042,46000,63368,-17368,92327,28917,63410,1288501
6890,來億-KY,95151,299000,-203849,0,0,0,1450000,0,1450000,14000,10000,5000,5000,10000,1000,9000,1260151
8454,富邦媒,90268,297962,-207694,0,0,0,1470000,0,1470000,-43000,6000,68000,-62000,19000,0,19000,1219306
6789,采鈺,2022735,810993,1211742,0,0,0,3000,0,3000,-5739,7000,0,7000,48026,60765,-12739,1209003
5534,長虹,2707963,1455000,1252963,0,0,0,0,0,0,-46154,39544,41001,-1457,0,44697,-44697,1206809
3149,正達,1400920,227000,1173920,0,0,0,0,0,0,725,11054,10329,725,0,0,0,1174645
5876,上海商銀,7143125,6429141,713984,0,0,0,192000,21000,171000,284011,111000,0,111000,198011,25000,173011,1168995
2049,上銀,2810658,1592988,1217670,0,0,0,1000,2000,-1000,-56938,10034,66177,-56143,59872,60667,-795,1159732
1314,中石化,6879864,5704000,1175864,0,0,0,0,0,0,-57970,93000,150970,-57970,0,0,0,1117894
2351,順德,2220430,1412000,808430,0,0,0,289000,0,289000,17626,41000,5000,36000,17669,36043,-18374,1115056
3036,文曄,17864192,9006890,8857302,0,0,0,28000,7878003,-7850003,60532,228000,467199,-239199,450168,150437,299731,1067831
