證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Unnamed: 19
2409,友達,99962700,82150095,17812605,0,0,0,66000,236,65764,2861238,1194000,68000,1126000,3490931,1755693,1735238,20739607,
00713,元大台灣高息低波,5477070,129200,5347870,0,0,0,0,0,0,13720447,0,0,0,14933447,1213000,13720447,19068317,
00878,國泰永續高股息,18778670,7594063,11184607,0,0,0,0,0,0,7611678,613000,20000,593000,16260410,9241732,7018678,18796285,
00680L,元大美債20正2,4009000,0,4009000,0,0,0,0,0,0,14614900,0,0,0,17085900,2471000,14614900,18623900,
2027,大成鋼,21275940,3235700,18040240,0,0,0,251000,0,251000,-551134,257242,738000,-480758,504763,575139,-70376,17740106,
2891,中信金,57963435,35767897,22195538,0,0,0,2470000,7997929,-5527929,637852,1553998,989000,564998,787332,714478,72854,17305461,
2301,光寶科,31553980,14530199,17023781,0,0,0,0,781533,-781533,866082,65000,68000,-3000,1033814,164732,869082,17108330,
00915,凱基優選高股息30,8691000,89000,8602000,0,0,0,0,0,0,7655009,0,0,0,10003030,2348021,7655009,16257009,
2356,英業達,24434910,9086706,15348204,0,0,0,31000,96060,-65060,-127841,97810,107000,-9190,396291,514942,-118651,15155303,
6285,啟碁,21556494,9933753,11622741,0,0,0,2359000,0,2359000,549737,440905,27000,413905,551135,415303,135832,14531478,
00900,富邦特選高股息30,13715000,2200000,11515000,0,0,0,0,0,0,1763352,0,0,0,3971352,2208000,1763352,13278352,
2618,長榮航,19491974,10409720,9082254,0,0,0,2089000,712290,1376710,2284336,1598000,44000,1554000,789336,59000,730336,12743300,
2884,玉山金,30337822,13744533,16593289,0,0,0,506000,4705445,-4199445,-208096,36724,522000,-485276,579180,302000,277180,12185748,
00939,統一台灣高息動能,9850000,972000,8878000,0,0,0,0,0,0,3103329,0,0,0,6282386,3179057,3103329,11981329,
00665L,富邦恒生國企正2,3108000,586000,2522000,0,0,0,0,0,0,8373008,672000,0,672000,11124035,3423027,7701008,10895008,
00673R,期元大S&P原油反1,825000,2746000,-1921000,0,0,0,0,0,0,12801019,352000,0,352000,16964199,4515180,12449019,10880019,
1101,台泥,22953244,11975056,10978188,0,0,0,0,32000,-32000,-121403,4000,190000,-186000,541597,477000,64597,10824785,
2881,富邦金,22846108,10610145,12235963,0,0,0,1698362,3544803,-1846441,-25767,184401,319000,-134599,379308,270476,108832,10363755,
2867,三商壽,12301000,3295000,9006000,0,0,0,0,0,0,1327000,1432000,105000,1327000,0,0,0,10333000,
2327,國巨*,19441339,12758507,6682832,0,0,0,2183000,2573,2180427,1229060,774000,326000,448000,896161,115101,781060,10092319,
2324,仁寶,30557420,21175341,9382079,0,0,0,66000,377031,-311031,549449,395000,41147,353853,335000,139404,195596,9620497,
00993A,主動安聯台灣,7061000,1386000,5675000,0,0,0,0,0,0,2438751,0,0,0,5665559,3226808,2438751,8113751,
00753L,中信中國50正2,1508000,1058000,450000,0,0,0,0,0,0,7203138,0,0,0,8616914,1413776,7203138,7653138,
2880,華南金,21713935,14102473,7611462,0,0,0,1005000,1088000,-83000,48301,28000,103000,-75000,264301,141000,123301,7576763,
2610,華航,24737239,17450315,7286924,0,0,0,2000,493427,-491427,753982,166000,77000,89000,675848,10866,664982,7549479,
00885,富邦越南,5140000,438150,4701850,0,0,0,0,0,0,2846991,5000,0,5000,3153991,312000,2841991,7548841,
2492,華新科,12032896,5618518,6414378,0,0,0,0,0,0,678648,487000,107000,380000,660523,361875,298648,7093026,
00688L,國泰20年美債正2,819000,0,819000,0,0,0,0,0,0,6042035,0,0,0,6223035,181000,6042035,6861035,
1504,東元,13576250,7818239,5758011,0,0,0,1000,4584,-3584,1055561,301000,88000,213000,966166,123605,842561,6809988,
2406,國碩,9420161,2614001,6806160,0,0,0,0,0,0,-16921,12000,29000,-17000,7217,7138,79,6789239,
3576,聯合再生,8630020,2086000,6544020,0,0,0,0,0,0,122045,23000,18000,5000,117045,0,117045,6666065,
00664R,國泰臺灣加權反1,0,0,0,0,0,0,0,0,0,6616069,70000,0,70000,10977000,4430931,6546069,6616069,
00936,台新永續高息中小,231000,67000,164000,0,0,0,0,0,0,6395632,0,0,0,7716666,1321034,6395632,6559632,
00932,兆豐永續高息等權,2404000,18000,2386000,0,0,0,0,0,0,3669231,0,0,0,4470231,801000,3669231,6055231,
009813,貝萊德標普卓越50,1728000,65000,1663000,0,0,0,0,0,0,4329000,0,0,0,4339000,10000,4329000,5992000,
4906,正文,6923000,1114000,5809000,0,0,0,0,5000,-5000,109355,64000,46000,18000,112355,21000,91355,5913355,
2890,永豐金,21359031,16655607,4703424,0,0,0,933000,213584,719416,303241,102000,115047,-13047,389153,72865,316288,5726081,
2355,敬鵬,7846300,2989301,4856999,0,0,0,0,4000,-4000,830689,104000,80000,24000,943454,136765,806689,5683688,
1802,台玻,43815812,38968010,4847802,0,0,0,0,0,0,818969,1760000,993597,766403,512415,459849,52566,5666771,
2330,台積電,28367463,24482421,3885042,0,0,0,1449418,16185,1433233,148152,180000,364000,-184000,861508,529356,332152,5466427,
009820,元大納斯達克精選,1489000,117000,1372000,0,0,0,0,0,0,3726757,4395000,0,4395000,3624000,4292243,-668243,5098757,
2338,光罩,6049016,1122050,4926966,0,0,0,0,0,0,169570,155000,6000,149000,26321,5751,20570,5096536,
2886,兆豐金,15345678,11021999,4323679,0,0,0,405000,63546,341454,278487,53547,110000,-56453,381940,47000,334940,4943620,
2369,菱生,7868350,3908100,3960250,0,0,0,0,0,0,781768,9000,4000,5000,874633,97865,776768,4742018,
3090,日電貿,6018000,1617000,4401000,0,0,0,0,0,0,319561,28000,2090,25910,384403,90752,293651,4720561,
00983A,主動中信ARK創新,3069000,79000,2990000,0,0,0,0,0,0,1712199,0,75000,-75000,2202376,415177,1787199,4702199,
2371,大同,9120116,4640298,4479818,0,0,0,50840,0,50840,63199,60000,18000,42000,119199,98000,21199,4593857,
4958,臻鼎-KY,18659225,14978518,3680707,0,0,0,506003,10435,495568,361197,156000,120000,36000,751360,426163,325197,4537472,
6005,群益證,18639000,6487737,12151263,0,0,0,2000,7646243,-7644243,0,0,0,0,0,0,0,4507020,
1314,中石化,7216600,2848000,4368600,0,0,0,0,0,0,-29147,2000,31147,-29147,0,0,0,4339453,
00650L,復華香港正2,1257000,73000,1184000,0,0,0,0,0,0,3040372,0,0,0,3753415,713043,3040372,4224372,
1304,台聚,5914000,1851250,4062750,0,0,0,0,0,0,131357,5000,16403,-11403,149000,6240,142760,4194107,
00671R,富邦NASDAQ反1,0,0,0,0,0,0,0,0,0,4035201,0,0,0,5880000,1844799,4035201,4035201,
00965,元大航太防衛科技,142000,2411900,-2269900,0,0,0,0,500000,-500000,6744336,0,1000000,-1000000,8392336,648000,7744336,3974436,
00909,國泰數位支付服務,1963500,26000,1937500,0,0,0,0,0,0,1943968,25000,0,25000,1991968,73000,1918968,3881468,
00712,復華富時不動產,2136200,78000,2058200,0,0,0,0,0,0,1817199,0,0,0,2007999,190800,1817199,3875399,
2481,強茂,8644182,4982014,3662168,0,0,0,0,45368,-45368,212004,134000,104000,30000,320356,138352,182004,3828804,
2014,中鴻,4684000,781001,3902999,0,0,0,0,0,0,-160000,22000,212000,-190000,32000,2000,30000,3742999,
00995A,主動中信台灣卓越,4807000,575000,4232000,0,0,0,0,0,0,-503941,0,0,0,2671258,3175199,-503941,3728059,
3450,聯鈞,8324138,5253903,3070235,0,0,0,22000,0,22000,382040,259737,106736,153001,386072,157033,229039,3474275,
6282,康舒,9242022,6559875,2682147,0,0,0,0,0,0,769941,250000,156000,94000,796413,120472,675941,3452088,
1608,華榮,4443023,1021000,3422023,0,0,0,0,50885,-50885,37805,20000,8571,11429,35756,9380,26376,3408943,
5880,合庫金,12999081,10368097,2630984,0,0,0,209000,7244,201756,456554,0,115000,-115000,571554,0,571554,3289294,
00922,國泰台灣領袖50,5886341,681000,5205341,0,0,0,0,0,0,-1962109,0,0,0,4934126,6896235,-1962109,3243232,
00996A,主動兆豐台灣豐收,4348000,337000,4011000,0,0,0,0,0,0,-806450,0,0,0,2383168,3189618,-806450,3204550,
2308,台達電,9267789,6916514,2351275,0,0,0,1022886,41405,981481,-140832,78998,291396,-212398,373302,301736,71566,3191924,
009817,國泰日本不動產,2936000,16000,2920000,0,0,0,0,0,0,233000,0,0,0,1270000,1037000,233000,3153000,
2312,金寶,11052000,8500000,2552000,0,0,0,0,0,0,459338,375546,185000,190546,311742,42950,268792,3011338,
2606,裕民,4446000,1353000,3093000,0,0,0,1000,396000,-395000,201397,188000,12000,176000,46399,21002,25397,2899397,
2002,中鋼,22859800,20222000,2637800,0,0,0,8000,0,8000,218636,115000,120000,-5000,287586,63950,223636,2864436,
2313,華通,22239653,18305596,3934057,0,0,0,101000,1049000,-948000,-152819,569000,678434,-109434,571583,614968,-43385,2833238,
2501,國建,3416000,553000,2863000,0,0,0,0,0,0,-34000,31000,65000,-34000,0,0,0,2829000,
2323,中環,3335000,990000,2345000,0,0,0,0,0,0,466298,9000,22000,-13000,479298,0,479298,2811298,
5388,中磊,4742000,2180150,2561850,0,0,0,0,0,0,236425,175661,28941,146720,117245,27540,89705,2798275,
3711,日月光投控,11874339,13086711,-1212372,0,0,0,4233086,503848,3729238,220479,42938,138568,-95630,634397,318288,316109,2737345,
8422,可寧衛*,6860200,3905179,2955021,0,0,0,1000,145000,-144000,-138474,0,19000,-19000,24234,143708,-119474,2672547,
2615,萬海,4223758,1493761,2729997,0,0,0,1000,88440,-87440,-14506,12000,22000,-10000,19200,23706,-4506,2628051,
00882,中信中國高股息,2080000,116000,1964000,0,0,0,0,0,0,445185,0,0,0,4705677,4260492,445185,2409185,
2646,星宇航空,2929000,561213,2367787,0,0,0,1000,0,1000,-8171,0,23171,-23171,15000,0,15000,2360616,
00907,永豐優息存股,1230000,20000,1210000,0,0,0,0,0,0,1127246,0,0,0,1442246,315000,1127246,2337246,
6209,今國光,5256110,3244000,2012110,0,0,0,0,0,0,176564,6796,111977,-105181,390538,108793,281745,2188674,
2376,技嘉,10121624,8936010,1185614,0,0,0,1241000,953079,287921,640462,597480,113122,484358,504616,348512,156104,2113997,
00930,永豐ESG低碳高息,2606000,109000,2497000,0,0,0,0,0,0,-495733,0,0,0,856267,1352000,-495733,2001267,
6962,奕力-KY,3256000,1330924,1925076,0,0,0,0,0,0,60383,8030,6000,2030,64334,5981,58353,1985459,
6443,元晶,1563000,55000,1508000,0,0,0,0,0,0,320494,109996,3502,106494,214000,0,214000,1828494,
2401,凌陽,3147000,1313001,1833999,0,0,0,0,0,0,-5702,6000,4197,1803,2185,9690,-7505,1828297,
009811,統一美國50,40000,27000,13000,0,0,0,0,0,0,1792000,0,0,0,1806000,14000,1792000,1805000,
00941,中信上游半導體,754000,95200,658800,0,0,0,0,0,0,1117346,0,0,0,1710346,593000,1117346,1776146,
2609,陽明,6787642,5320237,1467405,0,0,0,44200,12966,31234,223232,117000,32762,84238,141994,3000,138994,1721871,
00693U,期街口S&P黃豆,0,15000,-15000,0,0,0,0,0,0,1734013,0,0,0,1954397,220384,1734013,1719013,
2392,正崴,2320472,729217,1591255,0,0,0,0,0,0,120111,85000,11000,74000,60064,13953,46111,1711366,
2367,燿華,9073135,7569617,1503518,0,0,0,0,0,0,206203,230000,41000,189000,140344,123141,17203,1709721,
00757,統一FANG+,105,750,-645,0,0,0,0,0,0,1619121,1000,0,1000,1635121,17000,1618121,1618476,
2332,友訊,2185000,591000,1594000,0,0,0,0,0,0,24337,29000,4663,24337,0,0,0,1618337,
2201,裕隆,2049766,556040,1493726,0,0,0,3000,0,3000,94628,99000,10000,89000,11628,6000,5628,1591354,
2395,研華,5321015,3864393,1456622,0,0,0,72555,7000,65555,57463,43000,59000,-16000,156574,83111,73463,1579640,
1309,台達化,2918120,1382000,1536120,0,0,0,0,0,0,30341,30000,11000,19000,19000,7659,11341,1566461,
2603,長榮,3784532,2312613,1471919,0,0,0,199837,398562,-198725,290144,365000,48000,317000,146148,173004,-26856,1563338,
1305,華夏,2465029,936000,1529029,0,0,0,0,0,0,17397,35000,59603,-24603,49000,7000,42000,1546426,
3376,新日興,3177107,1903035,1274072,0,0,0,0,56400,-56400,322515,84546,35539,49007,343378,69870,273508,1540187,
9933,中鼎,2302526,746000,1556526,0,0,0,1000,0,1000,-26081,0,26081,-26081,0,0,0,1531445,
2485,兆赫,9917000,8531000,1386000,0,0,0,0,3000,-3000,72736,304000,243000,61000,76897,65161,11736,1455736,
3714,富采,7868806,6361055,1507751,0,0,0,0,0,0,-68062,141000,209000,-68000,97000,97062,-62,1439689,
3231,緯創,18044074,17225114,818960,0,0,0,240000,9283,230717,352768,372000,72290,299710,368752,315694,53058,1402445,
3026,禾伸堂,1737068,957002,780066,0,0,0,677000,1000,676000,-73802,183000,119000,64000,21050,158852,-137802,1382264,
2913,農林,1771000,385001,1385999,0,0,0,0,0,0,-8002,3000,11002,-8002,0,0,0,1377997,
3006,晶豪科,16920972,15422883,1498089,0,0,0,20000,3000,17000,-146776,192000,60450,131550,256220,534546,-278326,1368313,
6120,達運,1640116,331045,1309071,0,0,0,0,0,0,42342,1000,14000,-13000,68517,13175,55342,1351413,
2105,正新,5959767,4698000,1261767,0,0,0,38000,83996,-45996,130549,57000,30535,26465,165070,60986,104084,1346320,
2637,慧洋-KY,2846000,1154426,1691574,0,0,0,800,319794,-318994,-55954,15796,6308,9488,25720,91162,-65442,1316626,
00987A,主動台新優勢成長,421000,465000,-44000,0,0,0,0,0,0,1353229,0,0,0,2396880,1043651,1353229,1309229,
00401A,主動摩根台灣鑫收,2883500,201000,2682500,0,0,0,0,0,0,-1378843,30000,0,30000,4982720,6391563,-1408843,1303657,
1312,國喬,2283000,1395000,888000,0,0,0,0,0,0,406401,38000,25000,13000,441186,47785,393401,1294401,
2208,台船,1669795,351000,1318795,0,0,0,0,15000,-15000,-10000,0,10000,-10000,0,0,0,1293795,
3189,景碩,7582465,5991313,1591152,0,0,0,189084,555000,-365916,47901,133000,96000,37000,288892,277991,10901,1273137,
6153,嘉聯益,2956209,1698000,1258209,0,0,0,0,0,0,-2937,16000,18937,-2937,0,0,0,1255272,
4977,眾達-KY,2204636,1369880,834756,0,0,0,0,1000,-1000,417747,0,290,-290,454469,36432,418037,1251503,
3704,合勤控,1699011,467853,1231158,0,0,0,0,0,0,10771,13001,2230,10771,0,0,0,1241929,
1711,永光,1304100,164001,1140099,0,0,0,0,0,0,91000,12000,5000,7000,84000,0,84000,1231099,
5243,乙盛-KY,1921126,715000,1206126,0,0,0,0,0,0,7022,0,151000,-151000,195747,37725,158022,1213148,
8046,南電,5032304,3902555,1129749,0,0,0,95000,50000,45000,32240,111000,60400,50600,99932,118292,-18360,1206989,
3037,欣興,10682488,10185293,497195,0,0,0,476000,30000,446000,254366,219000,109364,109636,465250,320520,144730,1197561,
1313,聯成,1886000,791000,1095000,0,0,0,0,0,0,100986,8000,30014,-22014,123000,0,123000,1195986,
6166,凌華,2193800,857000,1336800,0,0,0,0,0,0,-170024,82658,260087,-177429,10533,3128,7405,1166776,
1609,大亞,2620256,1533000,1087256,0,0,0,0,1000,-1000,78002,50000,7000,43000,36774,1772,35002,1164258,
00881,國泰台灣科技龍頭,4356040,2708000,1648040,0,0,0,0,0,0,-516446,0,0,0,1696509,2212955,-516446,1131594,
1229,聯華,1511640,433000,1078640,0,0,0,38000,0,38000,-17000,0,17000,-17000,1000,1000,0,1099640,
00949,復華日本龍頭,30000,255000,-225000,0,0,0,0,0,0,1320999,0,0,0,1583999,263000,1320999,1095999,
1308,亞聚,1944062,875000,1069062,0,0,0,0,0,0,19549,16000,29000,-13000,41000,8451,32549,1088611,
8926,台汽電,1399000,289000,1110000,0,0,0,0,42504,-42504,19295,30629,11334,19295,0,0,0,1086791,
2049,上銀,3532347,1799114,1733233,0,0,0,7000,681276,-674276,22005,17000,3000,14000,90371,82366,8005,1080962,
3044,健鼎,2867616,2034269,833347,0,0,0,179003,7008,171995,26396,9684,22866,-13182,50001,10423,39578,1031738,
2351,順德,3515000,2572100,942900,0,0,0,0,2000,-2000,86885,1000,158816,-157816,284698,39997,244701,1027785,
006208,富邦台50,1755581,1355662,399919,0,0,0,0,0,0,626294,439000,0,439000,820534,633240,187294,1026213,
1809,中釉,8865036,7781059,1083977,0,0,0,0,0,0,-76823,2000,78823,-76823,0,0,0,1007154,
9958,世紀鋼,1523000,558838,964162,0,0,0,0,0,0,31793,31762,40940,-9178,40971,0,40971,995955,
9910,豐泰,2338921,1662836,676085,0,0,0,332000,7136,324864,-11718,0,16718,-16718,5000,0,5000,989231,
4967,十銓,8640204,7632474,1007730,0,0,0,0,0,0,-57008,25000,159512,-134512,240866,163362,77504,950722,
4934,太極,1460036,496001,964035,0,0,0,0,0,0,-16043,2000,18043,-16043,0,0,0,947992,
4540,全球傳動,5705000,4983550,721450,0,0,0,0,0,0,225269,234319,9050,225269,0,0,0,946719,
3673,TPK-KY,3260796,2376000,884796,0,0,0,0,0,0,51736,18000,134685,-116685,224766,56345,168421,936532,
00763U,期街口道瓊銅,212000,0,212000,0,0,0,0,0,0,718333,0,0,0,822662,104329,718333,930333,
00897,富邦基因免疫生技,1534000,21000,1513000,0,0,0,0,0,0,-584443,0,0,0,153996,738439,-584443,928557,
6919,康霈*,2441375,1533844,907531,0,0,0,0,0,0,14102,0,17000,-17000,47055,15953,31102,921633,
1612,宏泰,1112000,167000,945000,0,0,0,0,40493,-40493,9512,0,3000,-3000,13512,1000,12512,914019,
009801,中信美國創新科技,29000,1000,28000,0,0,0,0,0,0,885074,0,0,0,888112,3038,885074,913074,
3045,台灣大,2400411,1171000,1229411,0,0,0,79510,437574,-358064,35012,2000,0,2000,49012,16000,33012,906359,
1563,巧新,1189000,300000,889000,0,0,0,0,0,0,10234,13234,3000,10234,0,0,0,899234,
2457,飛宏,1389000,562000,827000,0,0,0,0,0,0,70000,11000,7000,4000,85000,19000,66000,897000,
00733,富邦臺灣中小,545000,218000,327000,0,0,0,0,0,0,569491,0,0,0,684759,115268,569491,896491,
2455,全新,1710000,971632,738368,0,0,0,0,0,0,142782,149000,85000,64000,167441,88659,78782,881150,
2498,宏達電,2799000,1902000,897000,0,0,0,0,0,0,-23666,36000,39104,-3104,16730,37292,-20562,873334,
2316,楠梓電,2030000,1214163,815837,0,0,0,0,0,0,34126,2000,1000,1000,68237,35111,33126,849963,
1460,宏遠,870077,31000,839077,0,0,0,0,0,0,4000,4000,0,4000,0,0,0,843077,
3056,富華新,1157000,356001,800999,0,0,0,0,0,0,15923,19022,5000,14022,1901,0,1901,816922,
2342,茂矽,3572042,2833000,739042,0,0,0,0,0,0,66883,69000,2117,66883,0,0,0,805925,
2520,冠德,1059116,264001,795115,0,0,0,0,5000,-5000,12337,24000,9663,14337,0,2000,-2000,802452,
6526,達發,1710560,1446506,264054,0,0,0,468000,0,468000,69373,36000,7000,29000,264241,223868,40373,801427,
00924,復華S&P500成長,4255,16000,-11745,0,0,0,0,0,0,807199,0,0,0,910999,103800,807199,795454,
2515,中工,2053739,1249000,804739,0,0,0,4000,0,4000,-18000,12000,30000,-18000,0,0,0,790739,
2204,中華,721121,197000,524121,0,0,0,283000,28961,254039,6000,24000,18000,6000,0,0,0,784160,
8105,凌巨,1047000,262000,785000,0,0,0,0,0,0,-10000,9000,19000,-10000,0,0,0,775000,
2634,漢翔,1488960,686500,802460,0,0,0,1000,14000,-13000,-21439,6000,24000,-18000,16641,20080,-3439,768021,
2030,彰源,828000,84000,744000,0,0,0,0,0,0,9000,11000,2000,9000,0,0,0,753000,
1216,統一,14281573,12794602,1486971,0,0,0,200000,900509,-700509,-46254,40000,42000,-2000,161063,205317,-44254,740208,
2353,宏碁,10845714,9631405,1214309,0,0,0,67000,639738,-572738,97651,6000,17000,-11000,210288,101637,108651,739222,
2601,益航,991000,259000,732000,0,0,0,0,0,0,0,0,0,0,0,0,0,732000,
3062,建漢,1581000,877534,703466,0,0,0,0,0,0,27555,11000,3000,8000,22052,2497,19555,731021,
4720,德淵,1745000,1051000,694000,0,0,0,0,1000,-1000,17029,19029,2000,17029,0,0,0,710029,
3049,精金,1511000,785000,726000,0,0,0,0,0,0,-17515,6000,1000,5000,0,22515,-22515,708485,
2897,王道銀行,1234000,506000,728000,0,0,0,0,0,0,-21000,3000,24000,-21000,0,0,0,707000,
00706L,期元大S&P日圓正2,0,0,0,0,0,0,0,0,0,703554,0,0,0,759554,56000,703554,703554,
2104,國際中橡,1459000,764000,695000,0,0,0,0,0,0,7407,19000,11593,7407,0,0,0,702407,
2404,漢唐,1528701,862919,665782,0,0,0,89000,104000,-15000,45401,60984,39000,21984,37617,14200,23417,696183,
00692,富邦公司治理,897000,57000,840000,0,0,0,0,0,0,-150180,0,0,0,624590,774770,-150180,689820,
2032,新鋼,824085,160000,664085,0,0,0,0,0,0,16000,17000,1000,16000,0,0,0,680085,
6155,鈞寶,1053020,391000,662020,0,0,0,0,0,0,17974,0,0,0,18087,113,17974,679994,
3702,大聯大,4211996,3148085,1063911,0,0,0,31000,350000,-319000,-70405,9000,49000,-40000,24989,55394,-30405,674506,
6672,騰輝電子-KY,2040000,1476780,563220,0,0,0,0,1000,-1000,112034,10000,3000,7000,123790,18756,105034,674254,
6202,盛群,1758190,1094512,663678,0,0,0,0,0,0,6365,2000,3370,-1370,12848,5113,7735,670043,
2034,允強,866000,208000,658000,0,0,0,0,0,0,9648,15000,4000,11000,2004,3356,-1352,667648,
3437,榮創,1351000,694023,656977,0,0,0,0,0,0,6000,9000,3000,6000,0,0,0,662977,
9945,潤泰新,4616663,3949779,666884,0,0,0,0,8000,-8000,-10000,20000,20000,0,27000,37000,-10000,648884,
3019,亞光,1603000,996000,607000,0,0,0,0,267,-267,39263,19000,5103,13897,32365,6999,25366,645996,
2542,興富發,6955718,6314014,641704,0,0,0,24000,7000,17000,-13725,5000,25000,-20000,20619,14344,6275,644979,
2345,智邦,2390559,1846437,544122,0,0,0,100448,74228,26220,59536,46000,16632,29368,57753,27585,30168,629878,
00701,國泰股利精選30,728000,6000,722000,0,0,0,0,0,0,-103309,0,0,0,296750,400059,-103309,618691,
8454,富邦媒,869635,341206,528429,0,0,0,90000,1048,88952,-1621,7282,9000,-1718,4097,4000,97,615760,
6206,飛捷,1173000,643000,530000,0,0,0,500,14051,-13551,85591,2000,1000,1000,100794,16203,84591,602040,
6415,矽力*-KY,1339579,751673,587906,0,0,0,15000,4000,11000,-9448,12000,16000,-4000,16139,21587,-5448,589458,
00663L,國泰臺灣加權正2,383000,746000,-363000,0,0,0,0,0,0,951958,0,0,0,3621418,2669460,951958,588958,
2537,聯上發,641000,75000,566000,0,0,0,0,0,0,21000,23000,2000,21000,0,0,0,587000,
6550,北極星藥業-KY,629000,56000,573000,0,0,0,0,0,0,13000,14000,1000,13000,0,0,0,586000,
3060,銘異,948000,362000,586000,0,0,0,0,0,0,-2001,0,2001,-2001,0,0,0,583999,
2912,統一超,2625983,1849873,776110,0,0,0,0,171951,-171951,-27189,0,8000,-8000,3000,22189,-19189,576970,
6414,樺漢,1123000,388000,735000,0,0,0,0,39000,-39000,-124358,33386,163436,-130050,17650,11958,5692,571642,
009812,野村日本東證,16000,179000,-163000,0,0,0,0,0,0,730000,20000,0,20000,1334000,624000,710000,567000,
009803,玉山市值動能50,658000,56000,602000,0,0,0,0,0,0,-46382,0,0,0,767169,813551,-46382,555618,
4722,國精化,1784000,1297108,486892,0,0,0,0,0,0,66368,3000,1313,1687,223198,158517,64681,553260,
4961,天鈺,699000,148674,550326,0,0,0,0,1000,-1000,3243,0,1000,-1000,24217,19974,4243,552569,
2375,凱美,3394953,2996400,398553,0,0,0,0,190,-190,152869,11057,8055,3002,216299,66432,149867,551232,
3545,敦泰,849454,326050,523404,0,0,0,0,0,0,26050,0,2000,-2000,32348,4298,28050,549454,
00971,野村美國研發龍頭,345000,6000,339000,0,0,0,0,0,0,206132,0,0,0,316132,110000,206132,545132,
00898,國泰基因免疫革命,529000,0,529000,0,0,0,0,0,0,11219,0,0,0,92325,81106,11219,540219,
00850,元大臺灣ESG永續,345000,3000,342000,0,0,0,0,0,0,188501,0,0,0,329206,140705,188501,530501,
1310,台苯,1394000,856001,537999,0,0,0,0,0,0,-10312,4000,14312,-10312,0,0,0,527687,
1522,堤維西,1012000,513000,499000,0,0,0,0,0,0,27676,18162,14254,3908,23768,0,23768,526676,
2458,義隆,2574240,2042000,532240,0,0,0,7835,163543,-155708,144701,31000,2000,29000,158410,42709,115701,521233,
6768,志強-KY,626000,304000,322000,0,0,0,181000,17672,163328,29638,9000,4167,4833,28496,3691,24805,514966,
3005,神基,1188384,580000,608384,0,0,0,0,79655,-79655,-14427,4000,13000,-9000,82142,87569,-5427,514302,
2101,南港,805322,307021,498301,0,0,0,0,0,0,10000,4000,18000,-14000,30000,6000,24000,508301,
