證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2303,聯電,116834004,77205572,39628432,0,0,0,7991138,23480987,-15489849,-2140327,2579250,5485896,-2906646,3856873,3090554,766319,21998256
5880,合庫金,34351975,16846819,17505156,0,0,0,812919,0,812919,2697958,607832,428000,179832,2519126,1000,2518126,21016033
2409,友達,103339995,85785968,17554027,0,0,0,96000,2246,93754,-2540917,747000,805799,-58799,1226755,3708873,-2482118,15106864
2610,華航,39452672,25346250,14106422,0,0,0,532000,23000,509000,-679183,278000,365000,-87000,313816,905999,-592183,13936239
2412,中華電,22710616,9776567,12934049,0,0,0,1038699,1603365,-564666,727288,308000,395000,-87000,815288,1000,814288,13096671
2891,中信金,29071887,30592618,-1520731,0,0,0,11977243,143660,11833583,2561969,863000,635971,227029,3307539,972599,2334940,12874821
5876,上海商銀,15183900,4918095,10265805,0,0,0,71000,0,71000,537515,226000,171080,54920,509595,27000,482595,10874320
2618,長榮航,30083410,17325572,12757838,0,0,0,211000,3098721,-2887721,379377,225000,171032,53968,632631,307222,325409,10249494
2027,大成鋼,10845338,7294000,3551338,0,0,0,6262000,12000,6250000,396968,223037,199000,24037,1171211,798280,372931,10198306
2002,中鋼,34209495,24752259,9457236,0,0,0,88000,0,88000,355842,684000,534000,150000,300472,94630,205842,9901078
2356,英業達,29705610,22207528,7498082,0,0,0,767000,15574,751426,-62292,197000,309974,-112974,827491,776809,50682,8187216
2890,永豐金,30432179,27508981,2923198,0,0,0,2145401,2406,2142995,2960647,623000,450020,172980,2795667,8000,2787667,8026840
1303,南亞,59208002,33709745,25498257,0,0,0,364903,20093000,-19728097,2118693,1667713,1135844,531869,2331884,745060,1586824,7888853
2313,華通,22951308,15656322,7294986,0,0,0,88000,122410,-34410,-56723,603000,441000,162000,496034,714757,-218723,7203853
4904,遠傳,16236412,7205665,9030747,0,0,0,258325,2092230,-1833905,-192253,207000,980492,-773492,644525,63286,581239,7004589
2867,三商壽,24116688,20011000,4105688,0,0,0,0,0,0,2319000,2319000,0,2319000,0,0,0,6424688
4958,臻鼎-KY,21631790,15479872,6151918,0,0,0,385140,666545,-281405,232260,743805,722896,20909,661588,450237,211351,6102773
2324,仁寶,44354273,39058823,5295450,0,0,0,164000,9902,154098,577886,318000,259998,58002,1458110,938226,519884,6027434
5871,中租-KY,10765912,4571783,6194129,0,0,0,60000,99000,-39000,-144604,106000,585422,-479422,350220,15402,334818,6010525
9904,寶成,15824411,10217000,5607411,0,0,0,32000,0,32000,278201,135000,122127,12873,299328,34000,265328,5917612
2886,兆豐金,24296487,27670291,-3373804,0,0,0,5328167,6297,5321870,3886273,904000,392294,511706,3435818,61251,3374567,5834339
9105,泰金寶-DR,13746000,7494000,6252000,0,0,0,0,0,0,-540679,619,150,469,3522,544670,-541148,5711321
2880,華南金,17043466,19271338,-2227872,0,0,0,3181685,0,3181685,4408123,1322000,394000,928000,3645916,165793,3480123,5361936
2881,富邦金,18069383,17273866,795517,0,0,0,3106529,13044,3093485,1421182,556000,469998,86002,1536828,201648,1335180,5310184
1802,台玻,13377338,8589667,4787671,0,0,0,13000,80000,-67000,470469,1217207,645000,572207,458319,560057,-101738,5191140
2367,燿華,9359161,4123195,5235966,0,0,0,0,0,0,-77078,128000,117000,11000,100419,188497,-88078,5158888
2883,凱基金,29831520,34792932,-4961412,0,0,0,5450887,1858,5449029,4508713,1610000,1329315,280685,4293180,65152,4228028,4996330
2615,萬海,9423881,4699666,4724215,0,0,0,111000,14753,96247,50312,133000,230000,-97000,191902,44590,147312,4870774
1714,和桐,9271121,4455985,4815136,0,0,0,0,0,0,-87114,65000,80000,-15000,1337,73451,-72114,4728022
2609,陽明,13030715,8351262,4679453,0,0,0,25000,23113,1887,-47254,166760,142381,24379,182276,253909,-71633,4634086
3231,緯創,64150135,60127482,4022653,0,0,0,1276554,22676,1253878,-818197,250000,519000,-269000,1362652,1911849,-549197,4458334
1711,永光,7345550,2661218,4684332,0,0,0,0,0,0,-228262,15000,7000,8000,20347,256609,-236262,4456070
3045,台灣大,11342390,7522487,3819903,0,0,0,227259,45709,181550,365738,23000,131478,-108478,476216,2000,474216,4367191
