證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
6770,力積電,141302784,81469810,59832974,0,0,0,302000,0,302000,983991,769996,96000,673996,1814830,1504835,309995,61118965
2344,華邦電,97486474,50613747,46872727,0,0,0,5779000,1414545,4364455,2637093,1262999,170000,1092999,3954797,2410703,1544094,53874275
2303,聯電,155768419,83897921,71870498,0,0,0,9152000,28844021,-19692021,352783,2335000,666000,1669000,1134845,2451062,-1316217,52531260
2881,富邦金,81125165,22160689,58964476,0,0,0,263000,15542493,-15279493,88417,208000,223000,-15000,866174,762757,103417,43773400
1303,南亞,58509468,24411806,34097662,0,0,0,0,1157000,-1157000,2395396,1075914,154000,921914,1954715,481233,1473482,35336058
2337,旺宏,71402118,42063680,29338438,0,0,0,2969000,0,2969000,77002,306000,238000,68000,893056,884054,9002,32384440
2312,金寶,64713390,34258000,30455390,0,0,0,0,2772000,-2772000,674469,246000,291000,-45000,1886561,1167092,719469,28357859
2887,台新新光金,77286985,72005958,5281027,0,0,0,43739000,20490000,23249000,-293846,9424,2584,6840,2260721,2561407,-300686,28236181
2449,京元電子,47257122,22628069,24629053,0,0,0,69000,3937527,-3868527,1152786,1446766,608785,837981,1249646,934841,314805,21913312
6282,康舒,45211915,26064810,19147105,0,0,0,0,402000,-402000,-1635452,33000,417000,-384000,669439,1920891,-1251452,17109653
3037,欣興,18098354,9417949,8680405,0,0,0,3040000,150000,2890000,206128,108293,227832,-119539,1512906,1187239,325667,11776533
2369,菱生,16936500,7144750,9791750,0,0,0,0,0,0,413138,6000,48000,-42000,679751,224613,455138,10204888
2481,強茂,19069596,10790167,8279429,0,0,0,0,0,0,489564,426597,194000,232597,440420,183453,256967,8768993
3715,定穎投控,11192460,2805110,8387350,0,0,0,0,0,0,155643,16000,3000,13000,446123,303480,142643,8542993
2317,鴻海,24606753,15327159,9279594,0,0,0,28000,273930,-245930,-675946,295000,447999,-152999,509539,1032486,-522947,8357718
2489,瑞軒,40732928,34060635,6672293,0,0,0,475000,0,475000,-171813,921000,164000,757000,416631,1345444,-928813,6975480
3189,景碩,19533471,15135917,4397554,0,0,0,2307000,0,2307000,-124672,397270,277000,120270,528334,773276,-244942,6579882
8110,華東,11015174,4894899,6120275,0,0,0,0,0,0,305869,53000,55000,-2000,432956,125087,307869,6426144
2882,國泰金,43372940,19820841,23552099,0,0,0,39000,17928450,-17889450,-104147,160000,205001,-45001,476893,536039,-59146,5558502
4927,泰鼎-KY,16111857,10437449,5674408,0,0,0,0,0,0,-149365,49091,198456,-149365,0,0,0,5525043
3673,TPK-KY,7519053,2196850,5322203,0,0,0,0,0,0,69340,89000,128768,-39768,258176,149068,109108,5391543
3033,威健,8308000,2538500,5769500,0,0,0,0,22252,-22252,-438152,21135,230507,-209372,183397,412177,-228780,5309096
6285,啟碁,9824579,4866941,4957638,0,0,0,469000,254000,215000,100546,83509,38499,45010,235927,180391,55536,5273184
1717,長興,13324091,9275490,4048601,0,0,0,711000,0,711000,419678,381749,1000,380749,197934,159005,38929,5179279
1802,台玻,78521881,75414356,3107525,0,0,0,762000,0,762000,754854,1905000,917988,987012,2187530,2419688,-232158,4624379
8046,南電,10749557,5802340,4947217,0,0,0,284000,704000,-420000,19204,149199,215500,-66301,551319,465814,85505,4546421
2408,南亞科,42746234,35415772,7330462,0,0,0,59000,3078725,-3019725,229981,744000,529986,214014,858306,842339,15967,4540718
2464,盟立,7448360,3129388,4318972,0,0,0,0,0,0,-229873,164046,331744,-167698,96844,159019,-62175,4089099
3042,晶技,14942105,17989000,-3046895,0,0,0,7197000,2000,7195000,-133445,247595,331983,-84388,500714,549771,-49057,4014660
6005,群益證,7018000,2837000,4181000,0,0,0,0,245593,-245593,0,0,0,0,0,0,0,3935407
8070,長華*,6049724,2208223,3841501,0,0,0,0,54541,-54541,48177,23497,76811,-53314,112345,10854,101491,3835137
4958,臻鼎-KY,16194300,12964027,3230273,0,0,0,334000,62000,272000,163084,179164,139403,39761,565031,441708,123323,3665357
2492,華新科,4971850,2357435,2614415,0,0,0,379000,0,379000,454448,273520,153000,120520,463922,129994,333928,3447863
2436,偉詮電,5498000,2167000,3331000,0,0,0,0,0,0,50429,13467,26139,-12672,124865,61764,63101,3381429
1409,新纖,6426000,3098000,3328000,0,0,0,1000,5000,-4000,50915,0,13000,-13000,240551,176636,63915,3374915
2609,陽明,7583433,4258410,3325023,0,0,0,1000,18850,-17850,3207,10368,137161,-126793,154000,24000,130000,3310380
2891,中信金,35562563,33471133,2091430,0,0,0,6022000,1774080,4247920,-3097436,93000,2925000,-2832000,458486,723922,-265436,3241914
2812,台中銀,5271000,2068146,3202854,0,0,0,1000,12735,-11735,18000,0,0,0,33000,15000,18000,3209119
2867,三商壽,4948100,3139000,1809100,0,0,0,0,0,0,1390000,1533000,143000,1390000,0,0,0,3199100
2401,凌陽,8823089,5939092,2883997,0,0,0,0,0,0,172251,54049,47818,6231,506848,340828,166020,3056248
6706,惠特,3629600,2370491,1259109,0,0,0,1678000,0,1678000,95898,52805,1000,51805,125639,81546,44093,3033007
