證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2610,華航,45168616,11414064,33754552,0,0,0,332000,160000,172000,3813980,3209000,315356,2893644,1016336,96000,920336,37740532
2449,京元電子,46605933,15023867,31582066,0,0,0,49792,4177000,-4127208,-428761,406254,849732,-443478,854622,839905,14717,27026097
1303,南亞,89167206,105581827,-16414621,0,0,0,43323919,2668000,40655919,-1268137,519339,1385854,-866515,2241483,2643105,-401622,22973161
2883,凱基金,51463454,28034000,23429454,0,0,0,1899328,3870000,-1970672,-889273,109867,59326,50541,701256,1641070,-939814,20569509
2801,彰銀,22134700,3625000,18509700,0,0,0,14000,13000,1000,46399,24000,0,24000,33399,11000,22399,18557099
2303,聯電,163576932,135997218,27579714,0,0,0,34173042,47963000,-13789958,3562085,5599000,2387000,3212000,3670689,3320604,350085,17351841
2834,臺企銀,32806000,15443794,17362206,0,0,0,13000,11000,2000,-30000,20000,0,20000,61000,111000,-50000,17334206
2344,華邦電,81070848,106170357,-25099509,0,0,0,39971473,265000,39706473,-281190,536000,664000,-128000,2092989,2246179,-153190,14325774
2481,強茂,16304552,2324762,13979790,0,0,0,0,0,0,201484,101000,65615,35385,2212874,2046775,166099,14181274
2887,台新新光金,55560432,34921465,20638967,0,0,0,484445,8435000,-7950555,1006695,44057,0,44057,1523783,561145,962638,13695107
8046,南電,17908463,6426438,11482025,0,0,0,1297083,551000,746083,438918,397716,145154,252562,858753,672397,186356,12667026
2812,台中銀,14502457,2511000,11991457,0,0,0,33000,5000,28000,33000,13000,0,13000,20000,0,20000,12052457
5880,合庫金,19369312,8250713,11118599,0,0,0,206078,10000,196078,305140,85000,0,85000,220140,0,220140,11619817
2890,永豐金,28047276,41758511,-13711235,None,None,0,24827248,0,24827248,154829,28000,4109,23891,252755,121817,130938,11270842
2353,宏碁,19182090,8106786,11075304,0,0,0,45739,350000,-304261,-251725,39000,69000,-30000,124223,345948,-221725,10519318
2426,鼎元,16027600,9037804,6989796,0,0,0,2000,0,2000,-131865,12000,91000,-79000,74926,127791,-52865,6859931
2845,遠東銀,8415622,12332000,-3916378,0,0,0,10665000,3000,10662000,-54000,31000,100000,-69000,15000,0,15000,6691622
2369,菱生,19924763,14008300,5916463,0,0,0,0,0,0,626207,257000,124000,133000,934488,441281,493207,6542670
2892,第一金,18522217,28655900,-10133683,0,0,0,16351687,0,16351687,256945,28000,0,28000,281945,53000,228945,6474949
2618,長榮航,38105928,31406743,6699185,0,0,0,387075,2172002,-1784927,1511634,602000,47000,555000,1277991,321357,956634,6425892
2388,威盛,12693950,5305450,7388500,0,0,0,30000,0,30000,-995393,129327,837776,-708449,246144,533088,-286944,6423107
2891,中信金,43558389,32522530,11035859,0,0,0,510841,6699000,-6188159,797658,528000,10000,518000,534251,254593,279658,5645358
2867,三商壽,8210620,3739000,4471620,0,0,0,0,0,0,1151000,1153000,2000,1151000,0,0,0,5622620
2327,國巨*,21411318,17034443,4376875,0,0,0,1558051,196000,1362051,-179826,139663,173818,-34155,777217,922888,-145671,5559100
1714,和桐,6636230,1778000,4858230,0,0,0,0,0,0,565000,4000,299000,-295000,1060000,200000,860000,5423230
6168,宏齊,8131267,3001000,5130267,0,0,0,0,0,0,18959,58959,40000,18959,0,0,0,5149226
2884,玉山金,27720372,33976688,-6256316,0,0,0,11567472,168000,11399472,-96802,33000,326000,-293000,324531,128333,196198,5046354
3711,日月光投控,27444568,16633379,10811189,0,0,0,1944381,7587000,-5642619,-338561,114000,219979,-105979,414646,647228,-232582,4830009
2340,台亞,10411156,6453644,3957512,0,0,0,0,0,0,224354,42000,51330,-9330,326389,92705,233684,4181866
2646,星宇航空,5205400,1208000,3997400,0,0,0,2000,0,2000,679,15000,9740,5260,0,4581,-4581,4000079
2316,楠梓電,10778266,6538672,4239594,0,0,0,173000,0,173000,-440397,29000,34000,-5000,121602,556999,-435397,3972197
1402,遠東新,7497080,15245242,-7748162,0,0,0,11763078,117000,11646078,-216195,13000,44000,-31000,21511,206706,-185195,3681721
2897,王道銀行,4330700,986800,3343900,0,0,0,0,0,0,6000,6000,0,6000,0,0,0,3349900
6257,矽格,7836618,4535912,3300706,0,0,0,2343,32000,-29657,-251223,36050,237000,-200950,105196,155469,-50273,3019826
8261,富鼎,4428955,922000,3506955,None,None,0,12000,0,12000,-549458,275288,824601,-549313,122980,123125,-145,2969497
3006,晶豪科,11600759,8829396,2771363,0,0,0,21000,0,21000,-18137,171000,132778,38222,291882,348241,-56359,2774226
8150,南茂,37846974,25896510,11950464,0,0,0,63000,10191000,-10128000,838326,1190000,447000,743000,861268,765942,95326,2660790
2889,國票金,4340177,1972000,2368177,0,0,0,0,0,0,8000,8000,0,8000,0,0,0,2376177
2401,凌陽,6429398,3892575,2536823,0,0,0,30000,0,30000,-251371,19000,78297,-59297,17056,209130,-192074,2315452
2356,英業達,14891912,10263974,4627938,0,0,0,15060,1912000,-1896940,-458674,67998,165000,-97002,277475,639147,-361672,2272324
3450,聯鈞,5423760,3359601,2064159,0,0,0,0,0,0,180895,328533,153592,174941,138833,132879,5954,2245054
2337,旺宏,66424977,64729949,1695028,0,0,0,339000,0,339000,205312,101998,281000,-179002,1831564,1447250,384314,2239340
6153,嘉聯益,9386177,7170000,2216177,None,None,0,0,0,0,20447,110000,89553,20447,5000,5000,0,2236624
8926,台汽電,4571154,3373000,1198154,0,0,0,973000,5000,968000,-25678,18801,44479,-25678,0,0,0,2140476
3045,台灣大,5235914,2592920,2642994,0,0,0,418126,644000,-225874,-304715,7000,336000,-329000,40285,16000,24285,2112405
6005,群益證,10121903,3275000,6846903,0,0,0,2000,4790000,-4788000,0,0,0,0,0,0,0,2058903
1563,巧新,3344157,1364000,1980157,0,0,0,0,0,0,-7829,4984,12813,-7829,0,0,0,1972328
6695,芯鼎,3386699,1438150,1948549,None,None,0,0,0,0,-27090,3180,30270,-27090,0,0,0,1921459
3714,富采,6780754,4950732,1830022,0,0,0,0,0,0,3448,140300,137000,3300,24614,24466,148,1833470
9945,潤泰新,3457206,1701587,1755619,0,0,0,14000,0,14000,27573,7294,882,6412,21761,600,21161,1797192
1434,福懋,2296400,509070,1787330,0,0,0,0,0,0,-6953,10000,16953,-6953,0,0,0,1780377
3035,智原,10892587,9350020,1542567,0,0,0,0,0,0,91931,200000,102881,97119,400914,406102,-5188,1634498
2484,希華,4542287,2984000,1558287,0,0,0,0,0,0,29259,65000,35741,29259,0,0,0,1587546
2915,潤泰全,2086279,545000,1541279,0,0,0,0,1000,-1000,1000,8000,0,8000,0,7000,-7000,1541279
3591,艾笛森,3641815,2003208,1638607,0,0,0,0,0,0,-103122,23547,27669,-4122,0,99000,-99000,1535485
6757,台灣虎航,2259593,1170156,1089437,0,0,0,350000,0,350000,71641,29000,0,29000,45145,2504,42641,1511078
2006,東和鋼鐵,7737362,573000,7164362,0,0,0,217000,5908438,-5691438,16821,3108,2000,1108,27961,12248,15713,1489745
1216,統一,5305119,13287000,-7981881,0,0,0,9348925,0,9348925,120296,13000,9,12991,132332,25027,107305,1487340
3704,合勤控,3607862,2172000,1435862,0,0,0,0,0,0,543,10006,2463,7543,0,7000,-7000,1436405
6415,矽力*-KY,3998460,3511840,486620,0,0,0,906000,0,906000,-67764,14000,51000,-37000,67510,98274,-30764,1324856
2377,微星,5059801,4043365,1016436,0,0,0,1024000,29000,995000,-693443,11400,459843,-448443,33879,278879,-245000,1317993
1229,聯華,2379557,1158000,1221557,0,0,0,2000,0,2000,4000,4000,0,4000,0,0,0,1227557
2495,普安,3437477,2270098,1167379,0,0,0,0,0,0,42325,5000,8597,-3597,61284,15362,45922,1209704
2363,矽統,12928600,11872011,1056589,0,0,0,50000,0,50000,-20333,33075,307266,-274191,932707,678849,253858,1086256
2912,統一超,2250058,2028529,221529,0,0,0,835000,0,835000,5509,2000,0,2000,4509,1000,3509,1062038
3016,嘉晶,1236000,218596,1017404,0,0,0,0,0,0,26948,0,37614,-37614,193562,129000,64562,1044352
2880,華南金,12328313,33037399,-20709086,0,0,0,30465581,8893000,21572581,163668,29003,2004,26999,206120,69451,136669,1027163
4764,雙鍵,1971971,991090,980881,0,0,0,0,0,0,13966,23000,13000,10000,39124,35158,3966,994847
6525,捷敏-KY,3150678,2222231,928447,0,0,0,0,3709,-3709,28491,142265,113774,28491,0,0,0,953229
3596,智易,1905900,1476000,429900,0,0,0,521000,0,521000,-16218,27000,27119,-119,2000,18099,-16099,934682
3031,佰鴻,2403800,1478000,925800,0,0,0,0,0,0,-1548,369,1917,-1548,0,0,0,924252
2836,高雄銀,1342700,451000,891700,0,0,0,0,0,0,4000,4000,0,4000,0,0,0,895700
1514,亞力,4390465,3586000,804465,0,0,0,0,0,0,71629,48000,10665,37335,47292,12998,34294,876094
1312,國喬,4614622,3593000,1021622,0,0,0,0,0,0,-158985,37000,69000,-32000,6138,133123,-126985,862637
3060,銘異,4543486,3331670,1211816,0,0,0,0,0,0,-366401,9,366410,-366401,0,0,0,845415
2030,彰源,1437100,601000,836100,0,0,0,0,0,0,2000,2000,0,2000,0,0,0,838100
6531,愛普*,2822609,2059662,762947,0,0,0,496180,490000,6180,67271,111000,20000,91000,93377,117106,-23729,836398
6226,光鼎,1023000,224000,799000,0,0,0,0,0,0,-857,6143,7000,-857,0,0,0,798143
2838,聯邦銀,1208870,472000,736870,0,0,0,2000,0,2000,42000,10000,0,10000,32000,0,32000,780870
4976,佳凌,1684600,898000,786600,0,0,0,0,0,0,-6697,7000,13697,-6697,0,0,0,779903
2547,日勝生,1190000,430730,759270,0,0,0,0,0,0,983,1006,23,983,0,0,0,760253
2374,佳能,2546453,1711000,835453,0,0,0,0,0,0,-85151,7000,50000,-43000,99208,141359,-42151,750302
2820,華票,1086757,374000,712757,0,0,0,0,0,0,9000,9000,0,9000,0,0,0,721757
2520,冠德,1291793,609000,682793,0,0,0,0,0,0,36840,57000,6000,51000,8257,22417,-14160,719633
1904,正隆,1670140,962543,707597,0,0,0,0,0,0,7250,25000,17750,7250,5000,5000,0,714847
3501,維熹,831000,127000,704000,0,0,0,0,0,0,1397,7000,5603,1397,0,0,0,705397
2527,宏璟,998454,328000,670454,0,0,0,0,0,0,-2022,5000,7022,-2022,0,0,0,668432
1477,聚陽,2825050,661300,2163750,0,0,0,553000,2051466,-1498466,-7368,19000,14166,4834,10757,22959,-12202,657916
6472,保瑞,1076924,415000,661924,0,0,0,0,0,0,-36684,16079,10000,6079,51427,94190,-42763,625240
2455,全新,840100,230156,609944,0,0,0,0,28000,-28000,24168,36164,44996,-8832,57000,24000,33000,606112
6278,台表科,3375300,2009100,1366200,0,0,0,58000,867000,-809000,40693,80000,17000,63000,53096,75403,-22307,597893
2302,麗正,2070300,1503000,567300,0,0,0,0,0,0,7000,18000,4000,14000,0,7000,-7000,574300
8021,尖點,825071,342445,482626,0,0,0,0,0,0,71567,1567,5000,-3433,75000,0,75000,554193
6742,澤米,1646068,1094000,552068,0,0,0,0,0,0,-38,3000,3038,-38,0,0,0,552030
2478,大毅,903100,347728,555372,0,0,0,0,0,0,-22467,5533,27000,-21467,0,1000,-1000,532905
