證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2002,中鋼,78295789,14243373,64052416,0,0,0,0,0,0,4654766,2861000,46000,2815000,2076766,237000,1839766,68707182
3481,群創,66237887,18134227,48103660,0,0,0,0,23908,-23908,5020798,2412000,68000,2344000,2840989,164191,2676798,53100550
1605,華新,40081113,8009444,32071669,0,0,0,0,141,-141,1253693,96000,12000,84000,2054693,885000,1169693,33325221
2408,南亞科,40113318,9603501,30509817,0,0,0,1290000,1241348,48652,1667839,2467742,898040,1569702,324274,226137,98137,32226308
2303,聯電,73311448,46339884,26971564,0,0,0,1139733,626391,513342,4587003,4182000,614000,3568000,1509813,490810,1019003,32071909
2344,華邦電,55607354,36562995,19044359,0,0,0,0,5063,-5063,3486108,3185897,715012,2470885,1267892,252669,1015223,22525404
2337,旺宏,45669696,37667792,8001904,0,0,0,8842000,3000,8839000,407129,760000,1178000,-418000,1185907,360778,825129,17248033
2609,陽明,16277143,4160852,12116291,0,0,0,48000,5038,42962,269243,32631,0,32631,261612,25000,236612,12428496
2615,萬海,12427957,2199148,10228809,0,0,0,0,4407,-4407,1011021,99261,2000,97261,933128,19368,913760,11235423
2354,鴻準,17559187,7495639,10063548,0,0,0,0,1000,-1000,181441,38000,114000,-76000,451739,194298,257441,10243989
2353,宏碁,13060191,3168000,9892191,0,0,0,107000,6503,100497,101073,68000,0,68000,262353,229280,33073,10093761
2603,長榮,10739571,1727693,9011878,0,0,0,624000,3352,620648,289587,21000,79000,-58000,691081,343494,347587,9922113
2887,台新新光金,22392186,15679352,6712834,0,0,0,4031000,836,4030164,-1110130,299000,283,298717,97048,1505895,-1408847,9632868
3231,緯創,29405899,19724377,9681522,0,0,0,154000,1228567,-1074567,187708,385300,440000,-54700,1001634,759226,242408,8794663
3036,文曄,14644664,6162185,8482479,0,0,0,38000,11033,26967,-97315,97000,165000,-68000,284528,313843,-29315,8412131
2317,鴻海,18390047,10508507,7881540,0,0,0,159000,22274,136726,378577,584000,206000,378000,432562,431985,577,8396843
2356,英業達,11987498,4793571,7193927,0,0,0,0,24122,-24122,219324,56999,0,56999,444295,281970,162325,7389129
1402,遠東新,10808946,4544775,6264171,0,0,0,110000,50158,59842,42842,118000,30000,88000,70099,115257,-45158,6366855
2312,金寶,6841433,1347185,5494248,0,0,0,0,0,0,687888,202000,69000,133000,616488,61600,554888,6182136
2103,台橡,7958029,1323003,6635026,0,0,0,0,0,0,-596969,38000,9000,29000,254031,880000,-625969,6038057
8150,南茂,15787627,10591700,5195927,0,0,0,0,0,0,287031,127000,27000,100000,403941,216910,187031,5482958
2327,國巨*,12930495,9309567,3620928,0,0,0,1085000,146104,938896,667764,501137,118300,382837,619478,334551,284927,5227588
1717,長興,6480250,2220656,4259594,0,0,0,401238,0,401238,476895,105000,68000,37000,489956,50061,439895,5137727
2332,友訊,12667626,7813000,4854626,0,0,0,0,0,0,259645,587000,328000,259000,8000,7355,645,5114271
6116,彩晶,19586200,14872277,4713923,0,0,0,0,0,0,322052,183000,57000,126000,970227,774175,196052,5035975
3033,威健,5780000,1145000,4635000,0,0,0,0,0,0,271395,21000,65000,-44000,317470,2075,315395,4906395
6213,聯茂,5932500,1433041,4499459,0,0,0,210000,0,210000,178437,353103,87000,266103,70086,157752,-87666,4887896
2883,凱基金,15812979,17584787,-1771808,0,0,0,7192000,13566,7178434,-560758,412000,13000,399000,213351,1173109,-959758,4845868
1904,正隆,5311304,593000,4718304,0,0,0,0,0,0,112175,144000,22000,122000,16175,26000,-9825,4830479
2436,偉詮電,5943010,1592251,4350759,0,0,0,0,0,0,340861,4000,212000,-208000,690723,141862,548861,4691620
3711,日月光投控,10800685,11084289,-283604,0,0,0,4511081,26734,4484347,408604,243000,142000,101000,916576,608972,307604,4609347
2409,友達,41395282,36820648,4574634,0,0,0,0,10476,-10476,33458,174000,202000,-28000,2105508,2044050,61458,4597616
1216,統一,8895992,3898856,4997136,0,0,0,0,85000,-85000,-358922,76000,12000,64000,25000,447922,-422922,4553214
9105,泰金寶-DR,4952000,570000,4382000,0,0,0,0,0,0,2679,0,0,0,2679,0,2679,4384679
3149,正達,5201000,897000,4304000,0,0,0,0,0,0,10879,0,1000,-1000,36879,25000,11879,4314879
2352,佳世達,7519000,3401000,4118000,0,0,0,0,0,0,161370,13000,2000,11000,170871,20501,150370,4279370
2027,大成鋼,9544377,5774048,3770329,0,0,0,461000,5766,455234,-162769,54000,262000,-208000,578979,533748,45231,4062794
2377,微星,5462571,1894122,3568449,0,0,0,16000,1000,15000,418297,193000,2000,191000,309938,82641,227297,4001746
1718,中纖,13179641,9231387,3948254,0,0,0,0,0,0,-84852,51000,153191,-102191,73717,56378,17339,3863402
6285,啟碁,5517295,1899155,3618140,0,0,0,0,0,0,200730,19000,5000,14000,309206,122476,186730,3818870
2014,中鴻,4331039,532000,3799039,0,0,0,0,0,0,-8000,9000,17000,-8000,0,0,0,3791039
3006,晶豪科,9205460,5392875,3812585,0,0,0,0,0,0,-35878,285145,83000,202145,480371,718394,-238023,3776707
9921,巨大,6313929,2546420,3767509,0,0,0,0,0,0,-3948,2000,29000,-27000,120123,97071,23052,3763561
3704,合勤控,4822160,1135000,3687160,0,0,0,0,0,0,70174,105492,53039,52453,19021,1300,17721,3757334
3037,欣興,4805223,1302456,3502767,0,0,0,40000,9000,31000,161609,95020,94000,1020,279008,118419,160589,3695376
8112,至上,6796803,2872679,3924124,0,0,0,0,0,0,-254305,3000,72000,-69000,178182,363487,-185305,3669819
1101,台泥,8696500,5003639,3692861,0,0,0,0,0,0,-29537,41000,2000,39000,69387,137924,-68537,3663324
2441,超豐,4958347,1677000,3281347,0,0,0,0,8000,-8000,303148,108000,9000,99000,274317,70169,204148,3576495
2891,中信金,15353189,13750252,1602937,0,0,0,3024000,132689,2891311,-966611,109000,0,109000,118388,1193999,-1075611,3527637
3706,神達,4364076,920064,3444012,0,0,0,0,1000,-1000,40751,34000,50,33950,24801,18000,6801,3483763
2301,光寶科,6970000,4397169,2572831,0,0,0,0,25373,-25373,747894,166000,60000,106000,845699,203805,641894,3295352
1608,華榮,4729938,1532475,3197463,0,0,0,0,0,0,37648,20000,9000,11000,65838,39190,26648,3235111
2104,國際中橡,4039061,1083272,2955789,0,0,0,0,0,0,145886,71000,0,71000,74887,1,74886,3101675
2382,廣達,14145266,11818470,2326796,0,0,0,327000,4358,322642,447050,473048,96198,376850,419000,348800,70200,3096488
2465,麗臺,3583000,720959,2862041,0,0,0,0,0,0,18106,18106,0,18106,0,0,0,2880147
2464,盟立,5813845,2996951,2816894,0,0,0,0,0,0,43327,14020,52762,-38742,225252,143183,82069,2860221
3022,威強電,4406140,1579960,2826180,0,0,0,0,59000,-59000,74310,37236,0,37236,139075,102001,37074,2841490
8422,可寧衛*,4007834,1289000,2718834,0,0,0,0,0,0,67932,29000,0,29000,45780,6848,38932,2786766
9934,成霖,2879000,140143,2738857,0,0,0,0,0,0,26019,31019,5000,26019,0,0,0,2764876
2882,國泰金,10480452,7580746,2899706,0,0,0,12000,17284,-5284,-195806,187000,8000,179000,40360,415166,-374806,2698616
9904,寶成,7774510,5242000,2532510,0,0,0,122000,12587,109413,52210,74000,2310,71690,145000,164480,-19480,2694133
6282,康舒,5307177,2942868,2364309,0,0,0,0,50000,-50000,316925,233000,155000,78000,339294,100369,238925,2631234
2359,所羅門,4832769,2482200,2350569,0,0,0,0,0,0,278407,6000,0,6000,380468,108061,272407,2628976
2515,中工,3569500,1151000,2418500,0,0,0,0,0,0,108918,40000,10000,30000,80083,1165,78918,2527418
3702,大聯大,5103712,3920367,1183345,0,0,0,403000,43000,360000,932558,532000,75000,457000,623168,147610,475558,2475903
2308,台達電,3754465,2383662,1370803,0,0,0,606000,1825,604175,403042,70000,44000,26000,614125,237083,377042,2378020
2885,元大金,14801465,8109950,6691515,0,0,0,1767000,5731510,-3964510,-364746,160000,13000,147000,42116,553862,-511746,2362259
1440,南紡,2997011,998000,1999011,0,0,0,0,0,0,293395,312000,19000,293000,3395,3000,395,2292406
8021,尖點,2715000,837000,1878000,0,0,0,324000,0,324000,53316,71385,13069,58316,0,5000,-5000,2255316
2520,冠德,2798195,551000,2247195,0,0,0,0,0,0,5000,21000,10000,11000,94000,100000,-6000,2252195
6206,飛捷,3212745,1157173,2055572,0,0,0,0,0,0,-17017,7000,0,7000,116161,140178,-24017,2038555
4938,和碩,4647303,2799504,1847799,0,0,0,99000,3000,96000,84135,125000,32000,93000,181174,190039,-8865,2027934
1504,東元,2868500,1008000,1860500,0,0,0,7000,2371,4629,128216,13000,0,13000,139626,24410,115216,1993345
2010,春源,2675485,638188,2037297,0,0,0,0,0,0,-81000,4000,85000,-81000,0,0,0,1956297
3450,聯鈞,4140602,2655531,1485071,0,0,0,360000,0,360000,21714,64000,55000,9000,165289,152575,12714,1866785
6191,精成科,2222000,412740,1809260,0,0,0,0,0,0,7932,3000,0,3000,24191,19259,4932,1817192
2328,廣宇,1975275,268000,1707275,0,0,0,0,0,0,104028,109000,20000,89000,16028,1000,15028,1811303
2605,新興,1871000,616000,1255000,0,0,0,0,0,0,550446,521000,3000,518000,210885,178439,32446,1805446
2881,富邦金,7712648,5811379,1901269,0,0,0,11000,61563,-50563,-50925,135000,16000,119000,56360,226285,-169925,1799781
5521,工信,2054383,279285,1775098,0,0,0,0,0,0,5000,5000,0,5000,0,0,0,1780098
2030,彰源,2045409,296681,1748728,0,0,0,0,0,0,8848,22848,14000,8848,0,0,0,1757576
9945,潤泰新,3060062,1346000,1714062,0,0,0,0,0,0,38089,19000,0,19000,45930,26841,19089,1752151
2915,潤泰全,1894570,240000,1654570,0,0,0,0,0,0,10601,11000,0,11000,601,1000,-399,1665171
2489,瑞軒,4953000,3298000,1655000,0,0,0,0,3000,-3000,7584,140000,168000,-28000,62289,26705,35584,1659584
6456,GIS-KY,2179503,680000,1499503,0,0,0,0,0,0,101740,16000,0,16000,121470,35730,85740,1601243
2855,統一證,2187126,1582000,605126,0,0,0,1000000,34000,966000,0,0,0,0,0,0,0,1571126
2374,佳能,1819380,376635,1442745,0,0,0,0,0,0,107894,2000,0,2000,112894,7000,105894,1550639
1308,亞聚,1943479,385000,1558479,0,0,0,0,0,0,-12930,3000,10000,-7000,1,5931,-5930,1545549
8081,致新,1808000,384050,1423950,0,0,0,0,0,0,32175,1000,717,283,32892,1000,31892,1456125
3003,健和興,1695000,303000,1392000,0,0,0,0,0,0,44457,30070,0,30070,14387,0,14387,1436457
2454,聯發科,3621118,2230200,1390918,0,0,0,39330,102103,-62773,92167,115390,24000,91390,19382,18605,777,1420312
2376,技嘉,3499451,1128247,2371204,0,0,0,0,1231160,-1231160,278388,106000,8000,98000,245788,65400,180388,1418432
1909,榮成,2171000,762000,1409000,0,0,0,0,0,0,7000,15000,8000,7000,0,0,0,1416000
9907,統一實,1926000,532000,1394000,0,0,0,0,0,0,11000,11000,0,11000,0,0,0,1405000
2340,台亞,2429359,1185318,1244041,0,0,0,0,0,0,151081,171000,26000,145000,14044,7963,6081,1395122
8261,富鼎,2428336,1068000,1360336,0,0,0,0,0,0,15787,0,2000,-2000,66224,48437,17787,1376123
6202,盛群,1872526,550000,1322526,0,0,0,0,0,0,17869,2000,0,2000,36766,20897,15869,1340395
2034,允強,1956574,646433,1310141,0,0,0,0,0,0,11355,3000,2000,1000,11285,930,10355,1321496
2108,南帝,1471000,245232,1225768,0,0,0,0,0,0,87054,10000,11000,-1000,88057,3,88054,1312822
2498,宏達電,2013861,646000,1367861,0,0,0,0,0,0,-55525,54000,3000,51000,43846,150371,-106525,1312336
6443,元晶,2786000,1476000,1310000,0,0,0,0,0,0,2000,12000,10000,2000,0,0,0,1312000
3715,定穎投控,1921000,754000,1167000,0,0,0,0,0,0,138627,33000,0,33000,132627,27000,105627,1305627
2323,中環,2526292,1244000,1282292,0,0,0,0,0,0,19837,62000,44000,18000,2000,163,1837,1302129
5388,中磊,2350889,1274000,1076889,0,0,0,0,0,0,206222,141000,40000,101000,115429,10207,105222,1283111
6451,訊芯-KY,2070251,854313,1215938,0,0,0,0,0,0,4755,7003,1007,5996,22702,23943,-1241,1220693
6919,康霈*,3556971,2393286,1163685,0,0,0,0,0,0,53296,0,0,0,70177,16881,53296,1216981
9914,美利達,3933193,2616000,1317193,0,0,0,0,0,0,-112209,108000,236000,-128000,47937,32146,15791,1204984
5608,四維航,1865000,671000,1194000,0,0,0,0,0,0,0,0,0,0,0,0,0,1194000
1434,福懋,1685484,516000,1169484,0,0,0,0,0,0,10000,10000,0,10000,0,0,0,1179484
3019,亞光,1317000,259000,1058000,0,0,0,0,0,0,97259,32132,522,31610,68751,3102,65649,1155259
4919,新唐,2441355,1401218,1040137,0,0,0,0,0,0,98413,26000,0,26000,99860,27447,72413,1138550
2357,華碩,1238988,625401,613587,0,0,0,466000,3441,462559,-976,13000,0,13000,43638,57614,-13976,1075170
4906,正文,2438050,1445000,993050,0,0,0,0,0,0,81894,10000,0,10000,113162,41268,71894,1074944
2485,兆赫,3122251,2181834,940417,0,0,0,0,0,0,131040,89000,30000,59000,115121,43081,72040,1071457
1210,大成,1382000,647268,734732,0,0,0,49000,0,49000,246489,10000,13511,-3511,250000,0,250000,1030221
2032,新鋼,1175159,165269,1009890,0,0,0,0,0,0,0,0,0,0,0,0,0,1009890
