證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2303,聯電,110051758,44178142,65873616,0,0,0,3800685,48767676,-44966991,5660885,7453000,2521000,4932000,1360135,631250,728885,26567510
8150,南茂,42726490,28899187,13827303,0,0,0,6480000,0,6480000,962067,465044,332039,133005,1457054,627992,829062,21269370
2363,矽統,29939050,10708804,19230246,0,0,0,0,0,0,1170060,175065,21000,154065,1793235,777240,1015995,20400306
2406,國碩,36173650,19335797,16837853,0,0,0,0,0,0,120763,235763,115000,120763,0,0,0,16958616
1303,南亞,21631178,11234453,10396725,0,0,0,4374000,349821,4024179,-1401990,211976,1189986,-978010,236629,660609,-423980,13018914
2881,富邦金,42454909,12923826,29531083,0,0,0,27000,16379308,-16352308,-489506,263000,1561325,-1298325,1465153,656334,808819,12689269
3706,神達,23247377,17971882,5275495,0,0,0,6252000,230000,6022000,507958,300082,135000,165082,761643,418767,342876,11805453
2330,台積電,23132958,15733335,7399623,0,0,0,4989844,247247,4742597,-386238,196998,138000,58998,193968,639204,-445236,11755982
2884,玉山金,49111832,35713110,13398722,0,0,0,243000,5534267,-5291267,2273849,454000,222865,231135,2336007,293293,2042714,10381304
2890,永豐金,21105639,74685264,-53579625,0,0,0,63490000,18732,63471268,390453,132208,146755,-14547,405000,0,405000,10282096
2892,第一金,16562226,107308978,-90746752,0,0,0,98438000,13000,98425000,106434,30000,95210,-65210,314567,142923,171644,7784682
6257,矽格,11335111,4151200,7183911,0,0,0,502133,293000,209133,336020,224956,23000,201956,344195,210131,134064,7729064
8033,雷虎,9960311,2471050,7489261,0,0,0,0,0,0,118567,312567,190000,122567,1000,5000,-4000,7607828
2886,兆豐金,25005073,81866041,-56860968,0,0,0,64202000,15445,64186555,202600,144810,183210,-38400,379000,138000,241000,7528187
2464,盟立,10409732,3391650,7018082,0,0,0,0,178000,-178000,282715,124000,107531,16469,622162,355916,266246,7122797
3005,神基,11232273,4861176,6371097,0,0,0,3449075,3899612,-450537,247614,28390,14919,13471,357244,123101,234143,6168174
2352,佳世達,13602327,16137152,-2534825,0,0,0,8368000,0,8368000,154774,6000,7663,-1663,534914,378477,156437,5987949
2382,廣達,5835696,3724068,2111628,0,0,0,3315650,800680,2514970,43004,6999,15000,-8001,149035,98030,51005,4669602
2449,京元電子,16758472,11545880,5212592,0,0,0,11330,673000,-661670,-154125,349001,333120,15881,242759,412765,-170006,4396797
2515,中工,5984479,1923000,4061479,0,0,0,0,0,0,5206,7118,7000,118,5088,0,5088,4066685
2027,大成鋼,6414861,31645000,-25230139,0,0,0,28018000,1933,28016067,1270848,963000,85000,878000,939431,546583,392848,4056776
2338,光罩,5550255,1579000,3971255,0,0,0,0,0,0,45310,21076,6999,14077,67012,35779,31233,4016565
3605,宏致,5434542,1739190,3695352,0,0,0,0,0,0,224833,66058,2000,64058,216220,55445,160775,3920185
2375,凱美,6502050,2618050,3884000,0,0,0,0,0,0,-27859,36656,2000,34656,338997,401512,-62515,3856141
