證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2344,華邦電,140016745,67924737,72092008,0,0,0,5464000,213000,5251000,308895,593000,186000,407000,1774143,1872248,-98105,77651903
6770,力積電,132284849,62147831,70137018,0,0,0,27000,0,27000,1933261,967000,829000,138000,3068607,1273346,1795261,72097279
2317,鴻海,66954889,14902684,52052205,0,0,0,1235000,23000,1212000,2523107,746058,68000,678058,3145769,1300720,1845049,55787312
1802,台玻,77187480,33974871,43212609,0,0,0,11000,0,11000,1314889,2414000,1033000,1381000,1032768,1098879,-66111,44538498
2303,聯電,100110990,51591112,48519878,0,0,0,2347000,23753000,-21406000,5722745,2509270,419000,2090270,4632087,999612,3632475,32836623
2002,中鋼,61189001,35318847,25870154,0,0,0,0,0,0,3775451,132000,48000,84000,4053575,362124,3691451,29645605
2324,仁寶,124587193,66772580,57814613,0,0,0,75000,30399000,-30324000,1496476,185000,72838,112162,2596215,1211901,1384314,28987089
2409,友達,20357000,2495113,17861887,0,0,0,0,0,0,1086036,42000,18000,24000,2283036,1221000,1062036,18947923
2014,中鴻,14450000,2121100,12328900,0,0,0,0,0,0,275462,82462,10000,72462,207000,4000,203000,12604362
2610,華航,25944200,10741626,15202574,0,0,0,0,2341000,-2341000,-356603,16546,0,16546,286851,660000,-373149,12504971
2027,大成鋼,20649303,8657168,11992135,0,0,0,40000,660000,-620000,749475,103045,17000,86045,980155,316725,663430,12121610
3231,緯創,28980592,17782419,11198173,0,0,0,313000,259000,54000,602297,559000,39000,520000,699842,617545,82297,11854470
2337,旺宏,56044289,43893899,12150390,0,0,0,59000,718000,-659000,-54489,228000,342996,-114996,431273,370766,60507,11436901
2313,華通,35251012,25644998,9606014,0,0,0,840000,0,840000,763759,572992,232207,340785,1275477,852503,422974,11209773
1605,華新,28145085,17075233,11069852,0,0,0,0,0,0,-391214,83000,17000,66000,1050600,1507814,-457214,10678638
2312,金寶,15804175,4211800,11592375,0,0,0,0,2772000,-2772000,1358129,189000,36000,153000,1580425,375296,1205129,10178504
6282,康舒,24513854,17090416,7423438,0,0,0,0,0,0,1979534,593713,604000,-10287,2641904,652083,1989821,9402972
02001R,富邦蘋果反一N,0,0,0,0,0,0,0,0,0,8799000,0,0,0,8969000,170000,8799000,8799000
3576,聯合再生,12925100,4312500,8612600,0,0,0,0,0,0,31000,63000,32000,31000,30000,30000,0,8643600
6443,元晶,15513648,7369650,8143998,0,0,0,0,0,0,389989,417000,28000,389000,130561,129572,989,8533987
2301,光寶科,14625264,7590294,7034970,0,0,0,500000,135000,365000,1106887,191000,6000,185000,1252146,330259,921887,8506857
2369,菱生,15705500,7456300,8249200,0,0,0,0,0,0,194202,24000,15000,9000,483327,298125,185202,8443402
2330,台積電,14339258,10293667,4045591,0,0,0,4426000,297500,4128500,97498,195400,68000,127400,328225,358127,-29902,8271589
