證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
6770,力積電,269033455,148344699,120688756,0,0,0,15000,0,15000,10466555,8047000,1390000,6657000,7291429,3481874,3809555,131170311
2337,旺宏,127234017,45599810,81634207,0,0,0,3000,150000,-147000,665019,434000,271000,163000,2077176,1575157,502019,82152226
2408,南亞科,100590900,38423926,62166974,0,0,0,880330,71000,809330,528489,690000,325000,365000,1898638,1735149,163489,63504793
2356,英業達,62979304,37100912,25878392,0,0,0,7749120,41000,7708120,2067852,789308,87603,701705,2334851,968704,1366147,35654364
2449,京元電子,39837093,16979742,22857351,0,0,0,38074,5084000,-5045926,-322410,378314,602332,-224018,934412,1032804,-98392,17489015
2353,宏碁,34804689,22022120,12782569,0,0,0,41335,939000,-897665,1506837,49760,10000,39760,1975466,508389,1467077,13391741
2618,長榮航,33103567,48442005,-15338438,0,0,0,29054150,765226,28288924,408860,384000,53000,331000,174632,96772,77860,13359346
2610,華航,46046988,33227832,12819156,0,0,0,0,132000,-132000,254594,1000,23000,-22000,335734,59140,276594,12941750
2317,鴻海,34476269,21610259,12866010,0,0,0,212253,82000,130253,-172524,53000,132000,-79000,809629,903153,-93524,12823739
2329,華泰,21900484,10273192,11627292,0,0,0,0,0,0,332487,107000,50000,57000,751726,476239,275487,11959779
2324,仁寶,84111656,64604512,19507144,0,0,0,102065,7828000,-7725935,-553578,62386,570628,-508242,917164,962500,-45336,11227631
6239,力成,28203207,18644328,9558879,0,0,0,21609,1066000,-1044391,121664,346000,200726,145274,2128004,2151614,-23610,8636152
2484,希華,16454070,8280150,8173920,0,0,0,0,0,0,54454,98359,43905,54454,0,0,0,8228374
2886,兆豐金,21044208,22859949,-1815741,0,0,0,9141313,139000,9002313,225482,16999,48000,-31001,304483,48000,256483,7412054
8150,南茂,24007471,16979296,7028175,0,0,0,405000,0,405000,-116131,107870,113015,-5145,891543,1002529,-110986,7317044
1314,中石化,11140000,4170000,6970000,0,0,0,0,0,0,-10778,54222,65000,-10778,0,0,0,6959222
6116,彩晶,73395431,67149200,6246231,0,0,0,0,0,0,345316,105000,109000,-4000,2764054,2414738,349316,6591547
6005,群益證,14959220,8746000,6213220,0,0,0,0,92000,-92000,0,0,0,0,0,0,0,6121220
3149,正達,14270947,8577000,5693947,0,0,0,0,0,0,22025,41093,19068,22025,0,0,0,5715972
3042,晶技,7270071,2411110,4858961,0,0,0,0,0,0,102669,21000,25000,-4000,389514,282845,106669,4961630
1582,信錦,9141110,4752737,4388373,0,0,0,362150,0,362150,-74901,21000,174596,-153596,296036,217341,78695,4675622
3231,緯創,17675274,14738542,2936732,0,0,0,1147568,23000,1124568,286663,363000,86137,276863,461881,452081,9800,4347963
