證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2883,凱基金,65911335,39934599,25976736,0,0,0,80099,3179202,-3099103,2956606,171000,154775,16225,3032450,92069,2940381,25834239
2887,台新新光金,62781474,33146071,29635403,0,0,0,35515,7071000,-7035485,1645999,68000,400960,-332960,2445991,467032,1978959,24245917
2618,長榮航,34899779,20074108,14825671,0,0,0,6393203,73011,6320192,-455600,1128000,472000,656000,929299,2040899,-1111600,20690263
2892,第一金,25147232,13001158,12146074,0,0,0,8694185,998000,7696185,147916,89000,162000,-73000,257916,37000,220916,19990175
2834,臺企銀,20695015,6086687,14608328,0,0,0,2000,18371,-16371,47000,27000,2000,25000,31000,9000,22000,14638957
2882,國泰金,35148166,18106151,17042015,0,0,0,151979,3428286,-3276307,126904,43000,82000,-39000,571048,405144,165904,13892612
2886,兆豐金,15448286,19847361,-4399075,0,0,0,15044505,27723,15016782,2252796,111000,150000,-39000,2294796,3000,2291796,12870503
2890,永豐金,35129703,26796266,8333437,0,0,0,2674941,251687,2423254,2003991,68000,29000,39000,2184150,219159,1964991,12760682
2884,玉山金,39208305,24684203,14524102,0,0,0,516806,3887346,-3370540,1284323,12000,802000,-790000,2298951,224628,2074323,12437885
1314,中石化,64535050,54963023,9572027,0,0,0,0,0,0,296432,1113000,806568,306432,0,10000,-10000,9868459
2885,元大金,26920860,20582979,6337881,0,0,0,1742838,112748,1630090,1453766,40000,14000,26000,1486254,58488,1427766,9421737
1718,中纖,6917130,2229000,4688130,0,0,0,0,0,0,4715000,520000,220000,300000,4415000,0,4415000,9403130
5880,合庫金,11871206,4414822,7456384,0,0,0,11000,23427,-12427,400430,45000,0,45000,355430,0,355430,7844387
2634,漢翔,12381540,4434250,7947290,0,0,0,17000,0,17000,-269615,181000,189000,-8000,147868,409483,-261615,7694675
8112,至上,8706336,4466350,4239986,0,0,0,2972000,36000,2936000,436137,70000,107000,-37000,597939,124802,473137,7612123
6770,力積電,61964525,51984796,9979729,0,0,0,5000,19000,-14000,-2823747,1206000,2977000,-1771000,649582,1702329,-1052747,7141982
2458,義隆,9188950,3866348,5322602,0,0,0,1618000,11188,1606812,193618,142000,78000,64000,272940,143322,129618,7123032
3042,晶技,17461032,9002982,8458050,0,0,0,134000,1000,133000,-1576940,75000,1151000,-1076000,96804,597744,-500940,7014110
2812,台中銀,9824979,2597000,7227979,0,0,0,17000,17517,-517,-317000,17000,0,17000,24000,358000,-334000,6910462
2801,彰銀,10959975,5002409,5957566,0,0,0,1000,41829,-40829,96000,32000,0,32000,65000,1000,64000,6012737
1409,新纖,46796460,40898550,5897910,0,0,0,57000,5000,52000,647,198000,197000,1000,499567,499920,-353,5950557
2105,正新,8742069,3969750,4772319,0,0,0,160000,51430,108570,655442,10000,14000,-4000,668656,9214,659442,5536331
2880,華南金,13308767,10475954,2832813,0,0,0,6000,0,6000,2643855,88000,232000,-144000,2810855,23000,2787855,5482668
1609,大亞,16636485,10870270,5766215,0,0,0,0,0,0,-614216,67000,405335,-338335,271381,547262,-275881,5151999
2867,三商壽,7362000,4691000,2671000,0,0,0,0,0,0,2445000,2448000,3000,2445000,0,0,0,5116000
2889,國票金,5685902,758134,4927768,0,0,0,0,0,0,44000,48000,4000,44000,0,0,0,4971768
2484,希華,22636500,17698780,4937720,0,0,0,0,0,0,-110000,45000,157000,-112000,2000,0,2000,4827720
2327,國巨*,28707025,21421000,7286025,0,0,0,38613,628000,-589387,-2085827,548100,1985200,-1437100,815364,1464091,-648727,4610811
5876,上海商銀,8043300,5542730,2500570,0,0,0,605000,18000,587000,1285000,535000,0,535000,779000,29000,750000,4372570
1216,統一,11685024,8907985,2777039,0,0,0,181000,4517,176483,1328131,231000,0,231000,1135476,38345,1097131,4281653
1710,東聯,8097094,3688260,4408834,0,0,0,0,0,0,-424916,17000,45513,-28513,40050,436453,-396403,3983918
1313,聯成,7882292,3699000,4183292,0,0,0,0,0,0,-219927,28000,84320,-56320,523,164130,-163607,3963365
1909,榮成,6505622,2816500,3689122,0,0,0,0,0,0,104000,121000,17000,104000,0,0,0,3793122
2610,華航,21832351,19205000,2627351,0,0,0,2388000,786375,1601625,-985212,20000,281000,-261000,58000,782212,-724212,3243764
2426,鼎元,15626851,12653000,2973851,0,0,0,0,0,0,3751,10000,6000,4000,281798,282047,-249,2977602
2332,友訊,5928012,3011060,2916952,0,0,0,0,0,0,42989,230000,139000,91000,5000,53011,-48011,2959941
6505,台塑化,6276499,3273140,3003359,0,0,0,0,0,0,-111045,28000,9000,19000,136923,266968,-130045,2892314
3413,京鼎,3348704,2066000,1282704,0,0,0,1511000,0,1511000,64492,45822,103000,-57178,158994,37324,121670,2858196
2881,富邦金,13270997,8611387,4659610,0,0,0,60742,2209920,-2149178,265101,59000,0,59000,330174,124073,206101,2775533
9945,潤泰新,6267854,3408000,2859854,0,0,0,0,91000,-91000,-53053,11000,203440,-192440,143497,4110,139387,2715801
2472,立隆電,4733461,1983421,2750040,0,0,0,3000,10000,-7000,-199378,6000,2000,4000,71565,274943,-203378,2543662
2637,慧洋-KY,3521030,739216,2781814,0,0,0,320000,633267,-313267,18907,12000,5000,7000,26994,15087,11907,2487454
8016,矽創,3724317,1246000,2478317,0,0,0,80000,54793,25207,-29680,31000,24000,7000,81782,118462,-36680,2473844
2375,凱美,5209862,2713300,2496562,0,0,0,0,0,0,-66006,4000,2000,2000,68829,136835,-68006,2430556
2820,華票,3147000,772000,2375000,0,0,0,0,0,0,6000,13000,7000,6000,0,0,0,2381000
3706,神達,3791255,4699015,-907760,0,0,0,4296000,5000,4291000,-1007861,8000,744000,-736000,47930,319791,-271861,2375379
2855,統一證,4981030,3135730,1845300,0,0,0,279000,8155,270845,0,0,0,0,0,0,0,2116145
1477,聚陽,3027831,1382030,1645801,0,0,0,397000,742,396258,-21041,7000,16000,-9000,22301,34342,-12041,2021018
1304,台聚,4167060,2090000,2077060,0,0,0,0,0,0,-101797,51000,51148,-148,85000,186649,-101649,1975263
2103,台橡,5125940,2820911,2305029,0,0,0,0,0,0,-359040,2000,6000,-4000,65648,420688,-355040,1945989
2481,強茂,2291051,1103068,1187983,0,0,0,0,38000,-38000,712672,494987,87996,406991,637631,331950,305681,1862655
8046,南電,8693781,7059788,1633993,0,0,0,790000,425000,365000,-211958,219800,423800,-204000,152731,160689,-7958,1787035
4763,材料*-KY,3726261,1871375,1854886,0,0,0,0,7773,-7773,-90886,27000,0,27000,29212,147098,-117886,1756227
3532,台勝科,3642757,2745045,897712,0,0,0,853300,101000,752300,28287,179000,225000,-46000,222839,148552,74287,1678299
2897,王道銀行,2424380,820547,1603833,0,0,0,66000,0,66000,-11272,7000,18272,-11272,0,0,0,1658561
2377,微星,2626352,3271534,-645182,0,0,0,2384000,10000,2374000,-92704,3000,133000,-130000,491887,454591,37296,1636114
3149,正達,4212534,2614250,1598284,0,0,0,0,0,0,2354,3000,1000,2000,24000,23646,354,1600638
6191,精成科,2672116,3261440,-589324,0,0,0,2226000,0,2226000,-47964,28000,0,28000,38552,114516,-75964,1588712
2646,星宇航空,2205475,690410,1515065,0,0,0,47000,0,47000,886,8000,0,8000,3000,10114,-7114,1562951
2351,順德,5621078,3908600,1712478,0,0,0,40000,2000,38000,-209421,24000,177911,-153911,99465,154975,-55510,1541057
1476,儒鴻,2653151,1181672,1471479,0,0,0,72667,2955,69712,-9777,3000,44100,-41100,36592,5269,31323,1531414
1708,東鹼,4501074,3015000,1486074,0,0,0,0,0,0,-37783,4000,11000,-7000,78278,109061,-30783,1448291
2101,南港,1700759,315000,1385759,0,0,0,0,0,0,3015,2000,1000,1000,2015,0,2015,1388774
2845,遠東銀,3955800,2602000,1353800,0,0,0,0,0,0,26000,33000,0,33000,0,7000,-7000,1379800
2645,長榮航太,3538377,1941955,1596422,0,0,0,7000,0,7000,-264265,13000,200581,-187581,80040,156724,-76684,1339157
2542,興富發,2739509,1753029,986480,0,0,0,633000,0,633000,-307333,6000,13000,-7000,24869,325202,-300333,1312147
3031,佰鴻,2445258,1142000,1303258,0,0,0,0,1000,-1000,574,7000,6426,574,0,0,0,1302832
2515,中工,3256718,1930762,1325956,0,0,0,0,0,0,-42243,13030,48000,-34970,0,7273,-7273,1283713
1444,力麗,2925100,1751000,1174100,0,0,0,0,0,0,80065,87065,7000,80065,0,0,0,1254165
2363,矽統,4647149,2964730,1682419,0,0,0,0,0,0,-435183,3000,0,3000,107713,545896,-438183,1247236
2367,燿華,3621085,2114000,1507085,0,0,0,0,0,0,-267671,4000,88000,-84000,86144,269815,-183671,1239414
6919,康霈*,2354953,1276916,1078037,0,0,0,0,0,0,144050,117375,0,117375,41624,14949,26675,1222087
9907,統一實,2126445,632750,1493695,0,0,0,0,288853,-288853,8869,12000,3131,8869,0,0,0,1213711
6414,樺漢,2282550,874168,1408382,0,0,0,0,4000,-4000,-206415,19000,286393,-267393,114391,53413,60978,1197967
2485,兆赫,2316528,1101000,1215528,0,0,0,0,3000,-3000,-63676,56000,69000,-13000,20087,70763,-50676,1148852
3605,宏致,7197803,5998358,1199445,0,0,0,0,0,0,-114933,7000,9000,-2000,207037,319970,-112933,1084512
3006,晶豪科,6196254,5013557,1182697,0,0,0,0,73000,-73000,-27368,50100,124100,-74000,214116,167484,46632,1082329
2027,大成鋼,4630651,4846000,-215349,0,0,0,661000,13221,647779,597211,23000,0,23000,694995,120784,574211,1029641
2466,冠西電,3182000,2183000,999000,0,0,0,0,0,0,26795,27000,205,26795,0,0,0,1025795
5388,中磊,3903921,3420350,483571,0,0,0,0,95000,-95000,602545,966098,425000,541098,137109,75662,61447,991116
2208,台船,2937100,1954982,982118,0,0,0,0,0,0,3000,4000,1000,3000,0,0,0,985118
6176,瑞儀,3336508,1231115,2105393,0,0,0,12000,1194000,-1182000,-6937,1000,10000,-9000,29843,27780,2063,916456
3665,貿聯-KY,1932204,1907781,24423,0,0,0,850335,1000,849335,38461,53000,17800,35200,190297,187036,3261,912219
