證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
1326,台化,69119214,24818407,44300807,0,0,0,99000,0,99000,-67842,1053314,847000,206314,1046802,1320958,-274156,44331965
2887,台新新光金,60259466,35713146,24546320,0,0,0,7527000,143748,7383252,-282597,950997,1075000,-124003,1211641,1370235,-158594,31646975
1101,台泥,58160985,35518888,22642097,0,0,0,0,1000,-1000,912497,150819,139000,11819,975655,74977,900678,23553594
2883,凱基金,46522851,27561079,18961772,0,0,0,1661000,741237,919763,-237327,173349,343000,-169651,368915,436591,-67676,19644208
8150,南茂,27309974,9936505,17373469,0,0,0,0,4000,-4000,1083256,775000,167000,608000,641971,166715,475256,18452725
1301,台塑,32449392,16849356,15600036,0,0,0,3000,1035000,-1032000,2499138,732936,398100,334836,2544303,380001,2164302,17067174
2892,第一金,29378546,14087902,15290644,0,0,0,3535000,2589743,945257,98793,387000,376883,10117,216419,127743,88676,16334694
2317,鴻海,26082987,12608860,13474127,0,0,0,988000,289237,698763,937747,607000,214090,392910,623579,78742,544837,15110637
2886,兆豐金,23461450,7284504,16176946,0,0,0,2370000,3937583,-1567583,-487869,347000,381527,-34527,44296,497638,-453342,14121494
4958,臻鼎-KY,23838328,16498481,7339847,0,0,0,5752000,59312,5692688,164499,586991,577078,9913,1459150,1304564,154586,13197034
1717,長興,21907439,11054970,10852469,0,0,0,300596,0,300596,1220470,882000,262005,619995,902285,301810,600475,12373535
2812,台中銀,17839779,2662531,15177248,0,0,0,395000,3223000,-2828000,-201000,89000,190000,-101000,0,100000,-100000,12148248
