證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
1303,南亞,31998826,14196569,17802257,0,0,0,579000,5646000,-5067000,1504545,1066417,293000,773417,898227,167099,731128,14239802
8150,南茂,40932634,26283489,14649145,0,0,0,10000,0,10000,-773958,1056000,2024000,-968000,728659,534617,194042,13885187
3016,嘉晶,16756990,8500891,8256099,0,0,0,0,0,0,307378,93000,124000,-31000,519145,180767,338378,8563477
3189,景碩,15321645,8487435,6834210,0,0,0,1094001,110000,984001,517243,588824,181194,407630,815991,706378,109613,8335454
3231,緯創,22876405,15003321,7873084,0,0,0,439000,1393000,-954000,661588,236000,56050,179950,559862,78224,481638,7580672
9105,泰金寶-DR,4739000,425000,4314000,0,0,0,0,0,0,141035,0,0,0,148035,7000,141035,4455035
2027,大成鋼,5738768,3593295,2145473,0,0,0,468000,13000,455000,930169,11000,0,11000,941739,22570,919169,3530642
3702,大聯大,4754124,1895885,2858239,0,0,0,1324000,910000,414000,179238,40000,0,40000,181184,41946,139238,3451477
2492,華新科,6427869,3283336,3144533,0,0,0,1000,0,1000,251770,168550,24000,144550,138319,31099,107220,3397303
3026,禾伸堂,5077460,2147764,2929696,0,0,0,164000,0,164000,3050,43000,56000,-13000,192899,176849,16050,3096746
6672,騰輝電子-KY,5273963,2418050,2855913,0,0,0,0,3000,-3000,87834,52000,8000,44000,176352,132518,43834,2940747
4566,時碩工業,3528844,637430,2891414,0,0,0,0,0,0,6847,5000,0,5000,17847,16000,1847,2898261
2412,中華電,4609185,1746522,2862663,0,0,0,85000,6000,79000,-194020,0,10000,-10000,35000,219020,-184020,2747643
2030,彰源,4128687,1632042,2496645,0,0,0,0,0,0,54197,67197,13000,54197,0,0,0,2550842
2034,允強,3411786,977147,2434639,0,0,0,0,0,0,13248,14000,1000,13000,45312,45064,248,2447887
