證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Unnamed: 19
2393,億光,2921270,1587000,1334270,0,0,0,734000,125815,608185,31280,6000,14000,-8000,65561,26281,39280,1973735,
00753L,中信中國50正2,300000,504000,-204000,0,0,0,0,0,0,2174799,0,0,0,3735000,1560201,2174799,1970799,
8926,台汽電,2954129,1070200,1883929,0,0,0,0,0,0,-24,18976,19000,-24,0,0,0,1883905,
3305,昇貿,2842424,907050,1935374,0,0,0,0,0,0,-53830,7000,72000,-65000,197610,186440,11170,1881544,
2897,王道銀行,2030219,196000,1834219,0,0,0,0,0,0,45000,37000,36000,1000,44000,0,44000,1879219,
2458,義隆,4607101,1813031,2794070,0,0,0,0,959805,-959805,37694,21000,38000,-17000,162315,107621,54694,1871959,
4961,天鈺,2496992,617050,1879942,0,0,0,0,0,0,-13387,1000,2000,-1000,47881,60268,-12387,1866555,
6695,芯鼎,2714400,854000,1860400,0,0,0,0,0,0,1425,11469,10044,1425,0,0,0,1861825,
8210,勤誠,1881305,1114850,766455,0,0,0,1045000,1000,1044000,-8727,13000,41000,-28000,220676,201403,19273,1801728,
2404,漢唐,3265758,1461594,1804164,0,0,0,301000,364000,-63000,54918,154074,144231,9843,180032,134957,45075,1796082,
2312,金寶,13218364,10284000,2934364,0,0,0,0,726000,-726000,-419108,310000,792138,-482138,373590,310560,63030,1789256,
2108,南帝,2345000,593000,1752000,0,0,0,0,0,0,30540,45540,15000,30540,0,0,0,1782540,
2379,瑞昱,3670122,1787691,1882431,0,0,0,0,264000,-264000,117582,32826,20000,12826,356304,251548,104756,1736013,
00757,統一FANG+,295824,18050,277774,0,0,0,0,0,0,1430336,1000,11000,-10000,1466336,26000,1440336,1708110,
3045,台灣大,4305110,1811085,2494025,0,0,0,16000,856738,-840738,4972,138000,28000,110000,12852,117880,-105028,1658259,
6285,啟碁,18226389,16646146,1580243,0,0,0,1037000,750000,287000,-254674,102027,156296,-54269,307568,507973,-200405,1612569,
2610,華航,9108142,7147581,1960561,0,0,0,0,313427,-313427,-37773,70000,70000,0,6000,43773,-37773,1609361,
6446,藥華藥,2418190,908890,1509300,0,0,0,0,0,0,65736,175038,108178,66860,1089,2213,-1124,1575036,
00983A,主動中信ARK創新,34000,752000,-718000,0,0,0,0,0,0,2283702,0,0,0,2630330,346628,2283702,1565702,
3035,智原,3642714,2114420,1528294,0,0,0,0,0,0,-21647,155000,96000,59000,133919,214566,-80647,1506647,
2382,廣達,9014610,7630359,1384251,0,0,0,266000,101149,164851,-46663,205484,149879,55605,33732,136000,-102268,1502439,
4938,和碩,6313193,4386769,1926424,0,0,0,44000,472511,-428511,-18307,158000,33000,125000,26625,169932,-143307,1479606,
3014,聯陽,3080185,1640122,1440063,0,0,0,0,7516,-7516,2331,20398,21088,-690,3021,0,3021,1434878,
00907,永豐優息存股,319000,5000,314000,0,0,0,0,0,0,1070831,0,0,0,1194836,124005,1070831,1384831,
6155,鈞寶,5189800,3798127,1391673,0,0,0,0,0,0,-18547,0,0,0,184983,203530,-18547,1373126,
4904,遠傳,6606258,5693012,913246,0,0,0,1812000,1331000,481000,-48268,52000,29000,23000,12732,84000,-71268,1345978,
2472,立隆電,3147150,1828490,1318660,0,0,0,0,359,-359,237,31000,17000,14000,155682,169445,-13763,1318538,
00885,富邦越南,1178000,802930,375070,0,0,0,0,0,0,941842,164000,0,164000,1728305,950463,777842,1316912,
6919,康霈*,2823627,1507615,1316012,0,0,0,0,0,0,530,24000,24000,0,31348,30818,530,1316542,
2645,長榮航太,1782227,606010,1176217,0,0,0,1000,59000,-58000,127906,51207,21000,30207,117703,20004,97699,1246123,
00923,群益台ESG低碳50,482020,615000,-132980,0,0,0,0,0,0,1368632,0,0,0,2496177,1127545,1368632,1235652,
00934,中信成長高股息,2060000,1235000,825000,0,0,0,0,0,0,388514,0,0,0,3200346,2811832,388514,1213514,
00676R,富邦臺灣加權反1,0,0,0,0,0,0,0,0,0,1152619,0,0,0,3212799,2060180,1152619,1152619,
2338,光罩,7604250,6326200,1278050,0,0,0,0,0,0,-130773,55867,188851,-132984,71325,69114,2211,1147277,
6505,台塑化,5592200,4521225,1070975,0,0,0,70000,5389,64611,3036,113000,118036,-5036,89530,81458,8072,1138622,
6414,樺漢,1654250,436000,1218250,0,0,0,0,60000,-60000,-44068,25357,46418,-21061,23876,46883,-23007,1114182,
2305,全友,1367000,284000,1083000,0,0,0,0,0,0,-7379,27475,34854,-7379,0,0,0,1075621,
3532,台勝科,4746056,4209783,536273,0,0,0,863000,0,863000,-335038,64000,323000,-259000,39885,115923,-76038,1064235,
6789,采鈺,3073715,2028067,1045648,0,0,0,13000,0,13000,-5772,17000,25000,-8000,115115,112887,2228,1052876,
2201,裕隆,2120222,1115090,1005132,0,0,0,0,0,0,-5681,15000,23000,-8000,5618,3299,2319,999451,
00633L,富邦上証正2,836000,1784000,-948000,0,0,0,0,0,0,1927554,0,0,0,3373000,1445446,1927554,979554,
00706L,期元大S&P日圓正2,0,0,0,0,0,0,0,0,0,975342,0,0,0,1007342,32000,975342,975342,
00924,復華S&P500成長,372027,17000,355027,0,0,0,0,0,0,616199,0,0,0,918999,302800,616199,971226,
3545,敦泰,2520000,1670098,849902,0,0,0,0,0,0,104334,6000,5000,1000,141198,37864,103334,954236,
00965,元大航太防衛科技,380000,46000,334000,0,0,0,0,600000,-600000,1215511,0,1000000,-1000000,2674382,458871,2215511,949511,
009817,國泰日本不動產,342000,53000,289000,0,0,0,0,0,0,638044,0,0,0,1152000,513956,638044,927044,
2633,台灣高鐵,3458280,2544098,914182,0,0,0,0,7500,-7500,16000,30000,29000,1000,31000,16000,15000,922682,
6214,精誠,1218288,306086,912202,0,0,0,0,0,0,1288,4300,4000,300,2310,1322,988,913490,
2328,廣宇,3046100,1960000,1086100,0,0,0,0,0,0,-205581,45000,99000,-54000,10000,161581,-151581,880519,
00712,復華富時不動產,2472,3000,-528,0,0,0,0,0,0,851197,0,0,0,857999,6802,851197,850669,
009811,統一美國50,953000,26000,927000,0,0,0,0,0,0,-85100,0,0,0,689690,774790,-85100,841900,
009801,中信美國創新科技,10000,72000,-62000,0,0,0,0,0,0,899501,0,130000,-130000,1481074,451573,1029501,837501,
2630,亞航,1150999,359000,791999,0,0,0,0,0,0,-7893,0,0,0,25999,33892,-7893,784106,
006208,富邦台50,1728594,716137,1012457,0,0,0,0,0,0,-234006,0,0,0,1420285,1654291,-234006,778451,
00971,野村美國研發龍頭,54000,8000,46000,0,0,0,0,0,0,731375,0,0,0,739375,8000,731375,777375,
8996,高力,1917061,1162255,754806,0,0,0,132000,154401,-22401,36918,172096,137178,34918,2000,0,2000,769323,
00634R,富邦上証反1,0,0,0,0,0,0,0,0,0,768000,0,0,0,867000,99000,768000,768000,
2208,台船,3166011,2060867,1105144,0,0,0,0,4000,-4000,-335000,13000,348000,-335000,0,0,0,766144,
6196,帆宣,2326260,1616401,709859,0,0,0,0,222,-222,49060,11000,4000,7000,126831,84771,42060,758697,
00708L,期元大S&P黃金正2,31000,105000,-74000,0,0,0,0,0,0,826970,0,0,0,1110707,283737,826970,752970,
6669,緯穎,1490416,1560614,-70198,0,0,0,769401,2162,767239,55009,24700,27000,-2300,188209,130900,57309,752050,
4967,十銓,5713678,4854937,858741,0,0,0,0,0,0,-109593,6000,90850,-84850,105518,130261,-24743,749148,
6206,飛捷,1718018,1004000,714018,0,0,0,0,6931,-6931,34699,26000,4000,22000,59593,46894,12699,741786,
3013,晟銘電,1322822,705000,617822,0,0,0,0,0,0,107065,3000,8000,-5000,120674,8609,112065,724887,
00989A,主動摩根美國科技,15000,161000,-146000,0,0,0,0,0,0,865644,0,0,0,1291142,425498,865644,719644,
2727,王品,872710,93000,779710,0,0,0,48000,117243,-69243,1597,1000,1000,0,1960,363,1597,712064,
00985A,主動野村台灣50,1453000,1400000,53000,0,0,0,0,0,0,643605,0,15000,-15000,4168009,3509404,658605,696605,
00945B,凱基美國非投等債,0,903000,-903000,0,0,0,0,0,0,1595964,0,0,0,2265000,669036,1595964,692964,
5607,遠雄港,1084150,356040,728110,0,0,0,0,0,0,-38979,21,39000,-38979,0,0,0,689131,
00936,台新永續高息中小,217000,216000,1000,0,0,0,0,0,0,674539,0,0,0,2555805,1881266,674539,675539,
6443,元晶,1175000,507450,667550,0,0,0,0,0,0,4000,0,4000,-4000,8000,0,8000,671550,
2646,星宇航空,1350228,679000,671228,0,0,0,0,0,0,-4017,38000,38635,-635,618,4000,-3382,667211,
6197,佳必琪,1899338,1185000,714338,0,0,0,0,0,0,-58700,26320,44621,-18301,34155,74554,-40399,655638,
6426,統新,1507000,924100,582900,0,0,0,0,0,0,66910,66910,0,66910,0,0,0,649810,
00670L,富邦NASDAQ正2,0,12000,-12000,0,0,0,0,0,0,655968,0,37000,-37000,772581,79613,692968,643968,
00735,國泰臺韓科技,445040,191000,254040,0,0,0,0,0,0,376396,3000,0,3000,1218696,845300,373396,630436,
2428,興勤,1767939,1164000,603939,0,0,0,0,0,0,23950,11000,1082,9918,42440,28408,14032,627889,
2059,川湖,503669,101366,402303,0,0,0,236665,0,236665,-13448,14000,19030,-5030,46457,54875,-8418,625520,
00717,富邦美國特別股,584000,6000,578000,0,0,0,0,0,0,37000,0,0,0,38000,1000,37000,615000,
6781,AES-KY,1221913,630976,590937,0,0,0,1,0,1,18665,14235,24655,-10420,96677,67592,29085,609603,
2912,統一超,2796011,2109826,686185,0,0,0,0,83951,-83951,-2003,12000,12000,0,997,3000,-2003,600231,
3665,貿聯-KY,1164483,632760,531723,0,0,0,204000,183000,21000,-4691,17317,23200,-5883,25634,24442,1192,548032,
8163,達方,1790209,1310000,480209,0,0,0,0,0,0,57520,63928,51059,12869,45709,1058,44651,537729,
00895,富邦未來車,282000,56000,226000,0,0,0,0,0,0,298594,0,216000,-216000,521594,7000,514594,524594,
2330,台積電,18585696,19443369,-857673,0,0,0,1451008,182016,1268992,107646,362000,455200,-93200,497603,296757,200846,518965,
8454,富邦媒,865212,539758,325454,0,0,0,161000,0,161000,51,5590,6000,-410,461,0,461,486505,
6449,鈺邦,885222,416055,469167,0,0,0,0,179,-179,8253,1000,0,1000,47587,40334,7253,477241,
2455,全新,1009065,503045,506020,0,0,0,7000,0,7000,-41053,61000,111000,-50000,49922,40975,8947,471967,
1809,中釉,6342055,5873000,469055,0,0,0,0,0,0,1000,2000,1000,1000,0,0,0,470055,
4912,聯德控股-KY,936821,473836,462985,0,0,0,0,0,0,0,0,0,0,0,0,0,462985,
6753,龍德造船,1060160,688100,372060,0,0,0,0,0,0,84027,31000,36000,-5000,113469,24442,89027,456087,
009800,中信NASDAQ,11040,11000,40,0,0,0,0,0,0,441590,0,0,0,581600,140010,441590,441630,
3209,全科,947112,498000,449112,0,0,0,0,2960,-2960,-5016,2000,4033,-2033,2057,5040,-2983,441136,
6805,富世達,1277550,1036355,241195,0,0,0,201200,6000,195200,3561,25806,28018,-2212,42124,36351,5773,439956,
3592,瑞鼎,983500,781130,202370,0,0,0,210000,3484,206516,11729,1000,5000,-4000,36783,21054,15729,420615,
6177,達麗,800011,393000,407011,0,0,0,0,0,0,13000,13000,0,13000,0,0,0,420011,
3019,亞光,2318088,1947240,370848,0,0,0,0,497,-497,49099,45996,34819,11177,69463,31541,37922,419450,
3055,蔚華科,2657700,2338750,318950,0,0,0,0,0,0,96168,14104,34512,-20408,183315,66739,116576,415118,
8114,振樺電,833016,466450,366566,0,0,0,0,0,0,46338,41178,5000,36178,20776,10616,10160,412904,
3704,合勤控,920000,507000,413000,0,0,0,0,0,0,-5000,5000,7000,-2000,0,3000,-3000,408000,
2385,群光,1693131,1967647,-274516,0,0,0,1232000,502689,729311,-47659,9000,19000,-10000,12444,50103,-37659,407136,
1563,巧新,524000,121000,403000,0,0,0,0,0,0,0,0,0,0,0,0,0,403000,
2049,上銀,3002000,2464136,537864,0,0,0,0,276,-276,-138846,106000,130000,-24000,65839,180685,-114846,398742,
3550,聯穎,1148700,754500,394200,0,0,0,0,0,0,179,7000,6821,179,0,0,0,394379,
00701,國泰股利精選30,40000,23000,17000,0,0,0,0,0,0,370589,0,0,0,695245,324656,370589,387589,
4722,國精化,2800732,2308400,492332,0,0,0,0,0,0,-111859,15494,1000,14494,152421,278774,-126353,380473,
3533,嘉澤,1101316,765363,335953,0,0,0,97001,6000,91001,-50442,5000,31800,-26800,14522,38164,-23642,376512,
3515,華擎,445000,334030,110970,0,0,0,0,0,0,261996,2000,2000,0,276209,14213,261996,372966,
3413,京鼎,1299820,958095,341725,0,0,0,0,0,0,20662,1000,1000,0,33374,12712,20662,362387,
00639,富邦深100,159000,164000,-5000,0,0,0,0,0,0,361722,0,0,0,522000,160278,361722,356722,
3016,嘉晶,676000,415100,260900,0,0,0,0,0,0,86969,4500,4000,500,105000,18531,86469,347869,
2548,華固,687017,796296,-109279,0,0,0,414000,0,414000,38837,49000,9353,39647,0,810,-810,343558,
2520,冠德,591000,246000,345000,0,0,0,0,0,0,-3880,20358,28002,-7644,4764,1000,3764,341120,
6409,旭隼,1011077,704466,306611,0,0,0,0,2000,-2000,36427,1015,1000,15,40221,3809,36412,341038,
00733,富邦臺灣中小,1219000,400064,818936,0,0,0,0,0,0,-479834,0,0,0,308146,787980,-479834,339102,
9910,豐泰,1365245,1583135,-217890,0,0,0,592000,18137,573863,-25050,14000,37050,-23050,0,2000,-2000,330923,
00763U,期街口道瓊銅,137000,10000,127000,0,0,0,0,0,0,203625,0,0,0,217235,13610,203625,330625,
3661,世芯-KY,1255908,1065369,190539,0,0,0,124000,7000,117000,10333,30300,22000,8300,95986,93953,2033,317872,
3135,凌航,2465610,2128000,337610,0,0,0,0,0,0,-22395,17538,19933,-2395,0,20000,-20000,315215,
2069,運錩,386017,71000,315017,0,0,0,0,0,0,-3000,0,3000,-3000,0,0,0,312017,
6526,達發,2039080,2025347,13733,0,0,0,347000,0,347000,-49670,15833,32100,-16267,126452,159855,-33403,311063,
2436,偉詮電,2033938,1544000,489938,0,0,0,0,0,0,-181488,17000,36707,-19707,5000,166781,-161781,308450,
1590,亞德客-KY,1437162,1117026,320136,0,0,0,2000,0,2000,-15000,26000,36151,-10151,6796,11645,-4849,307136,
2478,大毅,3577068,3209383,367685,0,0,0,0,0,0,-61924,5000,3000,2000,6534,70458,-63924,305761,
1307,三芳,324000,494000,-170000,0,0,0,153582,0,153582,320006,0,0,0,320006,0,320006,303588,
4178,永笙-KY,301000,6000,295000,0,0,0,0,0,0,-640,0,640,-640,0,0,0,294360,
00893,國泰智能電動車,15000,16000,-1000,0,0,0,0,0,0,294313,0,0,0,331000,36687,294313,293313,
00926,凱基全球菁英55,6000,0,6000,0,0,0,0,0,0,280945,0,0,0,517000,236055,280945,286945,
009818,華南永昌NASDAQxT,3182,13000,-9818,0,0,0,0,0,0,290089,0,0,0,322089,32000,290089,280271,
006205,富邦上証,0,1000,-1000,0,0,0,0,0,0,277351,0,0,0,369098,91747,277351,276351,
00731,復華富時高息低波,324000,7131,316869,0,0,0,0,0,0,-42743,0,0,0,372057,414800,-42743,274126,
1810,和成,816000,530115,285885,0,0,0,0,15606,-15606,796,5000,4204,796,0,0,0,271075,
6192,巨路,407020,46000,361020,0,0,0,0,0,0,-94078,1022,101000,-99978,5900,0,5900,266942,
00951,台新日本半導體,25000,259000,-234000,0,0,0,0,0,0,497235,0,0,0,1042000,544765,497235,263235,
00960,野村全球航運龍頭,0,63000,-63000,0,0,0,0,0,0,326097,0,0,0,531000,204903,326097,263097,
7769,鴻勁,703651,421972,281679,0,0,0,85000,106000,-21000,-8711,24440,32330,-7890,7449,8270,-821,251968,
6830,汎銓,855057,597255,257802,0,0,0,0,0,0,-12074,1233,0,1233,71253,84560,-13307,245728,
2360,致茂,2903833,2655783,248050,0,0,0,115002,43327,71675,-74293,12000,85600,-73600,34412,35105,-693,245432,
2302,麗正,470033,227000,243033,0,0,0,0,0,0,-1000,1000,2000,-1000,0,0,0,242033,
2015,豐興,392098,110000,282098,0,0,0,0,36000,-36000,-7000,8000,15000,-7000,0,0,0,239098,
1444,力麗,266038,27000,239038,0,0,0,0,0,0,0,13000,13000,0,0,0,0,239038,
2352,佳世達,2188000,1950502,237498,0,0,0,0,0,0,-6422,4000,9000,-5000,1000,2422,-1422,231076,
2332,友訊,1595000,1385000,210000,0,0,0,0,0,0,7906,24000,16094,7906,0,0,0,217906,
00692,富邦公司治理,136000,269000,-133000,0,0,0,0,0,0,349684,0,0,0,869874,520190,349684,216684,
3716,中化控股,441067,227000,214067,0,0,0,0,0,0,0,0,0,0,0,0,0,214067,
2836,高雄銀,433089,198000,235089,0,0,0,0,0,0,-23000,34000,57000,-23000,0,0,0,212089,
3057,喬鼎,312522,100000,212522,0,0,0,0,0,0,-2000,0,2000,-2000,0,0,0,210522,
2440,太空梭,426069,225000,201069,0,0,0,0,0,0,2000,3000,1000,2000,0,0,0,203069,
2883B,凱基金乙特,203000,0,203000,0,0,0,0,0,0,0,0,0,0,0,0,0,203000,
4566,時碩工業,556051,354000,202051,0,0,0,0,0,0,42,3000,2958,42,0,0,0,202093,
00905,FT臺灣Smart,164000,223000,-59000,0,0,0,0,0,0,259803,0,0,0,896424,636621,259803,200803,
9934,成霖,436769,234000,202769,0,0,0,0,0,0,-3000,0,3000,-3000,0,0,0,199769,
9940,信義,330000,116000,214000,0,0,0,0,0,0,-16000,10000,26000,-16000,0,0,0,198000,
8045,達運光電,249756,53000,196756,0,0,0,0,0,0,671,1000,838,162,1002,493,509,197427,
1460,宏遠,333024,133000,200024,0,0,0,0,0,0,-4000,0,4000,-4000,0,0,0,196024,
2101,南港,467172,268942,198230,0,0,0,0,0,0,-8000,9000,9000,0,5000,13000,-8000,190230,
1626,艾美特-KY,215000,27000,188000,0,0,0,0,0,0,2000,2000,0,2000,0,0,0,190000,
5222,全訊,419000,245000,174000,0,0,0,0,1000,-1000,16730,3019,2616,403,24815,8488,16327,189730,
7788,松川精密,381642,191000,190642,0,0,0,0,0,0,-1848,0,0,0,5950,7798,-1848,188794,
00949,復華日本龍頭,117000,89565,27435,0,0,0,0,0,0,160516,0,0,0,1551117,1390601,160516,187951,
6768,志強-KY,638086,573000,65086,0,0,0,130000,8714,121286,1000,0,5913,-5913,10817,3904,6913,187372,
00770,國泰北美科技,165000,4000,161000,0,0,0,0,0,0,20698,0,0,0,116698,96000,20698,181698,
5471,松翰,666000,483000,183000,0,0,0,0,0,0,-4000,2000,6000,-4000,0,0,0,179000,
