證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Unnamed: 19
00919,群益台灣精選高息,43094862,14030780,29064082,0,0,0,0,0,0,102020608,790000,0,790000,107818373,6587765,101230608,131084690,
3481,群創,295537054,198970851,96566203,0,0,0,3706000,0,3706000,604009,3989000,4104000,-115000,3778120,3059111,719009,100876212,
0056,元大高股息,57520685,11022686,46497999,0,0,0,0,0,0,11678483,172000,49000,123000,11850491,295008,11555483,58176482,
00940,元大台灣價值高息,14062000,9038565,5023435,0,0,0,0,0,0,46762407,90000,0,90000,52051516,5379109,46672407,51785842,
00918,大華優利高填息30,10956260,1977000,8979260,0,0,0,0,0,0,36649492,0,0,0,37512339,862847,36649492,45628752,
2881,富邦金,50261729,12762451,37499278,0,0,0,612000,7460620,-6848620,221686,476161,255000,221161,541525,541000,525,30872344,
2317,鴻海,68898629,38809150,30089479,0,0,0,378000,35824,342176,-1500275,471000,555608,-84608,617610,2033277,-1415667,28931380,
00929,復華台灣科技優息,15482110,23443500,-7961390,0,0,0,0,0,0,30550755,392000,0,392000,34886726,4727971,30158755,22589365,
2892,第一金,36575757,17461596,19114161,0,0,0,90000,1400,88600,151187,203351,229000,-25649,244836,68000,176836,19353948,
2883,凱基金,38568828,20673842,17894986,0,0,0,774000,416000,358000,-133596,685115,472000,213115,532435,879146,-346711,18119390,
009820,元大納斯達克精選,12073300,880000,11193300,0,0,0,0,0,0,6884045,596000,0,596000,7446658,1158613,6288045,18077345,
1216,統一,26622299,9681652,16940647,0,0,0,2698000,1930511,767489,-78280,66000,109000,-43000,182720,218000,-35280,17629856,
4906,正文,34576679,18066000,16510679,0,0,0,0,0,0,138688,84000,233036,-149036,752188,464464,287724,16649367,
00713,元大台灣高息低波,1638545,1475724,162821,0,0,0,0,0,0,14225315,0,0,0,14395315,170000,14225315,14388136,
00900,富邦特選高股息30,7621001,1279287,6341714,0,0,0,0,0,0,7430103,0,0,0,9051777,1621674,7430103,13771817,
2027,大成鋼,17275287,4333129,12942158,0,0,0,200000,916000,-716000,1380744,1660488,590000,1070488,811253,500997,310256,13606902,
00878,國泰永續高股息,7405939,10000900,-2594961,0,0,0,0,0,0,15932914,1490000,10000,1480000,39755086,25302172,14452914,13337953,
00915,凱基優選高股息30,3645000,619000,3026000,0,0,0,0,0,0,9280814,190000,0,190000,11217751,2126937,9090814,12306814,
2890,永豐金,25748186,13554604,12193582,0,0,0,553000,160338,392662,-453886,190000,184504,5496,177243,636625,-459382,12132358,
2886,兆豐金,17880204,6159921,11720283,0,0,0,10000,6890,3110,-153687,167000,176000,-9000,223313,368000,-144687,11569706,
00632R,元大台灣50反1,5015000,4880000,135000,0,0,0,0,0,0,11243866,999000,453000,546000,28608086,17910220,10697866,11378866,
6282,康舒,24689129,13887557,10801572,0,0,0,0,0,0,247059,178000,293000,-115000,1211697,849638,362059,11048631,
2882,國泰金,30495163,14251362,16243801,0,0,0,60000,6318078,-6258078,661231,720039,233000,487039,462192,288000,174192,10646954,
6116,彩晶,34214150,23784000,10430150,0,0,0,0,0,0,8192,87000,216000,-129000,343583,206391,137192,10438342,
00680L,元大美債20正2,0,0,0,0,0,0,0,0,0,10183384,0,0,0,11634000,1450616,10183384,10183384,
00882,中信中國高股息,1768000,131000,1637000,0,0,0,0,0,0,7782484,0,0,0,7826455,43971,7782484,9419484,
3450,聯鈞,19732377,10363490,9368887,0,0,0,0,0,0,-136351,408025,453000,-44975,306179,397555,-91376,9232536,
2356,英業達,22528495,12814997,9713498,0,0,0,7000,159000,-152000,-580713,103619,71000,32619,59952,673284,-613332,8980785,
2363,矽統,15051123,6536650,8514473,0,0,0,0,0,0,262935,62067,9000,53067,390087,180219,209868,8777408,
5388,中磊,11395000,3460500,7934500,0,0,0,0,0,0,269926,46887,36562,10325,348481,88880,259601,8204426,
3231,緯創,22719291,15275193,7444098,0,0,0,7000,34000,-27000,87665,272001,134000,138001,460766,511102,-50336,7504763,
3033,威健,11432660,3620000,7812660,0,0,0,0,28631,-28631,-372996,123000,663373,-540373,334256,166879,167377,7411033,
2327,國巨*,35464460,34797022,667438,0,0,0,6223000,125844,6097156,51921,468000,276687,191313,1119181,1258573,-139392,6816515,
3006,晶豪科,17717666,11410219,6307447,0,0,0,0,0,0,-159342,86000,256000,-170000,295793,285135,10658,6148105,
8112,至上,12284350,6795000,5489350,0,0,0,0,503998,-503998,973600,88595,131879,-43284,1538179,521295,1016884,5958952,
2884,玉山金,31644653,15858591,15786062,0,0,0,40000,9046898,-9006898,-836494,207000,893536,-686536,247820,397778,-149958,5942670,
2885,元大金,16460924,11959680,4501244,0,0,0,1100000,811900,288100,111867,197000,14388,182612,326002,396747,-70745,4901211,
2313,華通,31137122,27257027,3880095,0,0,0,892000,0,892000,29766,615357,684000,-68643,663160,564751,98409,4801861,
2891,中信金,40292600,31529397,8763203,0,0,0,1122000,4858286,-3736286,-241795,527038,318000,209038,839957,1290790,-450833,4785122,
00738U,期元大道瓊白銀,1857015,438100,1418915,0,0,0,0,0,0,3021546,2000,49000,-47000,4117068,1048522,3068546,4440461,
00646,元大S&P500,2232645,14100,2218545,0,0,0,0,0,0,2173971,0,0,0,4044000,1870029,2173971,4392516,
2542,興富發,6644270,2312000,4332270,0,0,0,21000,0,21000,-12569,38000,42000,-4000,8431,17000,-8569,4340701,
2376,技嘉,10697454,6602819,4094635,0,0,0,1000,109000,-108000,37145,191911,297092,-105181,583320,440994,142326,4023780,
2451,創見,10063438,5802334,4261104,0,0,0,0,383690,-383690,74285,61836,13311,48525,167872,142112,25760,3951699,
2301,光寶科,50178917,40119541,10059376,0,0,0,180000,4987472,-4807472,-1341233,127906,91000,36906,943833,2321972,-1378139,3910671,
00953B,群益優選非投等債,940000,230000,710000,0,0,0,0,0,0,2971000,0,0,0,6237000,3266000,2971000,3681000,
2103,台橡,7222000,3636013,3585987,0,0,0,0,0,0,28804,187672,154636,33036,5000,9232,-4232,3614791,
2867,三商壽,2711000,1749000,962000,0,0,0,0,0,0,2652000,2725000,73000,2652000,0,0,0,3614000,
00939,統一台灣高息動能,3506050,1179000,2327050,0,0,0,0,0,0,1030072,0,60000,-60000,3911785,2821713,1090072,3357122,
3026,禾伸堂,5197730,4432278,765452,0,0,0,2291000,146000,2145000,257289,281000,141400,139600,255101,137412,117689,3167741,
3034,聯詠,8252473,6227272,2025201,0,0,0,904000,257891,646109,312733,73820,80932,-7112,764863,445018,319845,2984043,
2395,研華,7912959,5142640,2770319,0,0,0,49000,0,49000,-16631,29000,28000,1000,62528,80159,-17631,2802688,
8033,雷虎,4566100,1939010,2627090,0,0,0,0,0,0,58000,132000,73000,59000,1000,2000,-1000,2685090,
2351,順德,4735130,2024000,2711130,0,0,0,0,0,0,-47826,35000,104572,-69572,215452,193706,21746,2663304,
2606,裕民,4768104,1554698,3213406,0,0,0,1000,568000,-567000,-18260,10000,57000,-47000,60916,32176,28740,2628146,
00932,兆豐永續高息等權,127000,622000,-495000,0,0,0,0,0,0,3079430,0,0,0,3463571,384141,3079430,2584430,
3714,富采,19496467,17028514,2467953,0,0,0,0,0,0,82199,163000,27662,135338,150094,203233,-53139,2550152,
3048,益登,4500155,2200743,2299412,0,0,0,0,0,0,207592,4000,4466,-466,271900,63842,208058,2507004,
2377,微星,6393089,3833112,2559977,0,0,0,6000,0,6000,-90285,132000,83018,48982,46874,186141,-139267,2475692,
6165,浪凡,3195000,803000,2392000,0,0,0,0,0,0,0,1000,1000,0,0,0,0,2392000,
2357,華碩,5556161,2336342,3219819,0,0,0,224000,1220764,-996764,47746,55700,14000,41700,143752,137706,6046,2270801,
5521,工信,5196100,2944000,2252100,0,0,0,0,0,0,4000,22000,18000,4000,0,0,0,2256100,
009813,貝萊德標普卓越50,124000,31000,93000,0,0,0,0,0,0,2135000,0,0,0,2135000,0,2135000,2228000,
00688L,國泰20年美債正2,39000,124000,-85000,0,0,0,0,0,0,2282601,0,0,0,2374000,91399,2282601,2197601,
00930,永豐ESG低碳高息,556000,353000,203000,0,0,0,0,0,0,1963518,0,0,0,4384547,2421029,1963518,2166518,
2634,漢翔,4213094,2225000,1988094,0,0,0,0,5000,-5000,67983,21000,11000,10000,83156,25173,57983,2051077,
3706,神達,5278160,3205198,2072962,0,0,0,0,1902,-1902,-26746,182000,145000,37000,38603,102349,-63746,2044314,
00909,國泰數位支付服務,1566000,280000,1286000,0,0,0,0,0,0,754544,25000,0,25000,1050364,320820,729544,2040544,
