證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2409,友達,264366321,86696189,177670132,0,0,0,38703,347650,-308947,3434906,2271990,949000,1322990,4613771,2501855,2111916,180796091
6116,彩晶,58752671,35672240,23080431,0,0,0,0,0,0,375945,158000,134000,24000,684078,332133,351945,23456376
2887,台新新光金,51745875,32639746,19106129,0,0,0,3596772,194000,3402772,93367,72346,384,71962,1754405,1733000,21405,22602268
3016,嘉晶,16478607,2519825,13958782,0,0,0,0,0,0,-40512,1000,22000,-21000,24137,43649,-19512,13918270
2890,永豐金,40767984,35083803,5684181,0,0,0,5347239,144235,5203004,114444,45000,0,45000,199444,130000,69444,11001629
2834,臺企銀,25474533,15629720,9844813,0,0,0,8000,124315,-116315,34453,36000,8000,28000,6453,0,6453,9762951
3706,神達,16041259,10805100,5236159,0,0,0,4151000,4000,4147000,62887,31000,171000,-140000,329788,126901,202887,9446046
1402,遠東新,7691136,15192804,-7501668,0,0,0,16597233,28000,16569233,-59156,18000,107000,-89000,31541,1697,29844,9008409
2892,第一金,21522532,28349133,-6826601,0,0,0,15309513,53000,15256513,356238,41000,8000,33000,402905,79667,323238,8786150
2352,佳世達,14458400,12035092,2423308,0,0,0,5647000,0,5647000,146336,122689,7000,115689,190000,159353,30647,8216644
4938,和碩,16953515,9034561,7918954,0,0,0,2771582,4276000,-1504418,474330,11000,3000,8000,555723,89393,466330,6888866
2105,正新,10924350,4190000,6734350,0,0,0,6000,305355,-299355,92826,17000,22,16978,79915,4067,75848,6527821
2891,中信金,27255289,22663778,4591511,0,0,0,4352183,3209583,1142600,745711,77000,21395,55605,876224,186118,690106,6479822
1301,台塑,11845005,5857135,5987870,0,0,0,0,10000,-10000,-1852,110000,50723,59277,211896,273025,-61129,5976018
1802,台玻,19469415,14566700,4902715,0,0,0,0,6000,-6000,923578,307000,308000,-1000,1051693,127115,924578,5820293
1314,中石化,10109277,4371166,5738111,0,0,0,0,0,0,-62706,49000,111706,-62706,0,0,0,5675405
2377,微星,8818288,7091300,1726988,0,0,0,4006369,3000,4003369,-67172,64534,43800,20734,241646,329552,-87906,5663185
1303,南亞,8720157,9346094,-625937,0,0,0,7522877,17000,7505877,-1269880,389000,1429617,-1040617,234184,463447,-229263,5610060
2609,陽明,12748082,7317776,5430306,0,0,0,6348,67880,-61532,175242,26095,13853,12242,272000,109000,163000,5544016
2002,中鋼,18402395,13735417,4666978,0,0,0,0,50000,-50000,21329,48623,0,48623,99000,126294,-27294,4638307
2883,凱基金,48679953,40431154,8248799,0,0,0,3213778,5556764,-2342986,-1274240,171000,319221,-148221,521503,1647522,-1126019,4631573
4763,材料*-KY,6213740,2057307,4156433,0,0,0,0,2000,-2000,357322,192972,8000,184972,174350,2000,172350,4511755
1717,長興,5589727,1776000,3813727,0,0,0,470000,4000,466000,163265,5000,98000,-93000,269629,13364,256265,4442992
2327,國巨*,21041088,17888813,3152275,0,0,0,1922072,125649,1796423,-526439,380000,782300,-402300,181720,305859,-124139,4422259
8046,南電,9265720,6906838,2358882,0,0,0,2191125,285000,1906125,44003,363000,312600,50400,149653,156050,-6397,4309010
5880,合庫金,13097025,9308352,3788673,0,0,0,260114,179152,80962,238275,42000,0,42000,242275,46000,196275,4107910
2851,中再保,5225000,1237000,3988000,0,0,0,1000,0,1000,8000,8000,5000,3000,5000,0,5000,3997000
2371,大同,5598684,2063250,3535434,0,0,0,2000,0,2000,232298,6000,10000,-4000,271319,35021,236298,3769732
1718,中纖,5575000,2145000,3430000,0,0,0,0,0,0,119930,498518,417000,81518,38412,0,38412,3549930
6191,精成科,7411440,6928125,483315,0,0,0,2795000,2000,2793000,102881,117000,106199,10801,432390,340310,92080,3379196
1216,統一,6116084,4885151,1230933,0,0,0,1738886,59000,1679886,311093,44924,12017,32907,280186,2000,278186,3221912
2801,彰銀,15195921,11773951,3421970,0,0,0,10000,202806,-192806,-76000,39000,2000,37000,0,113000,-113000,3153164
2880,華南金,10945643,12239722,-1294079,0,0,0,9737369,6029000,3708369,676169,48000,4858,43142,643272,10245,633027,3090459
2886,兆豐金,18436015,19890942,-1454927,0,0,0,4191872,237910,3953962,552668,41000,0,41000,677668,166000,511668,3051703
2382,廣達,4681642,5376779,-695137,0,0,0,2946079,15549,2930530,265176,75371,1543,73828,205438,14090,191348,2500569
2406,國碩,4135000,2020140,2114860,0,0,0,0,0,0,231422,1000,9000,-8000,239422,0,239422,2346282
2845,遠東銀,3764211,10456000,-6691789,0,0,0,8913000,15260,8897740,-59000,17000,76000,-59000,0,0,0,2146951
2356,英業達,9558956,11824012,-2265056,0,0,0,4684180,27000,4657180,-248264,49000,430357,-381357,339099,206006,133093,2143860
9914,美利達,3814540,1789384,2025156,0,0,0,0,1000,-1000,23108,22350,42112,-19762,54063,11193,42870,2047264
2812,台中銀,4047300,2076699,1970601,0,0,0,12000,106083,-94083,29000,29000,0,29000,0,0,0,1905518
2027,大成鋼,4092851,4549210,-456359,0,0,0,2463000,77500,2385500,-92695,68226,148000,-79774,185150,198071,-12921,1836446
3605,宏致,2405090,657280,1747810,0,0,0,0,0,0,30219,24,106000,-105976,156014,19819,136195,1778029
6505,台塑化,5543304,3702225,1841079,0,0,0,48670,20000,28670,-100292,29000,6046,22954,176248,299494,-123246,1769457
3714,富采,3212104,1467000,1745104,0,0,0,0,0,0,-6322,12000,18544,-6544,12168,11946,222,1738782
2458,義隆,5185850,4735100,450750,0,0,0,1395291,318717,1076574,103238,56056,35000,21056,172408,90226,82182,1630562
2472,立隆電,5211823,5131210,80613,0,0,0,1409000,1000,1408000,65825,2000,4000,-2000,236506,168681,67825,1554438
3035,智原,3536718,2054000,1482718,0,0,0,0,0,0,35744,144000,115000,29000,133254,126510,6744,1518462
2492,華新科,2185819,647497,1538322,0,0,0,7000,5000,2000,-61226,99000,107600,-8600,51500,104126,-52626,1479096
2605,新興,2931000,1559000,1372000,0,0,0,0,3000,-3000,65187,16000,6100,9900,129877,74590,55287,1434187
4927,泰鼎-KY,2847664,1468000,1379664,0,0,0,0,0,0,-1961,30000,31961,-1961,0,0,0,1377703
2887I,台新新光辛特,2313000,973875,1339125,0,0,0,0,0,0,0,0,0,0,0,0,0,1339125
4532,瑞智,1756000,459000,1297000,0,0,0,0,0,0,29542,31542,3000,28542,1000,0,1000,1326542
8028,昇陽半導體,2085277,1081303,1003974,0,0,0,252000,1000,251000,15121,10000,11000,-1000,56360,40239,16121,1270095
1711,永光,2863000,1635000,1228000,0,0,0,0,0,0,32239,8000,7000,1000,42937,11698,31239,1260239
3673,TPK-KY,4456422,2828195,1628227,0,0,0,0,0,0,-386124,210000,83000,127000,32440,545564,-513124,1242103
3049,精金,1501878,299433,1202445,0,0,0,0,0,0,-1000,4000,5000,-1000,0,0,0,1201445
2365,昆盈,2729295,1529000,1200295,0,0,0,0,0,0,-3595,3014,2081,933,3000,7528,-4528,1196700
5876,上海商銀,3750158,10002282,-6252124,0,0,0,7846000,413000,7433000,11317,18000,1683,16317,53000,58000,-5000,1192193
2301,光寶科,11154476,9084900,2069576,0,0,0,78118,1215000,-1136882,246328,23000,25000,-2000,443588,195260,248328,1179022
2006,東和鋼鐵,3263822,1081000,2182822,0,0,0,487000,1553728,-1066728,3729,4150,0,4150,0,421,-421,1119823
9105,泰金寶-DR,6544000,5419000,1125000,0,0,0,0,0,0,-23159,0,0,0,7666,30825,-23159,1101841
6139,亞翔,3780911,3117859,663052,0,0,0,753000,3000,750000,-326546,112991,262394,-149403,90427,267570,-177143,1086506
3034,聯詠,4890222,4189916,700306,0,0,0,479062,47628,431434,-66583,43000,61900,-18900,100703,148386,-47683,1065157
1609,大亞,1850427,832000,1018427,0,0,0,1000,2000,-1000,32874,37000,12000,25000,29705,21831,7874,1050301
