證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2409,友達,203873332,46903774,156969558,0,0,0,78000,32000,46000,2229207,26000,430000,-404000,3584126,950919,2633207,159244765
3481,群創,163779915,65690966,98088949,0,0,0,0,39000,-39000,11134790,6302000,1264000,5038000,7632060,1535270,6096790,109184739
2312,金寶,56984000,10424200,46559800,0,0,0,500000,3473000,-2973000,1258078,85251,11000,74251,1364582,180755,1183827,44844878
1303,南亞,48736940,15795759,32941181,0,0,0,350000,46000,304000,192049,403433,888000,-484567,964075,287459,676616,33437230
6116,彩晶,38239000,6428000,31811000,0,0,0,0,0,0,289242,817670,1406000,-588330,1059572,182000,877572,32100242
2324,仁寶,64939000,12860023,52078977,0,0,0,61000,20859000,-20798000,-31007,159395,42633,116762,1082671,1230440,-147769,31249970
3231,緯創,38280586,10665735,27614851,0,0,0,708000,134000,574000,1644953,437998,30000,407998,1599971,363016,1236955,29833804
1717,長興,34123251,7451386,26671865,0,0,0,710000,3000,707000,521614,349000,2000,347000,642604,467990,174614,27900479
1605,華新,34787009,9324185,25462824,0,0,0,0,86000,-86000,1750436,264000,7000,257000,1823894,330458,1493436,27127260
2353,宏碁,30691310,3296081,27395229,0,0,0,177000,1287000,-1110000,280734,23288,1000,22288,565446,307000,258446,26565963
2489,瑞軒,38026400,12877350,25149050,0,0,0,115000,0,115000,843988,663000,112000,551000,495710,202722,292988,26108038
2317,鴻海,36741619,12698333,24043286,0,0,0,54000,217000,-163000,992028,417507,15000,402507,795178,205657,589521,24872314
2356,英業達,25565398,11810171,13755227,0,0,0,6272000,102000,6170000,1051222,276230,2522,273708,1144582,367068,777514,20976449
6282,康舒,26086210,7403286,18682924,0,0,0,21000,0,21000,1932929,457000,338000,119000,1929446,115517,1813929,20636853
2303,聯電,92946751,49158384,43788367,0,0,0,5456000,31416000,-25960000,1821296,2227999,1234000,993999,2177648,1350351,827297,19649663
3714,富采,22994032,4648368,18345664,0,0,0,0,0,0,540478,528000,28446,499554,162924,122000,40924,18886142
9105,泰金寶-DR,20932000,3217300,17714700,0,0,0,0,0,0,218884,196440,0,196440,35444,13000,22444,17933584
2610,華航,20758017,5009241,15748776,0,0,0,0,420000,-420000,188449,54000,12000,42000,189486,43037,146449,15517225
2027,大成鋼,22061646,7177243,14884403,0,0,0,100000,423000,-323000,164461,798583,850000,-51417,1142743,926865,215878,14725864
3189,景碩,15722831,3803715,11919116,0,0,0,1779000,2000,1777000,1002667,357000,115100,241900,1251181,490414,760767,14698783
2618,長榮航,24343151,22806265,1536886,0,0,0,12851000,991442,11859558,-274181,30000,0,30000,169889,474070,-304181,13122263
2609,陽明,14101221,3139041,10962180,0,0,0,0,39000,-39000,244858,69483,49085,20398,264460,40000,224460,11168038
1402,遠東新,20767522,2513428,18254094,0,0,0,0,7376000,-7376000,-52104,0,500,-500,6531,58135,-51604,10825990
2382,廣達,19983952,18687119,1296833,0,0,0,10547000,1108000,9439000,-180658,308204,287272,20932,45000,246590,-201590,10555175
3035,智原,11668599,3828776,7839823,0,0,0,5000,0,5000,853554,230998,4000,226998,772798,146242,626556,8698377
3037,欣興,13910786,7091105,6819681,0,0,0,907100,497000,410100,1128681,407819,118841,288978,1228829,389126,839703,8358462
3706,神達,7298851,2330927,4967924,0,0,0,2867000,1000,2866000,328128,79178,21000,58178,295950,26000,269950,8162052
8112,至上,9304000,1922000,7382000,0,0,0,0,7000,-7000,264857,25751,21000,4751,404195,144089,260106,7639857
1802,台玻,14604065,8526000,6078065,0,0,0,22000,0,22000,102251,318000,354000,-36000,530437,392186,138251,6202316
2363,矽統,8614918,3179050,5435868,0,0,0,5000,0,5000,258399,0,8463,-8463,355426,88564,266862,5699267
2338,光罩,6596000,1030000,5566000,0,0,0,0,0,0,99613,65182,14000,51182,86905,38474,48431,5665613
6257,矽格,9559986,1530300,8029686,0,0,0,0,2782000,-2782000,188193,171249,2849,168400,104029,84236,19793,5435879
3673,TPK-KY,14024175,10063163,3961012,0,0,0,0,0,0,1079107,756000,7000,749000,454176,124069,330107,5040119
4919,新唐,14223125,13130169,1092956,0,0,0,3076000,0,3076000,774479,589000,66061,522939,581127,329587,251540,4943435
6005,群益證,8169674,2629500,5540174,0,0,0,0,606000,-606000,0,0,0,0,0,0,0,4934174
2421,建準,5148768,1395122,3753646,0,0,0,938000,2000,936000,114674,32000,6000,26000,213787,125113,88674,4804320
2377,微星,10023527,3158648,6864879,0,0,0,619000,2950000,-2331000,163981,84000,101,83899,193572,113490,80082,4697860
6153,嘉聯益,5064000,548000,4516000,0,0,0,0,0,0,103784,106784,3000,103784,0,0,0,4619784
6271,同欣電,7622459,4650643,2971816,0,0,0,1077000,0,1077000,512561,360335,13214,347121,402457,237017,165440,4561377
4958,臻鼎-KY,17175637,16395891,779746,0,0,0,3427000,7000,3420000,269953,249327,29777,219550,546353,495950,50403,4469699
