證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
3231,緯創,97799818,62186792,35613026,0,0,0,7849439,2024530,5824909,-3332350,1251300,2557000,-1305700,1121134,3147784,-2026650,38105585
2883,凱基金,53374826,14199231,39175595,0,0,0,8000,1162883,-1154883,-751337,6000,9000,-3000,592948,1341285,-748337,37269375
2317,鴻海,52303361,15325519,36977842,0,0,0,2000,1109959,-1107959,488817,544900,488000,56900,795057,363140,431917,36358700
2301,光寶科,54512154,24754160,29757994,0,0,0,513854,43153,470701,-220497,614629,334000,280629,982963,1484089,-501126,30008198
2618,長榮航,34709478,10857367,23852111,0,0,0,124000,257929,-133929,-1360465,4000,6000,-2000,187662,1546127,-1358465,22357717
1605,華新,24775879,6596368,18179511,0,0,0,3000,132,2868,581529,66000,8000,58000,750662,227133,523529,18763908
2344,華邦電,73541456,64178022,9363434,0,0,0,10182163,187059,9995104,-1862633,2882517,4481833,-1599316,877214,1140531,-263317,17495905
2610,華航,26001641,12112826,13888815,0,0,0,904000,47975,856025,-51458,38000,110000,-72000,297542,277000,20542,14693382
2891,中信金,28832772,12908204,15924568,0,0,0,8000,987876,-979876,-812573,25000,0,25000,215715,1053288,-837573,14132119
2324,仁寶,26727987,13796365,12931622,0,0,0,0,1963,-1963,180205,69000,0,69000,815745,704540,111205,13109864
2634,漢翔,17550332,8063050,9487282,0,0,0,1000,0,1000,935946,660000,86000,574000,383087,21141,361946,10424228
3037,欣興,19333725,10621275,8712450,0,0,0,1867592,50000,1817592,-181894,282536,394998,-112462,1490072,1559504,-69432,10348148
1314,中石化,20163165,10501552,9661613,0,0,0,0,0,0,546771,666000,119229,546771,0,0,0,10208384
2330,台積電,24592903,12341665,12251238,0,0,0,360268,1564775,-1204507,-1099016,326250,751000,-424750,55939,730205,-674266,9947715
2353,宏碁,18785306,10048282,8737024,0,0,0,119000,7571,111429,-23819,946,6000,-5054,700888,719653,-18765,8824634
2408,南亞科,46616666,39361232,7255434,0,0,0,3921000,4065,3916935,-3023236,1785793,4392380,-2606587,290960,707609,-416649,8149133
2313,華通,11138158,5466347,5671811,0,0,0,0,2000,-2000,672250,391000,147000,244000,713250,285000,428250,6342061
3706,神達,9137868,3390100,5747768,0,0,0,246000,3000,243000,24877,132000,27010,104990,79978,160091,-80113,6015645
2002,中鋼,10062425,4406760,5655665,0,0,0,7000,0,7000,38000,79000,0,79000,110000,151000,-41000,5700665
4938,和碩,10322776,4814277,5508499,0,0,0,47000,2396,44604,-63590,63027,65000,-1973,220277,281894,-61617,5489513
2388,威盛,7410269,2049476,5360793,0,0,0,0,100000,-100000,-151221,46101,357000,-310899,395148,235470,159678,5109572
2890,永豐金,15610062,8917650,6692412,0,0,0,6000,223417,-217417,-1366451,0,47342,-47342,875,1319984,-1319109,5108544
3605,宏致,8069899,3102090,4967809,0,0,0,0,0,0,138525,77000,15738,61262,439848,362585,77263,5106334
2376,技嘉,6845512,1869503,4976009,0,0,0,63000,31150,31850,-44078,63640,125000,-61360,145936,128654,17282,4963781
2887,台新新光金,25847836,19864943,5982893,0,0,0,0,20782,-20782,-1162014,0,6000,-6000,197244,1353258,-1156014,4800097
3006,晶豪科,5476084,1185494,4290590,0,0,0,0,0,0,149459,27000,21000,6000,333575,190116,143459,4440049
2881,富邦金,11695248,6489670,5205578,0,0,0,66000,815258,-749258,-141198,0,2000,-2000,9083,148281,-139198,4315122
3189,景碩,11829753,8631438,3198315,0,0,0,941864,10000,931864,102434,799946,652010,147936,800730,846232,-45502,4232613
2027,大成鋼,8492014,5011619,3480395,0,0,0,896000,84298,811702,-100359,35000,71000,-36000,259497,323856,-64359,4191738
1717,長興,5317870,2024278,3293592,0,0,0,363575,0,363575,283797,66218,24948,41270,274939,32412,242527,3940964
2204,中華,4911689,374000,4537689,0,0,0,0,663672,-663672,-783,0,0,0,27000,27783,-783,3873234
8112,至上,6679264,1933457,4745807,0,0,0,0,632498,-632498,-291823,149602,509000,-359398,321561,253986,67575,3821486
2377,微星,8203653,5216083,2987570,0,0,0,1000,12633,-11633,681611,512649,50000,462649,585529,366567,218962,3657548
6213,聯茂,10849245,8121903,2727342,0,0,0,0,0,0,222839,554899,367488,187411,248861,213433,35428,2950181
5388,中磊,3438295,604000,2834295,0,0,0,0,2684,-2684,57966,53133,30000,23133,114938,80105,34833,2889577
1504,東元,4580844,1718000,2862844,0,0,0,2000,7113,-5113,-29849,0,0,0,44624,74473,-29849,2827882
