證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2892,第一金,44864348,14746993,30117355,0,0,0,20068,0,20068,263861,297000,328000,-31000,608705,313844,294861,30401284
2801,彰銀,40635664,12927851,27707813,0,0,0,47,664112,-664065,-242000,260000,280000,-20000,30000,252000,-222000,26801748
2344,華邦電,84476613,56731907,27744706,0,0,0,1256000,472802,783198,-2432976,503000,2070144,-1567144,1750706,2616538,-865832,26094928
6116,彩晶,13027747,803650,12224097,0,0,0,0,0,0,-386997,96000,87000,9000,698000,1093997,-395997,11837100
2367,燿華,22282825,11185891,11096934,0,0,0,0,0,0,141033,137000,237000,-100000,595444,354411,241033,11237967
2382,廣達,8783348,17984678,-9201330,0,0,0,21360136,724592,20635544,-425294,368895,739931,-371036,413742,468000,-54258,11008920
9105,泰金寶-DR,40674501,29398000,11276501,0,0,0,0,0,0,-599454,2000,1849,151,63930,663535,-599605,10677047
2845,遠東銀,11990047,2883343,9106704,0,0,0,0,0,0,-220000,109000,318000,-209000,31000,42000,-11000,8886704
2542,興富發,17283748,19363450,-2079702,0,0,0,9021000,0,9021000,1149162,492790,79000,413790,940235,204863,735372,8090460
3481,群創,32448405,17743694,14704711,0,0,0,49,4637,-4588,-6718241,1363000,5769597,-4406597,554326,2865970,-2311644,7981882
2409,友達,104268900,94433430,9835470,0,0,0,0,4079,-4079,-2101350,274000,214000,60000,608601,2769951,-2161350,7730041
1402,遠東新,14827619,31977200,-17149581,0,0,0,25149000,35000,25114000,-471872,142000,328824,-186824,118879,403927,-285048,7492547
2356,英業達,30887322,22119252,8768070,0,0,0,15,71000,-70985,-1240046,254000,287313,-33313,710289,1917022,-1206733,7457039
3045,台灣大,8925467,2787578,6137889,0,0,0,193013,122000,71013,8687,76000,196000,-120000,197687,69000,128687,6217589
