證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
2344,華邦電,125214837,32617718,92597119,0,0,0,4098000,174263,3923737,1171037,1610325,1166796,443529,1382513,655005,727508,97691893
2409,友達,213215971,127992998,85222973,0,0,0,0,27578,-27578,4815167,4106998,7786000,-3679002,13070919,4576750,8494169,90010562
2408,南亞科,44835353,10555844,34279509,0,0,0,245000,103824,141176,564017,1542163,1075200,466963,236411,139357,97054,34984702
2834,臺企銀,41584035,14736043,26847992,0,0,0,0,44000,-44000,-36977,19023,114000,-94977,58000,0,58000,26767015
2887,台新新光金,34816392,31646841,3169551,0,0,0,16700000,1586370,15113630,-10688,830444,1026000,-195556,1061268,876400,184868,18272493
2884,玉山金,39184536,34249430,4935106,0,0,0,11661000,315047,11345953,536941,862897,496000,366897,549063,379019,170044,16818000
2892,第一金,22751669,6686232,16065437,0,0,0,0,1250293,-1250293,-68457,10000,132000,-122000,144926,91383,53543,14746687
2886,兆豐金,20558796,7137017,13421779,0,0,0,327000,950761,-623761,-203476,214000,346390,-132390,93993,165079,-71086,12594542
5876,上海商銀,17495638,5700000,11795638,0,0,0,340000,0,340000,-98627,20118,70410,-50292,24119,72454,-48335,12037011
2610,華航,10139364,1160000,8979364,0,0,0,182000,11000,171000,-180705,261000,322000,-61000,168295,288000,-119705,8969659
2027,大成鋼,9457179,1301000,8156179,0,0,0,0,0,0,-6689,60000,169000,-109000,134552,32241,102311,8149490
5880,合庫金,14942490,6817000,8125490,0,0,0,0,255938,-255938,207610,281000,148000,133000,143609,68999,74610,8077162
