證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
3231,緯創,76024592,43589502,32435090,0,0,0,10908925,66000,10842925,1175484,623002,327494,295508,1606067,726091,879976,44453499
2002,中鋼,42664629,12233687,30430942,0,0,0,0,0,0,322186,64000,57000,7000,593186,278000,315186,30753128
2883,凱基金,27491850,10665841,16826009,0,0,0,196164,27000,169164,105954,22000,0,22000,252000,168046,83954,17101127
2618,長榮航,26066845,9854031,16212814,0,0,0,469277,7000,462277,27048,2000,11085,-9085,108000,71867,36133,16702139
1402,遠東新,18996244,5106944,13889300,0,0,0,3231591,6000,3225591,-1829298,54000,1905000,-1851000,33646,11944,21702,15285593
2609,陽明,16723999,5074901,11649098,0,0,0,27278,6000,21278,201180,96064,78000,18064,214116,31000,183116,11871556
2887,台新新光金,34741289,23176724,11564565,0,0,0,383043,932000,-548957,260840,206000,234679,-28679,883047,593528,289519,11276448
2634,漢翔,32993609,22371000,10622609,0,0,0,61000,0,61000,341694,562175,421200,140975,348699,147980,200719,11025303
2834,臺企銀,20723373,9903440,10819933,0,0,0,48000,0,48000,-73000,54000,82000,-28000,5000,50000,-45000,10794933
2615,萬海,12818540,3918286,8900254,0,0,0,94576,4000,90576,434187,101000,7000,94000,485890,145703,340187,9425017
2890,永豐金,23059603,13558564,9501039,0,0,0,209710,149000,60710,-172077,51000,98396,-47396,32319,157000,-124681,9389672
3045,台灣大,11649412,2690888,8958524,0,0,0,326800,3000,323800,-19288,0,8121,-8121,8833,20000,-11167,9263036
2412,中華電,11104092,4339764,6764328,0,0,0,713144,17000,696144,750000,682000,9000,673000,77000,0,77000,8210472
2324,仁寶,23419049,15991607,7427442,0,0,0,146136,0,146136,54353,33000,26000,7000,1203346,1155993,47353,7627931
4904,遠傳,11620497,4238443,7382054,0,0,0,802738,536000,266738,-195000,495000,728000,-233000,60000,22000,38000,7453792
2884,玉山金,24880925,18011727,6869198,0,0,0,469835,23000,446835,71148,17000,10000,7000,149754,85606,64148,7387181
8112,至上,14910234,7504601,7405633,0,0,0,0,0,0,-141581,30000,155868,-125868,385525,401238,-15713,7264052
5876,上海商銀,12692444,7686907,5005537,0,0,0,1639000,0,1639000,-139258,7742,42000,-34258,9000,114000,-105000,6505279
8039,台虹,20748101,14329472,6418629,0,0,0,0,0,0,-218295,701129,751000,-49871,101162,269586,-168424,6200334
4938,和碩,14765114,8417909,6347205,0,0,0,16000,226000,-210000,-265313,3000,34000,-31000,42890,277203,-234313,5871892
2845,遠東銀,6631315,1725000,4906315,0,0,0,0,0,0,-11000,0,11000,-11000,0,0,0,4895315
2867,三商壽,6122000,2102000,4020000,0,0,0,0,0,0,-11000,87000,108000,-21000,10000,0,10000,4009000
2409,友達,49210459,44694100,4516359,0,0,0,65800,0,65800,-717260,8000,124000,-116000,237157,838417,-601260,3864899
5880,合庫金,9324489,5667564,3656925,0,0,0,150000,0,150000,-31000,0,67000,-67000,38000,2000,36000,3775925
1303,南亞,28845104,25564937,3280167,0,0,0,583697,0,583697,-115626,920000,937723,-17723,651427,749330,-97903,3748238
2889,國票金,4691722,1023000,3668722,0,0,0,0,0,0,46000,53000,7000,46000,0,0,0,3714722
2356,英業達,22414715,18648980,3765735,0,0,0,28849,0,28849,-148985,1289,184676,-183387,801539,767137,34402,3645599
1216,統一,9362490,8197572,1164918,0,0,0,1144363,0,1144363,1000733,1015000,160000,855000,303849,158116,145733,3310014
2891,中信金,12483592,10404512,2079080,0,0,0,990994,635000,355994,422463,267000,80165,186835,501000,265372,235628,2857537
2603,長榮,5057113,2233669,2823444,0,0,0,13000,3000,10000,-41642,0,54000,-54000,72459,60101,12358,2791802
