證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Unnamed: 19
00753L,中信中國50正2,1192000,977000,215000,0,0,0,0,0,0,4422397,0,0,0,6999078,2576681,4422397,4637397,
2867,三商壽,4933000,1647000,3286000,0,0,0,0,0,0,1276000,1405000,87000,1318000,0,42000,-42000,4562000,
3006,晶豪科,6266668,2130860,4135808,0,0,0,0,6000,-6000,354137,78000,26834,51166,941472,638501,302971,4483945,
2886,兆豐金,12091835,7826628,4265207,0,0,0,320000,33000,287000,-88651,22973,4000,18973,282376,390000,-107624,4463556,
2454,聯發科,24696090,20471272,4224818,0,0,0,778816,184952,593864,-374936,190200,256496,-66296,870909,1179549,-308640,4443746,
8112,至上,10657017,6546000,4111017,0,0,0,250000,186999,63001,47988,144175,165308,-21133,884213,815092,69121,4222006,
00671R,富邦NASDAQ反1,0,0,0,0,0,0,0,0,0,4048919,0,0,0,4516000,467081,4048919,4048919,
2014,中鴻,4991750,869000,4122750,0,0,0,0,0,0,-196000,8000,105000,-97000,1000,100000,-99000,3926750,
3026,禾伸堂,3559100,3063105,495995,0,0,0,3579000,5000,3574000,-146829,127000,205000,-78000,333098,401927,-68829,3923166,
00885,富邦越南,3259000,1043000,2216000,0,0,0,0,0,0,1527076,5000,0,5000,1638076,116000,1522076,3743076,
00650L,復華香港正2,434000,128000,306000,0,0,0,0,0,0,3158311,0,0,0,4057193,898882,3158311,3464311,
2615,萬海,4549030,1066370,3482660,0,0,0,0,129000,-129000,98814,77000,3000,74000,47824,23010,24814,3452474,
4938,和碩,8148792,4504523,3644269,0,0,0,8000,427087,-419087,55414,22000,4217,17783,162938,125307,37631,3280596,
6239,力成,19411768,16055183,3356585,0,0,0,109823,614000,-504177,379516,382000,241424,140576,1128016,889076,238940,3231924,
00909,國泰數位支付服務,1155070,51000,1104070,0,0,0,0,0,0,2121461,62000,0,62000,2299461,240000,2059461,3225531,
3034,聯詠,5336754,2541139,2795615,0,0,0,110118,87162,22956,365570,186367,14000,172367,312253,119050,193203,3184141,
00638R,元大滬深300反1,610000,15000,595000,0,0,0,0,0,0,2583732,0,0,0,4047100,1463368,2583732,3178732,
2352,佳世達,7336000,4268700,3067300,0,0,0,0,0,0,79350,14000,0,14000,68350,3000,65350,3146650,
00941,中信上游半導體,2660000,15450,2644550,0,0,0,0,0,0,442000,0,0,0,1675000,1233000,442000,3086550,
00633L,富邦上証正2,1625000,190000,1435000,0,0,0,0,0,0,1551478,0,0,0,2306181,754703,1551478,2986478,
2637,慧洋-KY,3617000,928010,2688990,0,0,0,6000,106735,-100735,169779,6134,2000,4134,171645,6000,165645,2758034,
009813,貝萊德標普卓越50,79000,40000,39000,0,0,0,0,0,0,2704000,0,0,0,2731000,27000,2704000,2743000,
2357,華碩,4160209,2562372,1597837,0,0,0,1100253,269037,831216,251043,161764,5000,156764,330880,236601,94279,2680096,
1402,遠東新,7061430,4285774,2775656,0,0,0,2000,161000,-159000,37545,3000,0,3000,34645,100,34545,2654201,
4958,臻鼎-KY,22466279,19186153,3280126,0,0,0,153298,474000,-320702,-323106,137000,254000,-117000,1552290,1758396,-206106,2636318,
00686R,群益臺灣加權反1,0,0,0,0,0,0,0,0,0,2579490,0,0,0,4213000,1633510,2579490,2579490,
2308,台達電,9941471,7264603,2676868,0,0,0,436354,121000,315354,-414957,97000,484106,-387106,216652,244503,-27851,2577265,
00930,永豐ESG低碳高息,1557000,237000,1320000,0,0,0,0,0,0,1059495,0,0,0,2070518,1011023,1059495,2379495,
00706L,期元大S&P日圓正2,86000,86000,0,0,0,0,0,0,0,2341533,0,0,0,3649026,1307493,2341533,2341533,
00965,元大航太防衛科技,66200,4790100,-4723900,0,0,0,0,400000,-400000,7455000,0,0,0,7633000,178000,7455000,2331100,
2464,盟立,6583200,4000000,2583200,0,0,0,0,0,0,-268237,110000,240216,-130216,119537,257558,-138021,2314963,
00932,兆豐永續高息等權,100000,52000,48000,0,0,0,0,0,0,2256898,0,0,0,2590948,334050,2256898,2304898,
2501,國建,3227000,991000,2236000,0,0,0,0,0,0,18862,41000,22138,18862,0,0,0,2254862,
6505,台塑化,4409000,2343000,2066000,0,0,0,91000,3000,88000,76411,20031,25000,-4969,155527,74147,81380,2230411,
3023,信邦,3376812,1143417,2233395,0,0,0,0,8000,-8000,-23645,836,10173,-9337,54826,69134,-14308,2201750,
2542,興富發,5509701,3377400,2132301,0,0,0,0,0,0,-1628,2000,20000,-18000,54000,37628,16372,2130673,
2353,宏碁,10360609,8354255,2006354,0,0,0,15000,301000,-286000,403847,43000,0,43000,612268,251421,360847,2124201,
2323,中環,3176000,1670000,1506000,0,0,0,0,0,0,462493,37000,26000,11000,451493,0,451493,1968493,
00632R,元大台灣50反1,4413000,3457000,956000,0,0,0,0,0,0,959945,3247000,1294000,1953000,40827409,41820464,-993055,1915945,
9945,潤泰新,3882500,2019500,1863000,0,0,0,0,0,0,31607,2000,10000,-8000,43607,4000,39607,1894607,
00635U,期元大S&P黃金,30051,9674,20377,0,0,0,0,0,0,1740587,27000,188000,-161000,1988759,87172,1901587,1760964,
2609,陽明,8645089,7140500,1504589,0,0,0,13900,19000,-5100,236257,194606,28349,166257,139000,69000,70000,1735746,
3016,嘉晶,8445416,6463417,1981999,0,0,0,0,0,0,-270545,51000,2000,49000,321443,640988,-319545,1711454,
1301,台塑,11333093,9772748,1560345,0,0,0,0,10000,-10000,76495,81000,3107,77893,124224,125622,-1398,1626840,
3702,大聯大,3476691,1291000,2185691,0,0,0,9000,335000,-326000,-270557,1079,146375,-145296,19072,144333,-125261,1589134,
00757,統一FANG+,174,23800,-23626,0,0,0,0,0,0,1588567,16000,67000,-51000,2033567,394000,1639567,1564941,
2492,華新科,8876535,7184495,1692040,0,0,0,0,0,0,-145888,34000,100000,-66000,167962,247850,-79888,1546152,
1597,直得,5925162,4103500,1821662,0,0,0,0,2000,-2000,-274236,15075,208185,-193110,116870,197996,-81126,1545426,
2103,台橡,2579020,1107000,1472020,0,0,0,0,0,0,-14380,13000,13022,-22,6435,20793,-14358,1457640,
2395,研華,4613253,3282705,1330548,0,0,0,7539,2000,5539,96712,29000,2000,27000,119544,49832,69712,1432799,
2342,茂矽,11716068,10322242,1393826,0,0,0,0,0,0,-47520,14152,61672,-47520,0,0,0,1346306,
00983A,主動中信ARK創新,16000,119000,-103000,0,0,0,0,0,0,1445378,0,0,0,1731000,285622,1445378,1342378,
1711,永光,1253000,84533,1168467,0,0,0,0,0,0,155000,11000,9000,2000,219000,66000,153000,1323467,
009817,國泰日本不動產,78000,36000,42000,0,0,0,0,0,0,1278121,0,0,0,2083430,805309,1278121,1320121,
2406,國碩,4419022,3142000,1277022,0,0,0,0,0,0,-77,1000,1000,0,1000,1077,-77,1276945,
1409,新纖,3257000,1860000,1397000,0,0,0,0,0,0,-132077,1000,5000,-4000,264,128341,-128077,1264923,
2388,威盛,10153000,9245000,908000,0,0,0,4000,13000,-9000,353591,369000,107010,261990,669472,577871,91601,1252591,
00902,中信電池及儲能,611000,31000,580000,0,0,0,0,0,0,663441,0,0,0,887017,223576,663441,1243441,
3059,華晶科,2081000,837000,1244000,0,0,0,0,0,0,-4902,6000,6000,0,14569,19471,-4902,1239098,
3532,台勝科,5446220,4894891,551329,0,0,0,777000,0,777000,-113964,112000,189000,-77000,280852,317816,-36964,1214365,
2451,創見,7038515,5643415,1395100,0,0,0,6700,137360,-130660,-56809,32137,23695,8442,289072,354323,-65251,1207631,
00989A,主動摩根美國科技,188000,44000,144000,0,0,0,0,0,0,1057295,0,0,0,1115295,58000,1057295,1201295,
2897,王道銀行,1680000,540000,1140000,0,0,0,0,4000,-4000,65000,66000,1000,65000,0,0,0,1201000,
00643,群益深証中小,47000,9000,38000,0,0,0,0,0,0,1158886,0,0,0,3460462,2301576,1158886,1196886,
009818,華南永昌NASDAQxT,5000,16000,-11000,0,0,0,0,0,0,1204999,0,0,0,1205999,1000,1204999,1193999,
3048,益登,5305000,4410139,894861,0,0,0,0,0,0,287625,3211,5239,-2028,322395,32742,289653,1182486,
00949,復華日本龍頭,771100,16000,755100,0,0,0,0,0,0,427164,0,0,0,1612611,1185447,427164,1182264,
2515,中工,2118000,936000,1182000,0,0,0,0,0,0,-2000,2000,4000,-2000,0,0,0,1180000,
2606,裕民,3169000,1330012,1838988,0,0,0,0,692000,-692000,29682,23533,29000,-5467,87199,52050,35149,1176670,
00712,復華富時不動產,583100,5000,578100,0,0,0,0,0,0,598199,0,0,0,848999,250800,598199,1176299,
6526,達發,1563023,483012,1080011,0,0,0,42000,257,41743,43979,48000,38000,10000,131885,97906,33979,1165733,
2023,燁輝,1475000,338000,1137000,0,0,0,0,0,0,25000,30000,5000,25000,0,0,0,1162000,
3661,世芯-KY,1482758,602928,879830,0,0,0,123237,105,123132,155344,20000,3000,17000,235967,97623,138344,1158306,
6443,元晶,1003285,52000,951285,0,0,0,0,0,0,138002,115002,5000,110002,28000,0,28000,1089287,
00738U,期元大道瓊白銀,2164000,1089530,1074470,0,0,0,0,0,0,-5733,0,0,0,3878781,3884514,-5733,1068737,
9933,中鼎,1655605,606000,1049605,0,0,0,0,0,0,-3594,3406,7000,-3594,0,0,0,1046011,
00954,中信日本半導體,312000,388000,-76000,0,0,0,0,0,0,1085065,0,0,0,1598065,513000,1085065,1009065,
00922,國泰台灣領袖50,8973500,5024170,3949330,0,0,0,0,0,0,-2940394,3000,0,3000,5396872,8340266,-2943394,1008936,
009812,野村日本東證,40000,27000,13000,0,0,0,0,0,0,990631,0,0,0,1931174,940543,990631,1003631,
00924,復華S&P500成長,9355,23000,-13645,0,0,0,0,0,0,1009692,0,0,0,1571492,561800,1009692,996047,
2367,燿華,15197483,14158673,1038810,0,0,0,0,0,0,-44280,317000,281028,35972,150298,230550,-80252,994530,
2363,矽統,5991000,5217011,773989,0,0,0,35000,0,35000,179203,1462,10676,-9214,423168,234751,188417,988192,
1313,聯成,1709000,779000,930000,0,0,0,0,0,0,42186,7000,4814,2186,40000,0,40000,972186,
1434,福懋,1193000,229000,964000,0,0,0,0,0,0,1000,4000,3000,1000,0,0,0,965000,
2436,偉詮電,5114489,4147100,967389,0,0,0,11000,0,11000,-20523,6449,262519,-256070,270751,35204,235547,957866,
2548,華固,1440081,863465,576616,0,0,0,362000,1000,361000,16559,60499,43406,17093,9000,9534,-534,954175,
2478,大毅,2813210,1889237,923973,0,0,0,0,0,0,-1936,1000,3000,-2000,8624,8560,64,922037,
2316,楠梓電,2482082,1232100,1249982,0,0,0,0,0,0,-340503,1000,8169,-7169,52225,385559,-333334,909479,
6196,帆宣,1942361,1179056,763305,0,0,0,0,994,-994,137045,27033,0,27033,161191,51179,110012,899356,
2360,致茂,4394112,3395873,998239,0,0,0,92195,40444,51751,-157654,83000,192297,-109297,89060,137417,-48357,892336,
6165,浪凡,1645018,757000,888018,0,0,0,2000,2000,0,2000,0,0,0,890018,0,0,0,
009801,中信美國創新科技,0,13000,-13000,0,0,0,0,0,0,896000,0,0,0,1073000,177000,896000,883000,
3583,辛耘,1452315,810000,642315,0,0,0,202000,2231,199769,-19855,3000,12016,-9016,82803,93642,-10839,822229,
00655L,國泰中國A50正2,458000,27000,431000,0,0,0,0,0,0,378226,0,0,0,1868750,1490524,378226,809226,
00960,野村全球航運龍頭,4000,17000,-13000,0,0,0,0,0,0,806000,0,0,0,1442000,636000,806000,793000,
2476,鉅祥,2473000,1617000,856000,0,0,0,0,0,0,-63106,20476,27058,-6582,40000,96524,-56524,792894,
009800,中信NASDAQ,16,16000,-15984,0,0,0,0,0,0,797200,0,0,0,1069864,272664,797200,781216,
00701,國泰股利精選30,666000,22000,644000,0,0,0,0,0,0,132843,0,0,0,1271995,1139152,132843,776843,
2401,凌陽,2953013,1879000,1074013,0,0,0,15000,0,15000,-324767,3000,45000,-42000,3079,285846,-282767,764246,
3715,定穎投控,12876306,11533876,1342430,0,0,0,60000,6000,54000,-662094,7000,64000,-57000,322333,927427,-605094,734336,
6257,矽格,8768139,7884890,883249,0,0,0,232000,60000,172000,-322258,268000,490695,-222695,333581,433144,-99563,732991,
3030,德律,5444032,4679843,764189,0,0,0,41000,0,41000,-81597,61333,36627,24706,118467,224770,-106303,723592,
00673R,期元大S&P原油反1,2903000,708000,2195000,0,0,0,0,0,0,-1473171,0,0,0,5610977,7084148,-1473171,721829,
1102,亞泥,4935762,2495524,2440238,0,0,0,0,1505357,-1505357,-215999,2000,2029,-29,10000,225970,-215970,718882,
2851,中再保,1239746,560000,679746,0,0,0,0,0,0,34000,41000,17000,24000,10000,0,10000,713746,
00905,FT臺灣Smart,218000,364000,-146000,0,0,0,0,0,0,847419,0,0,0,2290816,1443397,847419,701419,
2838,聯邦銀,1187000,420000,767000,0,0,0,0,0,0,-81609,2391,122000,-119609,39000,1000,38000,685391,
2383,台光電,1892656,1530116,362540,0,0,0,388319,77250,311069,11466,35732,27930,7802,113116,109452,3664,685075,
6285,啟碁,12377690,11162168,1215522,0,0,0,83000,460000,-377000,-175707,121104,231321,-110217,314654,380144,-65490,662815,
6672,騰輝電子-KY,2693183,2025730,667453,0,0,0,0,1000,-1000,-6616,0,625,-625,58678,64669,-5991,659837,
3533,嘉澤,1104824,607847,496977,0,0,0,116333,4000,112333,46594,24850,8000,16850,88754,59010,29744,655904,
4989,榮科,2757006,2017528,739478,0,0,0,0,0,0,-88338,7000,96000,-89000,58353,57691,662,651140,
00893,國泰智能電動車,298000,72000,226000,0,0,0,0,0,0,412841,0,0,0,1225841,813000,412841,638841,
00907,永豐優息存股,218000,10000,208000,0,0,0,0,0,0,416122,0,0,0,490645,74523,416122,624122,
3019,亞光,2161100,1474000,687100,0,0,0,0,258,-258,-63136,22048,24194,-2146,9617,70607,-60990,623706,
1809,中釉,2043000,1445052,597948,0,0,0,0,0,0,18779,485779,467000,18779,0,0,0,616727,
8215,明基材,944000,352000,592000,0,0,0,0,0,0,22143,34157,26000,8157,14986,1000,13986,614143,
2351,順德,2968520,2157000,811520,0,0,0,0,4000,-4000,-198189,5000,69097,-64097,19382,153474,-134092,609331,
2340,台亞,7918253,7222000,696253,0,0,0,0,0,0,-92920,232000,278841,-46841,50025,96104,-46079,603333,
3056,富華新,1372000,777000,595000,0,0,0,0,0,0,-3307,5000,8001,-3001,0,306,-306,591693,
2347,聯強,3097068,2401124,695944,0,0,0,103000,183791,-80791,-34957,3000,2000,1000,44957,80914,-35957,580196,
00898,國泰基因免疫革命,528000,7000,521000,0,0,0,0,0,0,57000,0,0,0,228000,171000,57000,578000,
2392,正崴,1326000,770000,556000,0,0,0,0,0,0,16479,5000,7686,-2686,30814,11649,19165,572479,
00903,富邦元宇宙,0,163000,-163000,0,0,0,0,0,0,734000,0,0,0,734000,0,734000,571000,
6919,康霈*,2092807,1574000,518807,0,0,0,0,0,0,50342,2000,2175,-175,74131,23614,50517,569149,
4576,大銀微系統,2679308,2106433,572875,0,0,0,0,0,0,-4401,19333,8242,11091,40213,55705,-15492,568474,
0061,元大寶滬深,209000,6000,203000,0,0,0,0,0,0,353630,0,0,0,411242,57612,353630,556630,
00639,富邦深100,2057,219000,-216943,0,0,0,0,0,0,771116,0,0,0,890098,118982,771116,554173,
6139,亞翔,1756888,1394142,362746,0,0,0,59000,2153,56847,116709,47949,38837,9112,136981,29384,107597,536302,
00634R,富邦上証反1,183000,0,183000,0,0,0,0,0,0,343100,0,0,0,652000,308900,343100,526100,
00926,凱基全球菁英55,0,16000,-16000,0,0,0,0,0,0,527000,0,0,0,1327000,800000,527000,511000,
00934,中信成長高股息,1130097,2706000,-1575903,0,0,0,0,0,0,2081161,0,0,0,3731985,1650824,2081161,505258,
6224,聚鼎,1268000,770000,498000,0,0,0,0,0,0,320,23542,23222,320,0,0,0,498320,
2399,映泰,10034100,9280900,753200,0,0,0,0,4000,-4000,-252147,33000,8000,25000,122375,399522,-277147,497053,
4720,德淵,1219000,720000,499000,0,0,0,0,2501,-2501,-2000,2000,4000,-2000,0,0,0,494499,
00763U,期街口道瓊銅,24000,10000,14000,0,0,0,0,0,0,477225,0,0,0,599225,122000,477225,491225,
2605,新興,156000,148000,8000,0,0,0,0,0,0,482186,354000,7000,347000,184102,48916,135186,490186,
1612,宏泰,571000,268000,303000,0,0,0,200000,0,200000,-13706,0,16100,-16100,2967,573,2394,489294,
2520,冠德,759000,287000,472000,0,0,0,0,0,0,2549,12000,6051,5949,600,4000,-3400,474549,
00669R,國泰美國道瓊反1,0,0,0,0,0,0,0,0,0,470425,0,0,0,1072000,601575,470425,470425,
2801,彰銀,6085307,5066500,1018807,0,0,0,19000,701000,-682000,130000,7000,0,7000,124000,1000,123000,466807,
2034,允強,696000,363400,332600,0,0,0,0,0,0,130996,8000,2000,6000,124996,0,124996,463596,
00971,野村美國研發龍頭,12000,6000,6000,0,0,0,0,0,0,456509,0,0,0,554000,97491,456509,462509,
2365,昆盈,2508000,2045000,463000,0,0,0,0,0,0,-1611,4000,13079,-9079,17038,9570,7468,461389,
00636,國泰中國A50,73000,37000,36000,0,0,0,0,0,0,423234,149000,0,149000,683370,409136,274234,459234,
2204,中華,448829,241136,207693,0,0,0,256000,14300,241700,0,5000,5000,0,0,0,0,449393,
6669,緯穎,1169945,1014686,155259,0,0,0,281335,45085,236250,56980,39000,16000,23000,97648,63668,33980,448489,
00670L,富邦NASDAQ正2,1000,12000,-11000,0,0,0,0,0,0,444772,5000,0,5000,664772,225000,439772,433772,
6120,達運,1073022,786000,287022,0,0,0,0,0,0,139809,23609,1000,22609,117200,0,117200,426831,
8163,達方,909524,462000,447524,0,0,0,0,0,0,-22998,13000,36494,-23494,664,168,496,424526,
00717,富邦美國特別股,437000,0,437000,0,0,0,0,0,0,-16000,0,0,0,66000,82000,-16000,421000,
009804,聯邦台精彩50,82000,154000,-72000,0,0,0,0,0,0,484377,0,0,0,680811,196434,484377,412377,
2104,國際中橡,1025000,616000,409000,0,0,0,0,0,0,2683,9000,6317,2683,0,0,0,411683,
6214,精誠,733486,303065,430421,0,0,0,0,0,0,-19059,18,0,18,5803,24880,-19077,411362,
5608,四維航,715000,305000,410000,0,0,0,0,0,0,0,0,0,0,0,0,0,410000,
2302,麗正,796002,388000,408002,0,0,0,0,0,0,1000,2000,1000,1000,0,0,0,409002,
2912,統一超,1827121,1416500,410621,0,0,0,0,0,0,-1694,3000,5000,-2000,1306,1000,306,408927,
00956,中信日經高股息,80000,20000,60000,0,0,0,0,0,0,339183,0,0,0,1139682,800499,339183,399183,
02001R,富邦蘋果反一N,0,0,0,0,0,0,0,0,0,398000,0,0,0,400000,2000,398000,398000,
3515,華擎,667017,296040,370977,0,0,0,0,0,0,23490,0,0,0,46545,23055,23490,394467,
00730,富邦臺灣優質高息,272000,11000,261000,0,0,0,0,0,0,129019,0,0,0,210416,81397,129019,390019,
6166,凌華,716000,331000,385000,0,0,0,0,0,0,1319,2000,1343,657,6302,5640,662,386319,
3031,佰鴻,1279772,936000,343772,0,0,0,0,2000,-2000,43845,54000,10155,43845,0,0,0,385617,
1460,宏遠,458025,70000,388025,0,0,0,0,0,0,-5000,0,5000,-5000,0,0,0,383025,
00921,兆豐龍頭等權重,189000,129000,60000,0,0,0,0,0,0,319194,0,0,0,846568,527374,319194,379194,
00945B,凱基美國非投等債,0,2337000,-2337000,0,0,0,0,0,0,2714672,1200000,0,1200000,2420000,905328,1514672,377672,
00641R,富邦日本反1,0,0,0,0,0,0,0,0,0,376958,0,0,0,943192,566234,376958,376958,
2030,彰源,442000,44002,397998,0,0,0,0,0,0,-22000,0,22000,-22000,0,0,0,375998,
1609,大亞,1173057,800000,373057,0,0,0,0,0,0,1111,4000,3000,1000,10039,9928,111,374168,
6168,宏齊,1739025,1373000,366025,0,0,0,0,0,0,2000,2000,0,2000,0,0,0,368025,
2374,佳能,2721500,2181123,540377,0,0,0,0,1000,-1000,-172782,11000,20000,-9000,68953,232735,-163782,366595,
6715,嘉基,1022050,770000,252050,0,0,0,111000,0,111000,809,1000,127,873,7236,7300,-64,363859,
2349,錸德,766000,416100,349900,0,0,0,0,0,0,13000,13000,0,13000,0,0,0,362900,
8016,矽創,680100,344000,336100,0,0,0,4000,5356,-1356,25616,10070,7103,2967,24649,2000,22649,360360,
2537,聯上發,379000,25000,354000,0,0,0,0,0,0,3000,3000,0,3000,0,0,0,357000,
8996,高力,1921143,894889,1026254,0,0,0,121000,606000,-485000,-188594,112560,290354,-177794,3000,13800,-10800,352660,
7769,鴻勁,811420,609829,201591,0,0,0,162000,2600,159400,-9126,26169,33057,-6888,10320,12558,-2238,351865,
2545,皇翔,364000,73000,291000,0,0,0,0,0,0,56000,59000,3000,56000,0,0,0,347000,
