排名,證券代號,證券名稱,投信買賣超股數
1,2884,玉山金,5238000
2,2801,彰銀,4205000
3,2886,兆豐金,3457000
4,3231,緯創,3435000
5,2542,興富發,3334000
6,2887,台新新光金,2957000
7,2890,永豐金,2641000
8,2027,大成鋼,2590000
9,2303,聯電,2474000
10,2891,中信金,2060000
11,2377,微星,1518000
12,2845,遠東銀,1413000
13,2603,長榮,1381197
14,2892,第一金,1307000
15,2481,強茂,1249000
16,2317,鴻海,1145278
17,2885,元大金,1036000
18,2618,長榮航,1014423
19,2313,華通,786000
20,5876,上海商銀,727000
21,1402,遠東新,659000
22,1102,亞泥,651481
23,2301,光寶科,512000
24,6278,台表科,482000
25,3017,奇鋐,462500
26,2883,凱基金,442000
27,2633,台灣高鐵,440000
28,2352,佳世達,417000
29,3045,台灣大,375000
30,2347,聯強,374041
