排名,證券代號,證券名稱,投信買賣超股數
1,1303,南亞,8561096
2,2303,聯電,3935859
3,1717,長興,2200000
4,2313,華通,1996000
5,2891,中信金,1953753
6,2887,台新新光金,1481699
7,3406,玉晶光,1343000
8,2882,國泰金,1188250
9,2449,京元電子,998621
10,3706,神達,948000
11,2881,富邦金,868469
12,2356,英業達,841000
13,2301,光寶科,778641
14,3532,台勝科,707000
15,3017,奇鋐,626941
16,3450,聯鈞,596000
17,6805,富世達,584000
18,3665,貿聯-KY,509967
19,2368,金像電,445617
20,4958,臻鼎-KY,435860
21,4764,雙鍵,341000
22,8046,南電,339961
23,2382,廣達,308515
24,2317,鴻海,307759
25,3034,聯詠,268000
26,2481,強茂,265000
27,2412,中華電,236248
28,2324,仁寶,224000
29,3231,緯創,204446
30,9941,裕融,201000
