排名,證券代號,證券名稱,投信買賣超股數
1,2892,第一金,7376129
2,4904,遠傳,6410080
3,2618,長榮航,5039103
4,2356,英業達,4923000
5,2886,兆豐金,4668025
6,3045,台灣大,4612657
7,3706,神達,4340000
8,2347,聯強,4227105
9,2891,中信金,4010722
10,2352,佳世達,3778000
11,2412,中華電,3750473
12,3231,緯創,3477540
13,6191,精成科,3061000
14,3026,禾伸堂,3012000
15,2377,微星,2924000
16,1303,南亞,2778775
17,2890,永豐金,2671655
18,8422,可寧衛*,2603000
19,6213,聯茂,2454000
20,2610,華航,2425069
21,5469,瀚宇博,2315000
22,2317,鴻海,2269314
23,2382,廣達,2186098
24,3702,大聯大,1865000
25,2885,元大金,1860687
26,2458,義隆,1525626
27,1409,新纖,1446000
28,8070,長華*,1381305
29,4915,致伸,1310661
30,1402,遠東新,1299000
