排名,證券代號,證券名稱,投信買賣超股數
1,2344,華邦電,-6417229
2,2880,華南金,-4297000
3,2327,國巨*,-4130691
4,2834,臺企銀,-3004453
5,2812,台中銀,-2828000
6,3037,欣興,-2732677
7,5880,合庫金,-2271743
8,2885,元大金,-1580938
9,2886,兆豐金,-1567583
10,2337,旺宏,-1518000
11,2408,南亞科,-1281196
12,2409,友達,-1138705
13,6213,聯茂,-1039000
14,1301,台塑,-1032000
15,6005,群益證,-1010000
16,6446,藥華藥,-974852
17,2347,聯強,-826904
18,2393,億光,-819484
19,2603,長榮,-779601
20,1216,統一,-638000
21,2890,永豐金,-637898
22,3711,日月光投控,-554278
23,2472,立隆電,-553000
24,2324,仁寶,-449924
25,6415,矽力*-KY,-424000
26,7769,鴻勁,-415900
27,2201,裕隆,-387000
28,2345,智邦,-337800
29,2912,統一超,-311000
30,2412,中華電,-303052
