排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,50316174
2,2880,華南金,47739047
3,2382,廣達,33418611
4,2618,長榮航,32622579
5,3481,群創,30478000
6,3231,緯創,18857358
7,2356,英業達,15597000
8,2105,正新,15361969
9,4938,和碩,14205001
10,2603,長榮,12281589
11,2886,兆豐金,11601742
12,2542,興富發,10161000
13,5871,中租-KY,9684174
14,2347,聯強,8367392
15,2891,中信金,7692341
16,2912,統一超,7182098
17,2883,凱基金,5772690
18,1210,大成,5330000
19,2481,強茂,5126000
20,1216,統一,4757948
21,9910,豐泰,4383727
22,2412,中華電,4132199
23,9941,裕融,3887693
24,5876,上海商銀,3649386
25,3045,台灣大,3647703
26,4904,遠傳,3513628
27,2892,第一金,3387723
28,1319,東陽,3337440
29,2379,瑞昱,3322095
30,1303,南亞,3087362
