排名,證券代號,證券名稱,投信買賣超股數
1,2344,華邦電,-14364073
2,2303,聯電,-11282732
3,6770,力積電,-6806000
4,2481,強茂,-2985000
5,8150,南茂,-2886000
6,2408,南亞科,-1841068
7,3711,日月光投控,-1543891
8,3532,台勝科,-1123000
9,2327,國巨*,-969184
10,3189,景碩,-968982
11,2027,大成鋼,-767000
12,2313,華通,-694000
13,6213,聯茂,-653000
14,1802,台玻,-556000
15,2887,台新新光金,-548957
16,9907,統一實,-544000
17,3376,新日興,-499000
18,2368,金像電,-434326
19,6505,台塑化,-414000
20,3023,信邦,-268000
21,2454,聯發科,-258576
22,4915,致伸,-252000
23,3090,日電貿,-216000
24,4938,和碩,-210000
25,3406,玉晶光,-192000
26,3026,禾伸堂,-182000
27,6271,同欣電,-180000
28,3167,大量,-177000
29,8210,勤誠,-169000
30,6257,矽格,-152974
