排名,證券代號,證券名稱,投信買賣超股數
1,2887,台新新光金,20378964
2,2883,凱基金,8068312
3,2303,聯電,5044134
4,2884,玉山金,3131878
5,2855,統一證,2228629
6,8112,至上,1986000
7,2892,第一金,1612075
8,3532,台勝科,1401000
9,2891,中信金,1348489
10,2542,興富發,1342000
11,4938,和碩,1141878
12,3026,禾伸堂,1052000
13,4904,遠傳,1018096
14,3045,台灣大,905947
15,2412,中華電,898447
16,3037,欣興,870789
17,3406,玉晶光,865000
18,6278,台表科,840000
19,2360,致茂,715116
20,2801,彰銀,599000
21,2368,金像電,498617
22,6531,愛普*,496000
23,4958,臻鼎-KY,445988
24,5871,中租-KY,426019
25,2436,偉詮電,419000
26,3711,日月光投控,389070
27,6805,富世達,312000
28,2347,聯強,257079
29,6257,矽格,255000
30,2603,長榮,248395
