排名,證券代號,證券名稱,投信買賣超股數
1,2892,第一金,9873505
2,2886,兆豐金,9392945
3,2890,永豐金,7980068
4,2801,彰銀,7592000
5,6505,台塑化,5199000
6,2027,大成鋼,2040000
7,2637,慧洋-KY,1886000
8,2303,聯電,1636225
9,2884,玉山金,1514362
10,2885,元大金,1513041
11,2603,長榮,1206800
12,2855,統一證,1128900
13,2542,興富發,1049900
14,1808,潤隆,1011000
15,2382,廣達,957155
16,2633,台灣高鐵,939000
17,2887,台新新光金,920834
18,2357,華碩,881044
19,8996,高力,762000
20,3026,禾伸堂,757500
21,2347,聯強,752300
22,3406,玉晶光,720000
23,3711,日月光投控,679076
24,5876,上海商銀,610000
25,2002,中鋼,566000
26,2327,國巨*,565106
27,2376,技嘉,548394
28,1102,亞泥,461236
29,3037,欣興,456775
30,2317,鴻海,410025
