排名,證券代號,證券名稱,投信買賣超股數
1,3231,緯創,4658554
2,2880,華南金,4265686
3,2885,元大金,4030022
4,2882,國泰金,3850749
5,2887,台新新光金,3806297
6,2303,聯電,3341139
7,2890,永豐金,2887402
8,2886,兆豐金,2687167
9,2881,富邦金,2533530
10,2883,凱基金,2495888
11,1216,統一,1764906
12,2891,中信金,1623244
13,2845,遠東銀,1556000
14,2382,廣達,1397485
15,2317,鴻海,1194233
16,2301,光寶科,1140359
17,3706,神達,1139000
18,5871,中租-KY,1082000
19,4915,致伸,1064000
20,2855,統一證,930000
21,3665,貿聯-KY,904033
22,2892,第一金,776054
23,2884,玉山金,730788
24,2618,長榮航,727000
25,2610,華航,664000
26,5880,合庫金,500920
27,4764,雙鍵,500000
28,2637,慧洋-KY,497000
29,3045,台灣大,480259
30,2347,聯強,480000
