排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,12517806
2,2887,台新新光金,11650209
3,2884,玉山金,7183091
4,6505,台塑化,6517000
5,2892,第一金,5934376
6,2801,彰銀,5926825
7,2891,中信金,2497621
8,3406,玉晶光,2305000
9,2027,大成鋼,2164000
10,1303,南亞,2065000
11,2890,永豐金,1449517
12,4938,和碩,1386000
13,2603,長榮,1325900
14,2855,統一證,1303500
15,6271,同欣電,1049000
16,2317,鴻海,1011039
17,6531,愛普*,850000
18,3231,緯創,777463
19,2542,興富發,631900
20,2883,凱基金,601627
21,2903,遠百,474000
22,2633,台灣高鐵,442000
23,2376,技嘉,410849
24,2481,強茂,370000
25,2637,慧洋-KY,360000
26,2002,中鋼,351123
27,3189,景碩,344000
28,2885,元大金,324892
29,5876,上海商銀,290000
30,2609,陽明,248777
