排名,證券代號,證券名稱,投信買賣超股數
1,2324,仁寶,-30324000
2,2303,聯電,-21406000
3,2882,國泰金,-15598000
4,2881,富邦金,-12757000
5,2884,玉山金,-12335000
6,2885,元大金,-11781900
7,2408,南亞科,-11730000
8,1402,遠東新,-9617000
9,2891,中信金,-5718000
10,2449,京元電子,-3764000
11,2312,金寶,-2772000
12,3036,文曄,-2710000
13,8046,南電,-2521000
14,2610,華航,-2341000
15,2347,聯強,-1932706
16,6285,啟碁,-1589000
17,2474,可成,-1587000
18,2402,毅嘉,-1560000
19,3005,神基,-1376750
20,6239,力成,-965000
21,2454,聯發科,-961000
22,2353,宏碁,-925000
23,6257,矽格,-909000
24,2439,美律,-806000
25,9904,寶成,-799710
26,6177,達麗,-700000
27,2337,旺宏,-659000
28,2105,正新,-630418
29,2027,大成鋼,-620000
30,1102,亞泥,-533161
