排名,證券代號,證券名稱,投信買賣超股數
1,2303,聯電,-115062289
2,2609,陽明,-30584550
3,2324,仁寶,-17296000
4,2885,元大金,-14805701
5,2449,京元電子,-12549670
6,2882,國泰金,-11502000
7,1402,遠東新,-9986000
8,3036,文曄,-8743482
9,6239,力成,-6992797
10,3702,大聯大,-6231000
11,1504,東元,-6117752
12,6176,瑞儀,-5884000
13,2027,大成鋼,-5695000
14,2353,宏碁,-5226000
15,8070,長華*,-5128353
16,3711,日月光投控,-4724678
17,6257,矽格,-4260866
18,3037,欣興,-4189000
19,6005,群益證,-4142728
20,8422,可寧衛*,-3585000
21,6757,台灣虎航,-3370000
22,4958,臻鼎-KY,-2948000
23,2474,可成,-2769000
24,2451,創見,-2483000
25,6412,群電,-2280000
26,2637,慧洋-KY,-2066064
27,1215,卜蜂,-1752000
28,2368,金像電,-1654100
29,3005,神基,-1520919
30,2504,國產,-1346000
